 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a	0.543138442	0.4332848375	0.0096035106	0.00308136289	0.006677052568	0.0018756077615	0.00075707113	0.00012287623335	8.602003884e-05	0.000826415598	0.0005468270085
n	0.223399351667	0.713279059167	0.0432024435333	0.00414727363	0.00739817628933	0.00201424539717	0.000824299843333	0.00015615965645	9.13356806133e-05	0.000878541419333	0.00460914453617
ì	0.081381378389	0.833319766389	0.0659084445111	0.00296577761	0.00385411226311	0.00121294650906	0.000498369414444	0.000182857007483	4.35540795378e-05	0.000990542726444	0.00964225667872
c	0.142090114296	0.599739184796	0.112916574837	0.0347193295033	0.011810184821	0.0564219674697	0.0319299629048	0.000950376052494	0.000101905508179	0.00100374368081	0.00831666729291
h	0.211678451432	0.275481277599	0.302873708279	0.0575859771678	0.0140627221403	0.0775845638232	0.0534560726349	0.00158449225083	0.000141247302726	0.00114886173227	0.00440263859764
e	0.122850469111	0.153881392133	0.61962440276	0.0362795687226	0.00503680088677	0.0290287302144	0.0290085553146	0.00100991846028	7.51279187753e-05	0.00116732375166	0.00203770586721
n	0.042740381237	0.0592545086443	0.80473510092	0.0659116952409	0.00425529740226	0.0103603113781	0.0104453547412	0.00112223906343	3.62878574584e-05	0.00041499471812	0.000723828973737
d	0.071969769979	0.0273202471481	0.622840556973	0.190407308414	0.00909873043409	0.0209317491594	0.0532395917804	0.00217160548781	6.23528124861e-05	0.000385048832707	0.00157304927458
ì	0.081297165393	0.0100715249627	0.382656685658	0.421915392805	0.00903758897803	0.0242049183198	0.0667981846835	0.00178269830427	6.06969196954e-05	0.000351909296102	0.00182321895219
s	0.0317478568643	0.0112245216342	0.437386105219	0.471673430935	0.00662904465934	0.0104407480399	0.0258344806512	0.00375412680976	6.99446020985e-05	0.000284785250567	0.000954944278063
