 	è	che	è	entrato	da	qui	</S>
è	0.64460146	0.036617545	0.0068011522	0.1738405835	0.0340927867785	0.0108589367938	0.093187504842
n	0.375486883333	0.054389575	0.0182428314	0.296388617833	0.0370970245928	0.0139297389313	0.204465328281
a	0.184477048778	0.163290661667	0.132843180467	0.315804089278	0.0159043737643	0.00772976505443	0.17995085846
m	0.0694530717593	0.175220628056	0.169999386822	0.511108116426	0.00727967892143	0.00281546536214	0.0641236048533
b	0.0410028797531	0.106703150185	0.0931348156073	0.727224158809	0.00538154187381	0.00119366913405	0.0253597914511
ì	0.0383093365844	0.109258656728	0.304708998536	0.531523529603	0.00589262609127	0.000440440998683	0.0098664510837
k	0.0205263870948	0.071296334576	0.379951622845	0.513489086534	0.00655457003042	0.00151708270689	0.00666492889457
e	0.0396569199316	0.0497293555253	0.230623647615	0.543507338845	0.12909985701	0.00202985296896	0.00535302133152
a	0.0461541888772	0.0366729435084	0.171480467538	0.303628009615	0.434549679003	0.00230202155632	0.00521267904384
p	0.0174602953924	0.0150121925028	0.087630870846	0.149569617872	0.716132883001	0.00373400618544	0.0104601533479
ò	0.00925800249747	0.0084431000676	0.0411368544487	0.0615278389573	0.865645617667	0.00346948286181	0.0105191319826
t	0.00698318966582	0.0078352480892	0.0340167776496	0.0300065413191	0.783799389222	0.118199823754	0.0191590401942
t	0.0188296788886	0.0167032988631	0.0492182552165	0.0465786271064	0.490413953074	0.262205221251	0.116050974065
u	0.0219813600962	0.017536278821	0.0450631384055	0.0472096317688	0.260637085691	0.38713616375	0.220436364688
</S>	0.0124940017481	0.0101256842105	0.0353106682028	0.0263332149844	0.191840534846	0.483448731875	0.240447192344
