 	lo	posso	finire	di	scrivere	</S>
o	0.884861925	0.0814796537	0.0058837202805	0.0062129110378	0.00485371554905	0.0167080456035
s	0.600884958333	0.358451941233	0.00698100252683	0.00708111344593	0.00535812211635	0.0212428168678
ò	0.391001186111	0.578188513744	0.0106702666089	0.00407772511531	0.00242647585878	0.0136357842893
z	0.31204093337	0.486461104581	0.048575600203	0.0095549709051	0.0176635441729	0.12570378343
o	0.196490232457	0.41810912486	0.189266990068	0.012260981435	0.022618432597	0.16125421031
s	0.125844044486	0.341696374953	0.433379583356	0.015355616945	0.0125106777383	0.0712137149367
p	0.197566271829	0.205823914984	0.494547057785	0.0348430196483	0.0114584204794	0.0557613049789
i	0.233570518276	0.133812023661	0.546713862595	0.0452802738828	0.00618988003313	0.0344333943263
c	0.0983665727587	0.0844782655537	0.708929537532	0.0510273676276	0.015557827651	0.0416403964421
c	0.0572567265862	0.0624452621846	0.716908862511	0.0663038055425	0.0346027668837	0.0624825404807
è	0.0692544021954	0.0627220820615	0.602125620837	0.192976960181	0.0296887769612	0.0432320988269
t	0.0519481366651	0.0439224286872	0.645631706946	0.22303643806	0.0145380960871	0.020923203609
s	0.0578541834884	0.0283524218957	0.630798445649	0.18382761402	0.0439733687957	0.0551940348697
i	0.0650238314961	0.0216123456319	0.338049607216	0.418510328007	0.0582457245986	0.0985582102899
à	0.0304345474987	0.018353424544	0.132176617405	0.708086409336	0.0315956008662	0.07935344443
t	0.0166243098329	0.041279766848	0.0831769988017	0.627912796445	0.137330727955	0.0936754404767
s	0.0229239259443	0.0487101562827	0.110368176267	0.314857055482	0.190420932652	0.312719763492
e	0.0244635213148	0.0223063964276	0.089451062089	0.203471015161	0.0950622652173	0.565245721164
g	0.0130222718716	0.0406826091425	0.044128947363	0.174824938387	0.222176366072	0.505164840388
r	0.0241823667239	0.0507472470475	0.0589387357877	0.182818692796	0.282598545357	0.400714380129
à	0.028144140808	0.0247540820158	0.0542609919959	0.170661131932	0.379297971786	0.342881653376
t	0.014366847836	0.0255935230053	0.0293072760653	0.084622972644	0.561576357262	0.284533034459
s	0.0152687402787	0.0279782023351	0.0318528326884	0.0606290478813	0.589729302421	0.274541908153
i	0.0130591077929	0.0131417513117	0.0224189690295	0.0543292586271	0.489151907474	0.407899009384
</S>	0.00731486744645	0.00767502445585	0.0119943787148	0.0510913693136	0.344490288737	0.577434054692
