 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.52629115	0.41780148	0.012810022	0.012162558165	0.00691462721	0.0156990386095	0.003505969908	0.0018653674395	0.0011810991587	0.000146563305	0.001622046058
n	0.220409634333	0.71193746	0.0208167063333	0.013225229155	0.00780623807	0.0163404428365	0.003554754276	0.00187801163483	0.00119226055823	0.000153260441	0.002686001786
e	0.077442090111	0.872034953333	0.0253892207778	0.007783128485	0.00574809402333	0.00677811647883	0.00130975961867	0.000697732499943	0.00042635943141	6.20055260667e-05	0.00232858482867
v	0.0300376153703	0.873929851111	0.0658331022593	0.0102800961617	0.0117060023411	0.00451877065961	0.000639025109557	0.000364758499981	0.000204601737137	3.27679367556e-05	0.00245345484289
ò	0.0133503857901	0.703136617037	0.239959434086	0.0235472577206	0.0133165523137	0.00371927088654	0.000398589486519	0.000218587133327	0.000117141266546	2.13414027852e-05	0.00221484044763
ì	0.0066011236967	0.406091235679	0.530322264695	0.0428007605735	0.0105614096379	0.00234068709551	0.000235082052173	0.000116513422442	4.7554144682e-05	8.54217539507e-06	0.000874819622543
c	0.0112433153322	0.22410533856	0.627535374898	0.0566408781912	0.0274605908793	0.00716282776517	0.00128839164072	0.000372201685481	0.000336498203227	0.0019725014074	0.0418820779475
h	0.0652322504441	0.145952602853	0.581356204966	0.0680470640637	0.0431190112931	0.0233376132551	0.00874563928024	0.00351259536183	0.00153996616774	0.00293875776913	0.0562182689492
a	0.075673607148	0.061636641951	0.696494731655	0.0763188163546	0.0298234990977	0.0232620179184	0.0101095838967	0.00427209228061	0.00163210652858	0.00129219407414	0.0194847093064
d	0.028988120716	0.0445455869837	0.782473527218	0.0805572921182	0.0273004183659	0.0141494791395	0.0085874237689	0.00325784625354	0.00122693848219	0.000630264175813	0.0082831338588
ò	0.015642257572	0.0366542512279	0.555138352406	0.331069689039	0.031067913122	0.0131454157132	0.0082444871763	0.00293361141118	0.0010944049934	0.000410155796804	0.00459945083293
n	0.014054120524	0.0254931383093	0.344557760802	0.53324378968	0.041823952374	0.0178715645711	0.00664994864543	0.00203170926373	0.0006806739638	0.0010656156038	0.0125276934243
t	0.067646505508	0.0218402832364	0.283446876934	0.448311799893	0.0578644231247	0.046495469857	0.0391745402151	0.00616678655458	0.00534944612127	0.0030795184346	0.0206243214748
a	0.080452033336	0.00956524621213	0.156622549645	0.572431513298	0.0579194000416	0.0479811499523	0.0465396095384	0.00658833435153	0.00662325869042	0.0028227145898	0.0124541821149
