 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.4742805065	0.492025235	0.01623517635	0.0037539997	0.005178264455	0.00259454448	0.0034795233317	0.000174519653	0.0022782576775
n	0.175301238167	0.768559261667	0.0250857027833	0.00354486936667	0.00680319665167	0.00325608816	0.00455442257723	0.000187211534333	0.0127080042925
è	0.068307463389	0.842464023889	0.0576779865944	0.00421106525556	0.00450088988389	0.00276210885333	0.00382198105908	0.000179014501444	0.0160754937642
r	0.033475838463	0.832564527963	0.0713136938648	0.00333043221852	0.00356246529463	0.00288524821778	0.00402455221969	0.000311345390481	0.0485319735881
t	0.0186733610877	0.577223235988	0.265134024622	0.0726958444062	0.00288764723154	0.00203933586593	0.00300585140656	0.000267953637494	0.0580727695094
i	0.0094777996959	0.251029861996	0.581092574874	0.135112844802	0.00154883361051	0.00084591957531	0.00120368272219	9.9194040898e-05	0.0195892898165
s	0.00550342763197	0.130001789665	0.739955974958	0.099234624934	0.00571619593684	0.00409513515177	0.00327733396073	0.000263671271366	0.0119518516055
e	0.00489905347732	0.0814169688883	0.747227971653	0.139562038311	0.00758717497895	0.00545328275059	0.00406511246358	0.000324867945122	0.00946352483517
s	0.00492130909244	0.0558949646294	0.714805303884	0.182231779437	0.0136407046596	0.0081238239502	0.00567803996453	0.000208837159707	0.0144952475784
i	0.00532474213081	0.0409910818765	0.537279851295	0.361823026479	0.0209029935532	0.0102686327501	0.00677662878818	0.000180600422236	0.0164524510261
t	0.0055580251436	0.0338566546255	0.307739063765	0.548171628826	0.0573727178511	0.01614961335	0.0100687937294	0.000232165506412	0.020851343842
t	0.00389877876787	0.0189771999318	0.192717098588	0.670214749609	0.064039890617	0.0166345147833	0.0105976899331	0.000342848608804	0.0225772138807
à	0.00287729364262	0.00855224313393	0.0874535438627	0.753567136536	0.119372628206	0.0123852712611	0.0058695876677	0.000263789254268	0.00965847356023
a	0.00284717978087	0.00590779924464	0.0404021412876	0.477717078845	0.363290972735	0.0693716017537	0.0348337405559	0.000370610869423	0.00525887795341
n	0.00478838799362	0.00535762918155	0.0170790477625	0.176787231282	0.557975880912	0.157583877251	0.0668852601853	0.000763786056474	0.0127789140845
k	0.0155438198312	0.0187433667272	0.0409298235875	0.138316202094	0.415032523637	0.137178573084	0.0744555767284	0.0316058282855	0.128194302362
ò	0.0194397786104	0.0223253404757	0.0501223761958	0.127569354031	0.363883237879	0.136688065028	0.0772048822428	0.0418968012952	0.160870166454
r	0.0122372244035	0.0115265417252	0.0355591283986	0.0559674420103	0.551774599293	0.148139520009	0.0718751207476	0.0251115512984	0.0878088744847
a	0.0152943323345	0.00922719757507	0.0310045201329	0.0326421246701	0.488694443098	0.11917004167	0.195402866916	0.0451743460995	0.0633901499949
e	0.0149948837115	0.00648799775836	0.0144762080776	0.0174458289234	0.261387224366	0.122605347223	0.423489968972	0.0837048520332	0.055407715165
n	0.00853224783717	0.00493907765279	0.00690955272587	0.0074400920078	0.121709006789	0.104146905741	0.548200659657	0.126938767344	0.071183715055
è	0.0102892982791	0.0121325550509	0.00997029857529	0.00713280566927	0.0608406589297	0.0833336485803	0.473404126552	0.273104765781	0.069791843685
p	0.00847587752637	0.012676056717	0.00960861409176	0.00606417682309	0.0236814176432	0.0474221599268	0.264916088851	0.553743288594	0.0734123165617
r	0.00634619994212	0.0150138126057	0.0240535789306	0.016275780541	0.0229989775477	0.0202293482089	0.115869035617	0.656902396198	0.122310885521
ò	0.00602327184737	0.0161022045019	0.0291632396102	0.0197528283803	0.0229659053159	0.013947257903	0.0794427212057	0.483082672066	0.329519918507
n	0.00488291148246	0.00932789180063	0.0146242218367	0.0105861073268	0.0129097639053	0.011642947301	0.0690490787352	0.504019730689	0.362957366169
t	0.0252006094942	0.00720087440021	0.0321788302789	0.0336848021089	0.0242798406351	0.008289091167	0.0401200309117	0.623102523563	0.20594343539
o	0.0298818501414	0.00320033526674	0.0338980365596	0.038054670503	0.0245444815117	0.00543612345567	0.0240099059706	0.433014309521	0.407960331797
</S>	0.0151162055357	0.00181965263337	0.0172554454798	0.0196265449515	0.0133859652058	0.00507450922784	0.0234124119853	0.266075487261	0.638233815898
