 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.83869393	0.1248067725	0.0216922834	0.00194444355	0.003205993225	0.00714535308695	0.0010175262735	0.0002221585301	0.0012715778735
n	0.555919376667	0.3760760775	0.0425037918	0.00181726261667	0.00433734814167	0.00734943454565	0.0010741898345	0.0002404520167	0.0106821012245
è	0.249643545556	0.6800209925	0.0490776286	0.00150265333889	0.00295762911389	0.00279565024522	0.000449136564833	0.000112421519567	0.0134403346748
n	0.137246468519	0.690771364167	0.0688420588667	0.0025713951463	0.00834120313796	0.00208272932841	0.000482564364944	0.000652115880522	0.0890100724916
a	0.0784220184063	0.453441758056	0.337671866289	0.00370327524877	0.0100230449327	0.00170759155964	0.000461073745648	0.000819261655207	0.113750082139
m	0.0333574283688	0.275390626019	0.57492196543	0.0234609803829	0.0252772535309	0.00179316883671	0.000451474239216	0.000457306236769	0.064889800355
i	0.0183219201229	0.176433027673	0.681185168477	0.0402488687943	0.0325696460103	0.00182985731557	0.000453041526739	0.00033779524759	0.0486206844217
l	0.00938691004097	0.100916714891	0.739273136159	0.0880477895981	0.0323220051701	0.00432795524186	0.00038059480258	0.00018385500453	0.0251610447772
ì	0.015904749347	0.071641820297	0.723846812053	0.125378491199	0.0387765780567	0.00598699241395	0.000426767324193	0.00014641831351	0.0178913637591
s	0.0182224577823	0.043459672099	0.639914860684	0.200766701733	0.0561802873522	0.00507706523798	0.000781542751398	0.0013767191065	0.0342206614197
i	0.0091939984941	0.0261284813663	0.386209816895	0.306999823911	0.225422639117	0.00410685989599	0.000939740530466	0.0017763970535	0.0392222158132
m	0.00449195283137	0.0173628084554	0.208040750298	0.455459574637	0.286686884706	0.00330575401533	0.00108273815682	0.0008087591025	0.0227607452777
b	0.00237119801046	0.0111371428851	0.106793284099	0.711472441546	0.145461887902	0.00306650521511	0.00145984731894	0.0005944366175	0.0176432540259
r	0.00151269703682	0.00403805012837	0.036722971533	0.876701750515	0.0713692449673	0.00131016446504	0.00114259985631	0.000415414935833	0.00678709620863
ò	0.00160027681227	0.00224989834279	0.017210002011	0.637365218505	0.333539979322	0.00271757557168	0.00133932656877	0.000301520488611	0.00367617856954
s	0.00336597700409	0.00976055031426	0.0349840280037	0.320318051168	0.486290626441	0.0129938234239	0.0115698008563	0.0164517429595	0.10426540009
t	0.0074484588347	0.0120997965714	0.0375162961012	0.356760180389	0.361211978814	0.028586306808	0.0226341369521	0.0247238106532	0.14901905503
i	0.00803004337823	0.0104122396571	0.0304510388004	0.297098575463	0.468059349605	0.0585995162693	0.0418943423174	0.0119933007511	0.07346162201
n	0.00511411255941	0.013690121219	0.0360578562668	0.114665265488	0.397199783202	0.258867218756	0.0489420671058	0.0116702407837	0.11379333267
A	0.0130870810198	0.0141050949063	0.0289338660889	0.045388392496	0.168852767734	0.473531326252	0.123257890702	0.0115945989946	0.121248952557
n	0.0154465730066	0.0119226236021	0.0206819110296	0.0179787194987	0.083874468578	0.592763128751	0.147987719234	0.0125734090649	0.0967714458523
n	0.0211300233355	0.00734359853403	0.0128902013432	0.0175502684996	0.052786810526	0.472640192917	0.106840498745	0.0773946756883	0.231423768617
a	0.0229731358785	0.00443947421134	0.00904583644773	0.0167850842332	0.042337479842	0.184582487639	0.383646716248	0.0964995758961	0.239690234872
à	0.00871672124283	0.00252567780378	0.00519516128258	0.0063834235544	0.0213760054807	0.0879246278797	0.716978118749	0.0472968012987	0.103603433291
t	0.00375569709761	0.00342597203459	0.00492971289419	0.0031447353948	0.0106562280269	0.160733834627	0.644789672916	0.1060392191	0.0625249084303
s	0.0083320391992	0.0038587440782	0.00640043796473	0.00341704976493	0.0101766586756	0.164660300209	0.375288107639	0.204146633033	0.223720067143
e	0.0095970850664	0.00218751162607	0.00491714255491	0.00297436078831	0.00880114259187	0.0570806898363	0.38637997588	0.204843451011	0.323218705714
t	0.0045805692888	0.00450526294202	0.010091617085	0.0044045522961	0.00721108056396	0.0251600110454	0.424854325293	0.198675867004	0.320516761905
ù	0.00346113759627	0.00534790798067	0.011774671695	0.00490438561203	0.00605720555465	0.0145055399818	0.410906648431	0.265734942335	0.277307570635
o	0.00226030768542	0.00348169342689	0.00574727609833	0.00232555795068	0.00379556781822	0.0075442548606	0.41618332281	0.381221304112	0.177440723545
</S>	0.00136767822271	0.00363022686344	0.00452710234917	0.00181204782534	0.00358824080911	0.0072227252803	0.341367496405	0.453141337056	0.183343151772
