 	non	sapeva	dove	a	stare	</S>
e	0.8870298	0.099586263	0.00244504315	0.0010736552685	0.001134984859	0.008730203255
n	0.585766172667	0.385173837667	0.00268144761667	0.00118647824283	0.00129843161967	0.0238936217517
ì	0.236001103556	0.730902149222	0.00357457310556	0.000701755800943	0.000905501626557	0.0279149582506
s	0.106834204519	0.795091036407	0.0155372828352	0.00456575583365	0.0130827484955	0.0648890237502
s	0.0509876558397	0.660575725469	0.154376893612	0.0272105759446	0.0232266904985	0.0836224835834
e	0.0281362842799	0.471931061823	0.409931604537	0.0339566766482	0.0142804334828	0.0417639448611
r	0.0133239125266	0.335665650608	0.527674791512	0.0509512415494	0.0436149301443	0.028769496287
e	0.0112708336089	0.206910616869	0.419257753837	0.28165540185	0.0560504340481	0.0248549597623
p	0.00964620326963	0.124571550623	0.321865301279	0.373685657283	0.110408118683	0.0598231642541
u	0.00906270615654	0.108670935208	0.23673441376	0.347065362428	0.170167479561	0.128299124751
n	0.00898224838551	0.0816016200693	0.11713669292	0.347889597476	0.259524539854	0.18486532825
a	0.0139106564618	0.0515020216898	0.06211004664	0.251840619159	0.407210569951	0.21342611275
s	0.0150127676539	0.0327210272299	0.0325862422133	0.17195813372	0.551098039984	0.196623810917
t	0.0199218070513	0.0222856297433	0.0302029100711	0.17484597524	0.550476936661	0.202266740306
a	0.0218059568171	0.0174185395811	0.0317473700237	0.176123007413	0.45514175222	0.297763340102
s	0.0077667251057	0.0128107561937	0.0214866626746	0.074615690271	0.587771217407	0.295548923367
ì	0.00593548906857	0.0100035443979	0.0121427920582	0.030188819557	0.561439505802	0.380289851122
</S>	0.00785544453428	0.00914405469895	0.0092294037791	0.0195446157785	0.411738802901	0.542487675561
