 	possono	essere	ancora	svegli	</S>
i	0.936346075	0.009371892185	0.01403922017	0.00654031919295	0.033702531698
s	0.887853125	0.0273408517283	0.01968504139	0.00715098009765	0.0579699818993
ò	0.830192498333	0.0979352089094	0.0178909044633	0.00316789721922	0.0508134672998
z	0.613498466111	0.246334079636	0.0335093234878	0.00589367655974	0.1007644291
o	0.396227698704	0.448413459879	0.0383426038293	0.00663616837991	0.110380029167
n	0.298928876235	0.499215486626	0.0837671226098	0.0095248496533	0.108563642522
e	0.288765815412	0.422145562209	0.16812978087	0.0105329435478	0.110425918507
ì	0.285139288471	0.34218154407	0.312455833623	0.0102527525126	0.0499706095023
n	0.16214272249	0.208164991357	0.533518774541	0.0463820051709	0.0497915221674
e	0.09284220583	0.137316893786	0.667708651514	0.053717347957	0.0484149180558
a	0.0730900982767	0.104877727929	0.579693870505	0.201475398886	0.0408629340186
n	0.0467264497589	0.075930202643	0.428769116835	0.385239079629	0.0633351620062
k	0.0881399325863	0.136054794214	0.335832858945	0.267852032876	0.172120360669
ò	0.106757916529	0.147360653738	0.421501896315	0.107491296292	0.216888213556
r	0.0582989345097	0.080565541246	0.621988065438	0.111243547764	0.127903894519
a	0.0591163181699	0.0568558934153	0.673490378479	0.105224903255	0.105312501506
a	0.05652753939	0.0391034014718	0.450098465826	0.335975695085	0.118294880502
t	0.0221869265967	0.0196291371573	0.157475381275	0.723083975028	0.0776245565007
s	0.0200453516656	0.0445451073858	0.0774281000917	0.593634638343	0.264346801834
ù	0.0264822472219	0.0628544267953	0.0539451776972	0.516000859448	0.340717291278
n	0.022321928074	0.0516380265984	0.0429343975657	0.724253906483	0.158851749426
n	0.0486096576913	0.0534501401995	0.135128829855	0.634276265494	0.128535111475
i	0.0561902645638	0.0441192710665	0.152777611285	0.475506265165	0.271406587158
t	0.0298110895213	0.0320851176888	0.0716318094283	0.579231398388	0.287240557053
i	0.0202850185071	0.0243737528963	0.0435411824761	0.484890596129	0.426909417018
</S>	0.0131682582535	0.0167336404482	0.027271278738	0.258737828064	0.684088988509
