 	non	ho	cosa	è	da	mangiare	</S>
e	0.9368392	0.0345258085	0.0098706465	0.00202084235	0.00306617021875	0.00553166749455	0.008145702157
n	0.748233066667	0.0968084371667	0.0298158798333	0.00952449191667	0.00508115840625	0.00689388449818	0.103643080386
è	0.446487832222	0.328607932389	0.0667992969444	0.0112007996389	0.00665517780208	0.00420228876606	0.136046644795
c	0.259855120741	0.36939557413	0.0941853839815	0.00620433201297	0.0117881046007	0.00502317318869	0.253548272932
h	0.134382188347	0.159383445377	0.398012197994	0.00521185180432	0.0108614074102	0.00488256530956	0.287266322611
o	0.052290147549	0.0713644481257	0.743215742665	0.0256296946014	0.0076747430134	0.00218298854985	0.0976422201703
t	0.0247795008497	0.0458984377086	0.738940814222	0.0700563552005	0.0351576070045	0.0104351803833	0.0747321010568
i	0.0153270252832	0.0289010959029	0.461184716074	0.278762366734	0.133315729002	0.0162356324611	0.0662734164856
è	0.0111160705611	0.021087681301	0.166978959025	0.341498168911	0.413231183001	0.0196936568204	0.0263942656285
n	0.00630699488703	0.0153396364337	0.0629832953417	0.177003989637	0.667545307667	0.0394233732735	0.0313974292095
a	0.00950666519568	0.0200924538112	0.0242712447806	0.101517209879	0.699915782556	0.104556501091	0.0401401654032
f	0.0103069597986	0.0231874989371	0.0111708735935	0.0556845189597	0.578785427519	0.220156370364	0.100708354134
à	0.0202250086662	0.0295264396457	0.0127242555312	0.0462640853199	0.44834278584	0.321046246788	0.121871174711
o	0.0230296591221	0.0268941234486	0.0121406637771	0.0358717897733	0.309103188613	0.365558105596	0.22740247157
</S>	0.0122569164111	0.0150217720743	0.00698162178855	0.0229237018867	0.193666969307	0.373017437798	0.376131585785
