 	mio	padre	ha	lavorato	sempre	</S>
o	0.875043185	0.071995953	0.03429262356	0.00296230262	0.003026606956	0.0126792888215
c	0.576318471667	0.338801541	0.0402483271867	0.0133542962067	0.003820732152	0.0274565799405
i	0.326413680556	0.609371190333	0.0201047433622	0.0180537104022	0.00208012856967	0.0239764799802
ù	0.273767786852	0.690678563444	0.0168698517541	0.00953393740073	0.000711615085223	0.00843818062673
r	0.167425587284	0.782129607815	0.0280437012514	0.00596917506691	0.00103152417141	0.0154003618422
i	0.219217394095	0.577717825938	0.171587455417	0.012786461689	0.00116200168714	0.0175288262241
m	0.230478967032	0.467404978646	0.235275221806	0.049172187563	0.000944156625713	0.0167244856847
m	0.146841641344	0.572811059549	0.190426477269	0.0667754641877	0.00257622330857	0.0205691542282
u	0.134133317115	0.372348857183	0.389539935756	0.0887255680626	0.00265781301619	0.0125944959427
è	0.071911528505	0.135612943828	0.389829609919	0.395581799354	0.00111695606206	0.00594713691423
p	0.0260331055683	0.046768069576	0.179036031306	0.738556716451	0.00261380999735	0.00699225370474
o	0.0168853617894	0.0174604712253	0.136871640435	0.811473488817	0.00361744569912	0.0136915642349
l	0.0143925687965	0.0086819393751	0.109947076812	0.791736696272	0.00941799326637	0.0658237444116
e	0.0334383011322	0.00815057525837	0.189988965604	0.593676715424	0.0311639677555	0.143581514804
m	0.0414523217107	0.00755413115279	0.207882100535	0.501990755141	0.0504799902518	0.190640728268
i	0.0416927969036	0.00667521178426	0.132270302178	0.437825035047	0.0861668144173	0.295369859423
m	0.0426515633012	0.00726471602809	0.105296850726	0.322322861682	0.118076306139	0.404387703141
m	0.0286307414337	0.00813192160936	0.0475580199087	0.247217899894	0.340619626713	0.327841817714
è	0.0213190693446	0.00665311181645	0.0230610276362	0.0966417209647	0.568025945571	0.284299135905
n	0.0256016709815	0.00536756071882	0.0229072122121	0.120443191988	0.513929881857	0.311750471968
a	0.0334218529938	0.00536146097294	0.0337816490707	0.127537737329	0.421175577286	0.378721723989
p	0.0207609876646	0.00367360305765	0.0285038440236	0.0562001557763	0.345581709095	0.545279694663
à	0.0202572932215	0.00622778635255	0.0202411033412	0.0363180985921	0.283720959698	0.633234764888
n	0.0332536244072	0.00665550231752	0.0449036021137	0.038033550864	0.306374336566	0.570779404963
t	0.0297099524691	0.00335016780584	0.0474758233712	0.0325390844213	0.553211875522	0.333713096988
a	0.014112307823	0.00184647743528	0.0217052776237	0.0156419349404	0.545064758507	0.401629210996
</S>	0.0081605779115	0.00151408371764	0.0166680395618	0.0135558534702	0.332402099254	0.627699305498
