 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.751357325	0.206548731	0.0076681259517	0.0244664675556	0.00448462009932	0.000873297096625	0.00190372491159	0.00269776815948
m	0.424371648333	0.533136243667	0.00773665494723	0.0245501982852	0.00449297573111	0.000878758891875	0.0019050373602	0.00292847608649
a	0.241425229444	0.743322781222	0.00297780474574	0.0085922467284	0.00151106128504	0.000302919783958	0.000643186255733	0.00122473183216
r	0.179048177815	0.812029893741	0.00303756004858	0.00364996230947	0.00053105229168	0.000118548117653	0.000231214018911	0.00135356084739
ì	0.175035070605	0.78572076458	0.0338568983495	0.00356411963649	0.00022706362556	7.65283298843e-05	0.00010625776497	0.0014132671978
o	0.171339221768	0.749397288193	0.0743039894498	0.0040787285455	0.000127675974853	5.45043556281e-05	6.550395099e-05	0.0006330137746
e	0.0605406818227	0.668221549398	0.255103451483	0.0154165015152	0.000177215176284	3.33180442094e-05	5.407371733e-05	0.000453137894867
t	0.0239324279409	0.426719503133	0.519652123828	0.0276127415051	0.000273680605428	5.46282960698e-05	0.000102429227777	0.00165245090829
è	0.0137438473136	0.233939583378	0.676668681276	0.0722646625017	0.000768404955143	0.000155095215357	0.000132676582592	0.00232706106943
l	0.0096367286712	0.108004005459	0.793479910425	0.0824892368339	0.000966135788381	0.000244813435119	0.000734950654197	0.00444423735648
i	0.0051279767904	0.0623645578197	0.610500183475	0.313680138278	0.00230296589946	0.000233467448373	0.000976135314732	0.00481457441549
f	0.00360201233013	0.0432784279399	0.522282274492	0.416623826093	0.00410345423315	0.000701062199458	0.00154685653491	0.0078620607685
a	0.00217264174338	0.03420355348	0.454770276164	0.488654622031	0.00864358087772	0.000890305699819	0.00178986261164	0.0088751410095
m	0.00212651384779	0.0204822739933	0.222685180055	0.717464387344	0.0172676016259	0.00123496506661	0.00288047357055	0.0158585867565
è	0.00348633464926	0.0160380429978	0.143970895018	0.717358875781	0.093697661542	0.0030890199222	0.00357733975685	0.0187818303188
n	0.00459107954975	0.0185928539993	0.0895950366727	0.634028231927	0.179452270514	0.0065382973074	0.0220856228856	0.0451166201729
o	0.00371847568325	0.0195120380998	0.0682504618909	0.463250430642	0.322949913505	0.0374402887691	0.0305894612952	0.0542889036576
a	0.00219094689442	0.0079508939666	0.0263119997303	0.278275890214	0.567805224502	0.0798609415897	0.0172916874317	0.0203123828192
p	0.00159850569814	0.00477858235553	0.0103301045434	0.134644470071	0.725785308167	0.0960940991966	0.0141974894772	0.0125714462731
p	0.00207199663271	0.00514493185184	0.00498930461447	0.072526888357	0.683105936056	0.106833156732	0.0136895178257	0.111638266091
è	0.00206854497757	0.00416911009395	0.00280738673816	0.037597048119	0.545828245352	0.236636870577	0.0249504649419	0.14594229403
n	0.00208097055919	0.00255629310798	0.00188679594605	0.0216181997063	0.499660015117	0.290117913526	0.0954867029806	0.0865930833433
a	0.00268755115306	0.00221382564933	0.00276412471535	0.0320980519021	0.389931815039	0.303694327842	0.182272994327	0.0843372791144
o	0.00248924295102	0.00249211336311	0.00314733627178	0.035101718634	0.224674695013	0.383840209281	0.237266091442	0.110988564371
m	0.00326646265034	0.0056575197877	0.00315265795726	0.0284327072113	0.174209611671	0.354895246427	0.268905677147	0.16148011479
a	0.00443568465011	0.00596610806257	0.00369912515242	0.0275709737371	0.147112280557	0.283313232142	0.345762762382	0.18213983493
r	0.00595698355004	0.00641319382086	0.00389879138414	0.0220930489124	0.108963148519	0.197555950714	0.475396277461	0.179722594977
è	0.00603913271668	0.00612199830695	0.00332395219471	0.0150090349708	0.0691939158397	0.117207562905	0.64393960582	0.139164811659
i	0.00349761627223	0.00346268613565	0.00225603733157	0.0072049294236	0.0330235882799	0.060698135635	0.67337728194	0.216479743886
</S>	0.00244186288611	0.00345303556782	0.00185232296579	0.0052014853618	0.0252321866399	0.0429035708175	0.59081699097	0.328098531943
