 	io	non	ho	cosa	da	mangiare	</S>
e	0.9720563	0.0139483495	0.00514905855	0.000954695855	0.0010016687976	0.00207083604798	0.004819036416
v	0.915324616667	0.0459093211667	0.0117688525167	0.00175646375167	0.00137180956587	0.00224816603599	0.0216207406387
ò	0.720902455556	0.210819637056	0.0337345421722	0.00277359455056	0.00140903745529	0.00122799321866	0.0291327008796
e	0.413360159852	0.464275372352	0.0795839673907	0.00852260251685	0.0067235852851	0.00259475235955	0.0249395352932
n	0.189177253617	0.466569854117	0.116481402464	0.0372784025056	0.0256678517617	0.0127409720198	0.152084276098
è	0.122801916872	0.371164614706	0.208583650821	0.0625670728352	0.0329573929206	0.0148961622733	0.187029229199
c	0.124742605624	0.294487358235	0.218619333607	0.0679415446117	0.0261352673069	0.0141039923578	0.253969913566
h	0.0943502138747	0.134299909878	0.105807768202	0.356243649871	0.020314078769	0.0144420242526	0.274542367089
o	0.0489250132916	0.047290221426	0.0639672440673	0.674601869957	0.060037801923	0.00986887155087	0.0953090309297
t	0.0258579925972	0.0198235976753	0.0462871863558	0.622750866652	0.119266560641	0.0307424751836	0.135271349643
i	0.0169175183657	0.0110251200918	0.0286028021186	0.375453564217	0.355161320214	0.0631168983945	0.149722779214
è	0.0154206631219	0.0073700420306	0.0202802157062	0.155203856739	0.609782540071	0.125986789465	0.065955917738
n	0.00922169677397	0.0060704750102	0.0147335955687	0.0701078302463	0.579841413357	0.245232493155	0.0747925129127
a	0.00810775265799	0.00748040067007	0.0158111145229	0.0329350184154	0.396537164452	0.419733517718	0.119395025971
f	0.00756198145266	0.00858761755669	0.0192649801743	0.0177874428051	0.215341171484	0.533698689239	0.19775810199
à	0.0131243887176	0.0145061001856	0.0248803400581	0.0149262522684	0.124738127161	0.602258679746	0.205566128997
o	0.0150259264725	0.0143893996285	0.0201358366194	0.0127838715561	0.0719824490537	0.558905096582	0.306777467999
</S>	0.00864851858625	0.00833667566425	0.0119387592097	0.00903491447805	0.0492717645269	0.455090953291	0.457678463999
