 	le	melanzane	vogliono	ee	girate	</S>
t	0.96128743	0.006590838965	0.0033195471515	0.0024712977231	0.00105293020187	0.0252778876953
e	0.957081823333	0.0105661309883	0.00339101101717	0.00249823450603	0.00106938961962	0.0253933758151
s	0.836340954444	0.103841883329	0.00465815573906	0.00217262210034	0.00056573790554	0.0524206651884
m	0.793643418148	0.13662443111	0.00529937184635	0.00246438670011	0.000414011861847	0.0615544057628
a	0.865165772716	0.110211947037	0.00223679461545	0.00132207133337	0.000181351927282	0.0208820380409
r	0.588277540905	0.321810052346	0.0137028672718	0.00823427254446	0.000827480869094	0.067147764767
a	0.335109373635	0.551202170782	0.0194068521906	0.0106582284815	0.00106506887303	0.082558336979
n	0.238171181212	0.603587333594	0.0365982134969	0.0079284594605	0.000835460274343	0.11287941105
g	0.411975297071	0.410244769865	0.0423765181656	0.00942538182017	0.00128028629145	0.12469778835
i	0.723975489024	0.198319231955	0.0265075193885	0.00629625230672	0.00104918051715	0.0438523678167
à	0.536405621341	0.359013627318	0.0772904614628	0.00588657446891	0.00066268225905	0.0207410566389
n	0.20818084678	0.378060017439	0.367488533821	0.00945961748964	0.00191317701968	0.034897784213
e	0.132739143593	0.162803846146	0.62929688794	0.0368256301632	0.00309020697323	0.035244249771
t	0.106338443798	0.0757090937153	0.726008549313	0.0514000027211	0.00438578669108	0.036158049957
è	0.0430935465327	0.0326791345718	0.684377059771	0.197027596907	0.00636572766369	0.036456883819
l	0.0219311740776	0.0153992848573	0.67981566659	0.245524403302	0.0064161082879	0.0309133541063
u	0.0192771205925	0.0110632306191	0.554083262197	0.368547772101	0.0168433929293	0.0301852282021
n	0.0188642930975	0.010424098873	0.313831647399	0.548751247367	0.0435499923098	0.0645787205674
e	0.0136117105992	0.00976985562433	0.211192640466	0.607318785789	0.0820445987699	0.0760623825225
e	0.0114543185664	0.00769390970811	0.0739852844887	0.713165308596	0.162040342923	0.0316607931742
e	0.0053881073888	0.00465369606937	0.0262206963296	0.605595369532	0.338456324308	0.0196857477247
v	0.00379489096293	0.00393160162312	0.0102307146099	0.404961969844	0.550110408103	0.0269703575749
o	0.00430808132098	0.00499309280771	0.00469732876997	0.269224526615	0.671455469368	0.045321467525
t	0.00436172387366	0.00540892910257	0.00411854398999	0.178240343872	0.754660589789	0.0532098648417
i	0.00520455405789	0.00720440953419	0.00417926793	0.131503342957	0.688409736596	0.163498670614
m	0.0067765640193	0.00843476017806	0.00373579084333	0.110266359319	0.657780818865	0.213005686871
m	0.0112107933398	0.00758012039269	0.00683880138111	0.0656010881063	0.604418796288	0.304350375624
è	0.0111051670466	0.0058632249309	0.00627458684704	0.0363033067021	0.329326308763	0.611127375208
n	0.0133270576155	0.00738818544363	0.00620614966901	0.030833946234	0.350725069588	0.591519595069
e	0.0142733782052	0.00801827574788	0.00630323345634	0.0275751267447	0.342176199863	0.601653818356
</S>	0.0081142726026	0.00460963627394	0.00348572807817	0.0185458703724	0.180402244932	0.784842284178
