 	le	melanzane	vogliono	girate	</S>
i	0.93814063	0.02040129217	0.0101740860715	0.00201200176751	0.029272005589
m	0.873180746667	0.0490989217233	0.0122781951238	0.00216626858917	0.0632758225297
a	0.857791682222	0.0796726439078	0.00632651223127	0.00089798304639	0.0553111424599
r	0.629160984074	0.289271222636	0.00783547383376	0.00058551533213	0.0731468091033
a	0.366896618025	0.544002990879	0.00939447954459	0.00054269487071	0.0791632193678
n	0.245745682675	0.61328017696	0.0270870857815	0.000809231316903	0.113077826123
g	0.411552904225	0.42547679132	0.0327079262605	0.00212731880563	0.128135103041
i	0.741682171408	0.19421836944	0.0144947127535	0.00214459138854	0.047460201247
à	0.556744243803	0.399020733147	0.0210311775845	0.00119717101618	0.0220066963157
n	0.211558700601	0.477849901049	0.264991397861	0.00369422547206	0.0419057874386
e	0.1946685062	0.244357637016	0.497799309287	0.014290640324	0.0488839088129
i	0.187561209267	0.120534150672	0.616234013096	0.046189014108	0.0294815896043
t	0.0648499876223	0.0572224545573	0.778718524365	0.062607920036	0.0366011008681
è	0.0362361315408	0.0353231848524	0.641612328122	0.249383418679	0.037444959956
l	0.0260193028469	0.0227747422841	0.568572432707	0.32534174956	0.0572918059853
u	0.0186058526156	0.0154378210947	0.466299955236	0.407039213187	0.0926171869951
n	0.0169919702052	0.0126873256982	0.235437226079	0.602843341062	0.132040155665
e	0.0173904790684	0.0148437402327	0.14722402836	0.688076330354	0.132465421888
v	0.0171936264228	0.0138908805109	0.05925767912	0.782997666785	0.126660123963
o	0.0186270682076	0.017081147937	0.03004402704	0.748146878928	0.186100857988
t	0.0203755884025	0.0200814563123	0.0300791180133	0.738104426309	0.191359399329
i	0.0193061664675	0.0200083251041	0.0286832943378	0.613609582103	0.31839262311
m	0.0225129958225	0.0215914310347	0.0208900404459	0.562588524034	0.372417017703
m	0.0230812289408	0.0153610946782	0.0226012871486	0.530863438011	0.408092949234
è	0.0178265398136	0.0085950751094	0.0156194670329	0.271762830337	0.686196083078
n	0.0222411461045	0.0109775855865	0.0159345089943	0.341726887779	0.609119877693
e	0.0237073395682	0.0117987881955	0.0161011234981	0.360173258926	0.588219499231
</S>	0.0128212700841	0.00628658059775	0.00848850749905	0.185099773963	0.787303884616
