 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.86507189	0.10739914205	0.004060256514	0.004120851199	0.004277634934	0.0028201533555	0.0047099103905	0.0021024946899	0.00358775921815	0.00060494037543	0.00034206592879	0.000132455528225	0.00022686148699	5.684558691e-05	4.61165081025e-05	5.951710159e-06	0.000434613164285
ò	0.802196223333	0.13137041935	0.00901807317133	0.00973928506633	0.013060963978	0.0124079194518	0.0106353177968	0.00460455982997	0.00414524487272	0.00115588175848	0.00038216865293	0.000192046552742	0.000246156715663	7.25946296367e-05	6.35781150342e-05	7.63150548633e-06	0.000701885508095
p	0.756219421111	0.163735615117	0.0110122170571	0.0109760448888	0.0158067566593	0.0150011348173	0.0109871289323	0.00492643454332	0.00314354705757	0.00126800215283	0.000330001327643	0.000225649894247	0.000317959171888	9.92183905456e-05	9.11127873447e-05	1.69442135954e-05	0.00584278243603
o	0.56528415037	0.368459351706	0.019916999019	0.0083531778296	0.0113055775531	0.00699255847243	0.00551995487743	0.00266349099111	0.00244871945252	0.000779380014277	0.000279670292881	0.000181159533082	0.000325011319096	9.27716365819e-05	8.32079773816e-05	1.84145935018e-05	0.00729637037768
G	0.371754720123	0.575513267235	0.0211263463397	0.0080451919432	0.00958179068437	0.00377773535748	0.00302950392581	0.0015698706737	0.00191280608417	0.000372045451426	0.00012547955796	8.09962343607e-05	0.000156053134832	5.55675119273e-05	5.60135723939e-05	1.47172668039e-05	0.00282786332489
i	0.508245323374	0.460981260412	0.0097300132799	0.00632264368107	0.00593600972812	0.00226198246583	0.0019629973986	0.00113253253123	0.00156619479806	0.000214256790142	6.79124981867e-05	4.44963405536e-05	9.94032086107e-05	4.34359315758e-05	4.68197253646e-05	1.3446804158e-05	0.00133128708731
o	0.477028827791	0.500950374804	0.01116787026	0.00408154226036	0.00284111224271	0.00123279113528	0.0008766258062	0.00047429612041	0.00068988848602	8.9779649714e-05	2.71362992622e-05	1.75386272845e-05	3.88338182036e-05	1.57302098586e-05	1.61880277882e-05	4.54746102933e-06	0.000446905576453
v	0.184863047597	0.754043291601	0.0397945880867	0.00935069442012	0.0061403290809	0.00228189101176	0.0012355041854	0.000403718176803	0.00144962887867	0.000138005169905	3.92770774207e-05	1.71899554282e-05	4.19643327345e-05	8.4914756862e-06	7.02446189607e-06	1.75384556311e-06	0.000183522575484
à	0.107448574199	0.569459680534	0.219583222696	0.03575837714	0.0415637183603	0.0151029436706	0.00458271299513	0.00223312509227	0.00263115195956	0.000599062413302	7.65892591402e-05	5.66013851427e-05	5.69698225782e-05	1.69732702287e-05	1.56367001654e-05	3.53969532104e-06	0.000811061040161
n	0.073661574733	0.304956903511	0.422876007565	0.0576605257133	0.0667917027868	0.0299657092235	0.00693607199838	0.00355423423076	0.00344785831985	0.0024848962711	0.000604275439713	0.000874540748381	0.000521507244193	0.00020955678441	0.000129057220055	7.94476644403e-05	0.0252461000134
n	0.112411888244	0.18221357617	0.335138827522	0.142881788571	0.0749460775956	0.0680010304078	0.0185110793328	0.0110581467436	0.00665434410662	0.00462672789037	0.0013507870799	0.00189459144946	0.00121460501473	0.0014143681748	0.00123283705335	0.000205594344813	0.0362437283378
i	0.133836136081	0.0744724930567	0.409381834174	0.180290459524	0.0638292205319	0.0718482581359	0.0211238567776	0.0129568222479	0.00632695981221	0.00353555148012	0.00105892197563	0.00142135384695	0.000963665665577	0.00162540005037	0.00148992953222	0.000172209609548	0.0156669552293
j	0.0648267186937	0.154538517019	0.537913894725	0.120158523175	0.0410134915106	0.0393396340453	0.0120696749259	0.00698763708263	0.00673572238074	0.00277152634337	0.000928719840877	0.000809177112783	0.00128493624919	0.00101017877556	0.000695128075173	0.000100589084459	0.00881594785977
ù	0.0368200655646	0.176836670006	0.461660764908	0.209800941058	0.0481240678369	0.0317615266818	0.0096143969753	0.00527642359421	0.00686155104691	0.00252876942446	0.000885140027292	0.000605146311128	0.0013905059474	0.00080403393652	0.000429667261458	7.6702053023e-05	0.00652361681326
r	0.0235714478549	0.0825385763353	0.524794061636	0.250686617019	0.0534669706123	0.0297528622273	0.00970848365843	0.0043297983314	0.00520830793564	0.00195910931815	0.000531436689431	0.000358630910576	0.0009784052468	0.00053165324684	0.000276045573553	5.10581725443e-05	0.0112565311311
i	0.0126147526183	0.0510202602784	0.405700781879	0.40022146234	0.0646933342041	0.0309509277424	0.00948468445281	0.00387589637713	0.00461576200188	0.00175186865405	0.000413168097077	0.000276040740759	0.0008407740238	0.000441012831213	0.000224857088651	4.24932023528e-05	0.0128319627937
s	0.0083451012061	0.0368105995928	0.297079358626	0.50390739078	0.0813145564014	0.0320859159141	0.0143754883843	0.00636978082571	0.00824494035729	0.00197707529935	0.000531077532959	0.000286457067486	0.00112996894947	0.000355058336004	0.00016481415035	2.27076946223e-05	0.0069997773479
e	0.0050291062687	0.0321292165476	0.249840105875	0.506733906927	0.125741517134	0.0371243673047	0.0167522877948	0.0073448239419	0.00952226576576	0.00213556554645	0.000573780852653	0.000292437190995	0.00123044800516	0.000330328796668	0.000146696549117	1.61538253008e-05	0.0050570666653
o	0.00302502798957	0.0125225625325	0.096816780625	0.565297915642	0.251518595711	0.0380640457682	0.0152979875983	0.0059138516473	0.00556752970192	0.00263792542882	0.000548513692551	0.000366797448832	0.00051785733372	0.000130226339223	5.75452383723e-05	5.6384777436e-06	0.00171123497343
v	0.00266748652986	0.00783500104417	0.050180763875	0.461682931881	0.371274811904	0.0484921059227	0.0292489278661	0.0106041285491	0.00838588303397	0.00624671847627	0.00108835319752	0.000857998949611	0.00053820642124	0.000112946755408	4.72820607908e-05	2.6251379312e-06	0.00073383192681
r	0.00664522134329	0.0159480802147	0.052535722625	0.32528472396	0.370164897301	0.0892948836409	0.0576697369554	0.0229828588497	0.0267523983447	0.0104583521588	0.00226668946584	0.00128639581654	0.00253054204041	0.00130247000514	0.000995745388597	7.50243967771e-05	0.0138062523756
à	0.0084753147811	0.0171643502382	0.0452623227083	0.21691144132	0.4172894791	0.11566618788	0.0706632409851	0.0378421539499	0.0324206054482	0.0104426175529	0.00226906358861	0.00118222365885	0.00300742461347	0.00170137010838	0.00132459035287	0.000102132625259	0.0182754652585
