 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.80718485	0.17728282535	0.0060218489128	0.0042401125696	0.000158561236555	0.00329449541372	0.001817417493
s	0.512120586667	0.467415845117	0.00787172897093	0.0049132304232	0.000166723229518	0.00332929675291	0.00418267626433
ù	0.293867358889	0.684429818372	0.013006799657	0.00327356414107	7.03955338393e-05	0.00119496251597	0.00415715378811
p	0.20892875963	0.761987529457	0.016701510219	0.00370711781369	7.90485612798e-05	0.000833315155323	0.00776275119604
ò	0.102393326543	0.863131409819	0.022140171073	0.0030199537479	7.55926426366e-05	0.000663518849708	0.00857606825335
s	0.054928470181	0.866433956606	0.0535173470243	0.0076329980593	0.000384194093089	0.0014702671145	0.0156327966058
e	0.0713070413937	0.783737972202	0.114731555675	0.0099685412531	0.000492383033363	0.00174728559517	0.0180152071719
b	0.0653854320646	0.651029810734	0.260343258558	0.00928229798437	0.000622588213454	0.00096342475539	0.0123731690273
o	0.0744096922882	0.494622016911	0.405598206186	0.0132759319948	0.000726109217818	0.000785000351797	0.0105830766091
t	0.0762327000961	0.342624935637	0.559602435395	0.0128535158316	0.000493547619273	0.000652877537266	0.0075400234697
t	0.0905385726987	0.226125915212	0.621927811798	0.0323810801105	0.000652929206424	0.00169189356576	0.0266817898232
ì	0.105857855566	0.140806001071	0.659758150599	0.0609771700368	0.000707359635475	0.00196891054525	0.0299245273744
g	0.0475427645887	0.0705981256903	0.803073543533	0.0542002826789	0.00166019737849	0.00522378283842	0.0177013355581
l	0.121667906263	0.0845643978968	0.660791961178	0.0480178235596	0.00221635222616	0.00859463294614	0.0741469718527
i	0.165076673754	0.103922749299	0.330838177059	0.29443960452	0.00936912884205	0.00712058854871	0.0892330816176
e	0.0749620116513	0.068900218433	0.167574005686	0.607238668173	0.038216629614	0.00838589574957	0.0347225597059
ì	0.0290576516171	0.0353530174777	0.103833354562	0.544903076058	0.263811299871	0.00820532778319	0.014836242402
s	0.0144345924057	0.0173904574926	0.0525266385207	0.366299592019	0.451420519957	0.0756359591277	0.022292205134
e	0.00782913733523	0.0103247543975	0.0314754621736	0.44710527734	0.341106783319	0.130375389709	0.0317831827113
g	0.00443545984508	0.00744221919917	0.0176131578579	0.390152425447	0.438024597773	0.104472531903	0.0378596139038
l	0.00619797618169	0.0121517688997	0.0259263797526	0.151325824149	0.480676015924	0.0944663059677	0.229255739968
a	0.0099078218939	0.0128100709666	0.0307332785842	0.16351584405	0.262402881975	0.221849405323	0.298780706656
m	0.0075324897313	0.0077728925222	0.0142964116947	0.161217306017	0.299333500658	0.347242828441	0.162604565552
m	0.0402189650104	0.0076044677074	0.00910411239823	0.0692865776723	0.321106260219	0.27307090948	0.279608678517
è	0.0511896669368	0.00588774700247	0.00678282039941	0.0518758248908	0.162730502406	0.318139469827	0.403393926172
n	0.0237060642456	0.0162496064342	0.00446453186647	0.0370733651303	0.164399643135	0.393836939942	0.360269822057
a	0.0166984844152	0.0202251115114	0.00384118105549	0.0363618838768	0.160300653512	0.484105376647	0.278467307352
d	0.00972904190507	0.0097909872038	0.00261582848516	0.0357427430589	0.0876920049707	0.580937515549	0.273491879117
è	0.00583910946836	0.0063324305346	0.00215357589505	0.0157690138863	0.0854562983236	0.636270128516	0.248179439706
k	0.00462710802279	0.00595759631153	0.00147762396502	0.00863720382877	0.0647952301079	0.773099509505	0.141405725235
a	0.0031396370076	0.00515303780384	0.000958917211673	0.00802421470959	0.0357725515026	0.674506446502	0.272445183745
</S>	0.0022603898038	0.00291938245192	0.000807974290836	0.00998110535479	0.0192513549513	0.530215558251	0.434564221872
