 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.947220595	0.01353019178	0.00451024166	0.00421030854	0.0040556806105	0.0035676185352	0.0005763439733	0.0006326729535	0.0019437063822	0.00162398332725	0.0038466853476	0.0021955833682	0.0042004976318	0.00346827251523	0.0025080892898	0.00068451068805	0.0006166633216	9.0680058375e-05	3.19615945e-05	7.0939410552e-05	0.000115848968462	0.00029900141495
m	0.825713765	0.121442235927	0.00954911555333	0.00706594284667	0.0054489560035	0.00435394124507	0.0007710511111	0.000962129617833	0.00233474529407	0.00185969850908	0.0041012464492	0.00269984642273	0.00446889074393	0.00364080420508	0.00263334936993	0.00077426912935	0.000692549620533	0.000243705232792	3.95904711667e-05	8.1070989184e-05	0.000121634128821	0.00100153406165
ì	0.621103895	0.331580891976	0.0157976735178	0.00772188778222	0.00506033236783	0.00317123558169	0.000567689390367	0.000836787295944	0.00166939236469	0.00103567073636	0.00221531314973	0.00201225450758	0.00197486038131	0.00176900550169	0.00122014066331	0.000414193123117	0.000346314588178	0.000240156847597	2.67730957222e-05	3.95475324947e-05	4.81446347403e-05	0.00114784712055
s	0.475604845	0.422195370659	0.0194376325059	0.00982002476074	0.00604061845594	0.0029806528939	0.000891992763456	0.00117621582198	0.0018871884549	0.00188499594545	0.00182750388324	0.00221948076919	0.0021694865271	0.0014568894339	0.00086522078777	0.000361991477706	0.000579184530726	0.000453452602532	0.000133232478907	0.000372891391265	0.000639165574047	0.0470019375735
e	0.297403673667	0.583282383553	0.027415094502	0.00848157135358	0.00457577708198	0.0020064866613	0.000885994614152	0.00110515556333	0.00146336624663	0.00198945321065	0.00110820361808	0.00168619754473	0.00202017664593	0.0009723072535	0.000531646594257	0.000278986449035	0.000617593684075	0.000519157147644	0.000165015412489	0.000481655079132	0.000834381504406	0.0621756976034
g	0.109337658222	0.801857207851	0.045264816834	0.00655675988453	0.00501641719066	0.00188512785043	0.000668879997717	0.000596930400443	0.000794648610543	0.000951141932383	0.000632247363027	0.000846008846577	0.00129216518554	0.000596621160033	0.000362241449752	0.000168101466145	0.000452842901858	0.000362812316015	6.07725480163e-05	0.000203473041754	0.000292408915859	0.0218006890467
a	0.0527046777407	0.741236002617	0.173514242278	0.0100060829615	0.00572922406355	0.00207680798348	0.000620760882572	0.000447586313481	0.000591026920181	0.000611049670128	0.000492396457676	0.000595959042192	0.00106331925518	0.000484047377344	0.000320654709917	0.000139073098715	0.000402246880953	0.000327263195338	3.68883890054e-05	0.000112660877585	0.000112471271086	0.00837555850557
p	0.0327517962469	0.593161830872	0.335951387426	0.0173389643205	0.00892964035452	0.00394659049449	0.000681631544191	0.000377421714494	0.00037932288006	0.000312060996043	0.000327419229225	0.000415136810731	0.000657976511727	0.000289713749781	0.000239703923306	9.8875212905e-05	0.000223599040651	0.000799683301779	3.10610566685e-05	5.2622731195e-05	4.09342678287e-05	0.00299262979186
ù	0.0193558194156	0.383264884624	0.528469515809	0.0424733381068	0.0147850701182	0.0053307393315	0.000791031808064	0.000423500784831	0.000375779723353	0.000260885868681	0.000318022653075	0.000444975950244	0.000669950537242	0.000287569976594	0.000241852447769	9.36731533017e-05	0.00017530487355	0.000945846592593	2.09738842228e-05	3.1848558165e-05	1.68808807429e-05	0.00122253230729
m	0.0123014346719	0.192326935875	0.66822519527	0.0756767293689	0.0247298217061	0.0070704556105	0.00211535222935	0.00125012958828	0.000835085014451	0.00134471674623	0.000490274654358	0.000898154583415	0.00171662324575	0.000449982728865	0.000281863255923	0.000102331130101	0.000327024804517	0.00256611048953	0.000207797915074	0.000170542825488	0.000338216638714	0.00657523891243
e	0.00671306132397	0.111205540292	0.518803188423	0.280979543123	0.0510742705687	0.0079052492035	0.00248637154978	0.00145728953276	0.000906160279484	0.00165503399674	0.000484603323119	0.000935990226805	0.00192233907658	0.000431859041622	0.000253112578641	8.9844664267e-05	0.000362876014772	0.00310185669208	0.000268971961358	0.000215725605296	0.000444835357253	0.00830228662254
s	0.00442277010799	0.078369881764	0.408160589474	0.380119477708	0.0814880101896	0.0142268614012	0.00451495842326	0.00267039731425	0.00170140656783	0.00311275191358	0.00112797544604	0.00188554194127	0.00330721178686	0.000921086202541	0.00052253727288	0.000189308108989	0.000519703564857	0.00495692109293	0.000237525740119	0.000235870211899	0.000210004983433	0.00709923619258
e	0.00345065090266	0.0672152719213	0.307904609825	0.309915689236	0.24896121673	0.0256801328004	0.00533859614109	0.00310426146142	0.00198817039261	0.00361273635019	0.00136094914868	0.00222873274709	0.00380918244895	0.00110335000085	0.00063061462096	0.000227221904996	0.000577294536619	0.00558267416998	0.000227946681706	0.000243704480866	0.000132346662144	0.00670469948919
s	0.00337285880089	0.0491046939738	0.156988541275	0.289583603079	0.402075385577	0.0490655026001	0.00653753304703	0.00340642717714	0.0031783022342	0.00609506682906	0.00302163521623	0.00378854324903	0.00559124933632	0.00187221856695	0.00110195267032	0.000293247506999	0.00063579766054	0.00632500319566	0.000136519555569	0.000188689423855	9.6670465048e-05	0.0075405719214
è	0.0060313840003	0.0439657966579	0.101008848092	0.217000347693	0.466145161859	0.100081050867	0.0124516920157	0.00496928022571	0.00428676534473	0.00749749154302	0.00406150543874	0.00510742091634	0.00687333557877	0.00265380345565	0.00157049699011	0.000492719322333	0.000858244153513	0.00661660122189	0.000107827940856	0.000184018649952	9.10232026827e-05	0.00794515193047
n	0.00602480213343	0.023618880886	0.052995412364	0.165676529231	0.576981963953	0.112264550289	0.0135858286719	0.0045236347419	0.00335921891491	0.00591563611434	0.00275108954625	0.00367225067211	0.00586878999292	0.00214507435188	0.00124638473004	0.000438885697444	0.000924585117838	0.0046756697973	0.000244936145952	0.000325194011984	0.000470810185228	0.0122898496002
a	0.00293060366448	0.0144266514953	0.028797347288	0.103764511077	0.529426367984	0.262993900096	0.0155072515573	0.0033677369473	0.00243401933164	0.00486625911145	0.00186410468542	0.0024725234807	0.00495107357764	0.00148300516729	0.000861603970013	0.000255176682481	0.000751067575946	0.00399392769577	0.000288012977117	0.000358423152495	0.000591066630276	0.0136153498134
t	0.00180901577483	0.0119278730318	0.0157590829293	0.0543886766923	0.434215725995	0.417900543365	0.0209059368524	0.00350358951577	0.00298276827055	0.00478148677715	0.00298556136514	0.00342941668357	0.00482743077255	0.00182242540576	0.00151539581667	0.000380299167494	0.000639623828649	0.00674099176192	0.000334925737506	0.000257695635998	0.000296185518625	0.0085952922178
s	0.00376574232494	0.0124514604773	0.0138326703098	0.0398684542308	0.371187775332	0.404191367788	0.0534923969508	0.0157740071719	0.00820990475685	0.00629294705905	0.00492955812171	0.00925972569452	0.00946081492418	0.00392018686859	0.00430703417222	0.00317122713583	0.00581368454288	0.011504293254	0.00368183004584	0.00157043876867	0.000675189312875	0.0126392657393
a	0.00421299144165	0.0064782396591	0.00938604336993	0.0246921587436	0.244748765111	0.520076579263	0.0912881989836	0.0201228132906	0.00875965958562	0.00409682915302	0.0037727424739	0.00934967406484	0.00863778014139	0.0037821677562	0.00447240519074	0.00393325238528	0.00725580743763	0.00776521197133	0.00456604133828	0.00187788939622	0.000704954260458	0.0100198064398
l	0.00229848184722	0.0101232149197	0.00767073038998	0.0153624209145	0.157755900037	0.594937073088	0.0989980229945	0.0143334326635	0.00984305819521	0.00691981938434	0.00741857992463	0.0103088291883	0.0092400472138	0.00513524571873	0.00535735653025	0.00273867246843	0.00424948940254	0.0161081975438	0.00272881176909	0.00147277227207	0.000741508209653	0.0162583540066
ì	0.00172533444907	0.0111596215066	0.00678902079666	0.0110050001382	0.094821082679	0.477299204363	0.263801814332	0.0264439172212	0.0107992215984	0.00854462792811	0.00861450797488	0.0107800320628	0.00987487897127	0.00569503113958	0.00557870824342	0.00241554115614	0.00328300303418	0.0188718984913	0.0021152640767	0.00133902382569	0.000755807768218	0.0182874859655
e	0.00109199349969	0.00458448036887	0.00284656175222	0.00459987621273	0.0384644245597	0.361310161454	0.490012191444	0.0396464990737	0.00922141189947	0.0068833274427	0.00502876645829	0.00584841392093	0.00600959069042	0.00321667621319	0.00300777661447	0.00129051688538	0.00150673452473	0.0074797567071	0.000722571331567	0.000521513856897	0.000310463691073	0.00639630415183
s	0.000864280249897	0.00532852378962	0.00228487863741	0.00362685173758	0.0221795775199	0.319492183818	0.540744383815	0.0374368963579	0.0121068417998	0.0100411828142	0.00784266095276	0.00704528587364	0.00691080836347	0.00402208133773	0.00384099657149	0.00120511946179	0.00128076985491	0.00762076180237	0.000470688986189	0.000380987485632	0.000278665967024	0.00499557368394
e	0.000768141306632	0.00528080819654	0.00210355025914	0.00330226574586	0.01511327734	0.226432754606	0.615749474605	0.0558743654526	0.0158898952666	0.0103684216047	0.0100971679843	0.00770932995788	0.00655754748782	0.00530291801258	0.0048332074905	0.0014263535206	0.00117720218497	0.00680956435412	0.000379722415063	0.000282278487544	0.000221023161675	0.00432071737798
m	0.00116622292554	0.00750112233218	0.00296878899971	0.00426108474862	0.0102560356133	0.131909348202	0.680326818202	0.0657731524842	0.0202109824222	0.0100361492016	0.0155402929948	0.0103437043193	0.00571053186261	0.00737134223753	0.00731426389683	0.00197285627353	0.00135306969499	0.00866328753804	0.000558830034688	0.000314856301515	0.000547704493225	0.00589956250933
è	0.00143580757518	0.00820615337739	0.00330493103324	0.00456203393621	0.0078689611711	0.0878049614007	0.696227829401	0.0926616714947	0.0187964868074	0.0094053078672	0.0165336553316	0.0107673386398	0.00479236902087	0.00799215754584	0.00758500449894	0.00261010029118	0.00134966093166	0.00972795784601	0.000655687121563	0.000390898040505	0.000707033254408	0.00661399661311
r	0.00109529369173	0.00748180905913	0.00330791361108	0.00569429033207	0.00632673069037	0.0564744991336	0.7135669198	0.104206487165	0.0171023146025	0.0106201234224	0.0121040927772	0.0083276637466	0.00659859607362	0.00724865431528	0.00618495603298	0.00280794816373	0.00200817474389	0.0112127806153	0.00123380135052	0.000954867486835	0.00306040444147	0.012381692981
e	0.000771887017243	0.00704222871304	0.00314617539703	0.00592675305069	0.00581081713012	0.0454287473779	0.5717909966	0.148291515722	0.0662211405342	0.0249098984741	0.0205096542591	0.0191662715822	0.0118029113579	0.0142580211051	0.011287636011	0.00763828032124	0.00356822444796	0.0117737314384	0.00144466100351	0.00116672478895	0.00381633484049	0.0142274300937
c	0.00176695332575	0.012736327931	0.00390144632568	0.00604742562356	0.00500098494337	0.0263592287926	0.509627588867	0.162423005241	0.0797491858447	0.026907826158	0.0229381514197	0.0216851345274	0.010557492786	0.0156720605017	0.0124439046703	0.00911961240708	0.00334244891599	0.0366957403795	0.00131934768784	0.000909716756317	0.00531086630683	0.0254855774646
e	0.00222886617525	0.014697725327	0.00430124357523	0.00632191197452	0.00509715698112	0.0205829035975	0.437640166289	0.199461381747	0.0804282742816	0.0340064087193	0.0226132094732	0.0260317301758	0.019689866262	0.0187632803006	0.0128685835568	0.010424178769	0.00282548383866	0.0449614323598	0.00138522591261	0.000758784978772	0.00578929684561	0.0291228963482
e	0.00108322492508	0.00580025249233	0.00184739399174	0.00269574691484	0.00286593686037	0.0113827307992	0.278031322096	0.278088810582	0.130588644761	0.0556635262398	0.0485224388244	0.0410050543919	0.0277960880873	0.0317962701002	0.0224465951856	0.0162670102563	0.00385201737955	0.0262172750199	0.000753056454203	0.000500000786257	0.00206348624854	0.0107331319427
s	0.000685416341693	0.00385564986411	0.00112836604391	0.00159827822828	0.00207786815346	0.00843115253307	0.225521204032	0.260413406861	0.149982491587	0.0664460854133	0.0759976062748	0.0458861271306	0.0240812353624	0.0394804410334	0.0312570543952	0.0184896974188	0.00562545229318	0.0295656256733	0.00116478788473	0.000830716662086	0.00101005453951	0.0064713007809
e	0.000515959940564	0.0026028666047	0.00082198128797	0.00113698490943	0.00165309131782	0.00623451461102	0.158177121344	0.252910112287	0.159120687196	0.0701712684711	0.0925868154249	0.0549757957102	0.0233524451208	0.0616866080111	0.0443425407984	0.0313805391396	0.00867921459773	0.0223884680244	0.00128756444824	0.00102517057403	0.000602300146503	0.0043479575403
s	0.000440000040188	0.00222219481823	0.000745465889323	0.00105511480314	0.00137338497261	0.00430126197034	0.123539683781	0.242702354096	0.162383219065	0.073613744157	0.0993341718083	0.0584102182367	0.0241605390403	0.0727692526704	0.0505334015995	0.0386967510465	0.0112873401992	0.0202377061415	0.00212241356941	0.00156239454468	0.0018951571155	0.0066142259601
ò	0.000367107956729	0.00200582518608	0.000664497496441	0.00094917635438	0.00110587656754	0.00334881387011	0.105158768927	0.232824188032	0.144202349688	0.0764520393857	0.0946378506028	0.0594622904122	0.0260734710134	0.0850634108901	0.0545582085332	0.0584763656822	0.0159077153997	0.0221185123805	0.00305355935647	0.00363938294823	0.00256921200517	0.00736133565337
z	0.000306525022243	0.00246354834203	0.00103422413215	0.00166615770479	0.000886433465847	0.0019070764367	0.0961144906423	0.228942826011	0.139616163229	0.0789253997952	0.0884585968676	0.0568979191374	0.0270237303378	0.0916152269634	0.0553135458444	0.0669703098941	0.0184118434666	0.0196607301268	0.00371479928549	0.00481273364941	0.00936926596839	0.00588838055112
o	0.000243836480748	0.00258068807068	0.00111778809738	0.0018687751016	0.000795329588616	0.00143883355223	0.0788895625474	0.175478352004	0.136460157743	0.0752577232651	0.0967651036225	0.0774891220458	0.0329777877793	0.0995862823211	0.0731831636148	0.0724752779647	0.0289277064889	0.0180751357089	0.00367847536183	0.00533932121647	0.0116467600228	0.00572477975037
m	0.000285945706916	0.00259271364689	0.00109744941913	0.0017730909672	0.000787510262872	0.00160132179074	0.0515639711825	0.129177710668	0.123609012581	0.062882519755	0.120780465874	0.0939325106819	0.0310797159264	0.107163730774	0.0909351745383	0.0802481576549	0.030821476163	0.0417507825696	0.00734337972061	0.00495287393882	0.00697933904093	0.00864114981679
e	0.000298651448972	0.00260593446563	0.00109285531638	0.0017452135824	0.000796955310957	0.00162453979691	0.0413810154608	0.104961673556	0.108081327527	0.0528846519183	0.130208581958	0.0916367655606	0.0288931296421	0.117549476925	0.107595458179	0.0870957275516	0.0401138280543	0.0517681055232	0.00847482860687	0.00606596784627	0.00547854374698	0.0096467635056
s	0.000293362629657	0.00229758773854	0.000949317082127	0.00142290428747	0.000758348593652	0.0013936817323	0.0239243072203	0.0754915011853	0.093867512509	0.0450331489728	0.142932560653	0.0944400238535	0.027492098214	0.131548845642	0.12622040606	0.101904729184	0.0449424790181	0.0557437885077	0.00872911990229	0.00679237344876	0.00513018831566	0.00869171156853
c	0.00275791197655	0.0257959365795	0.00822661316071	0.0100117109292	0.00370828039788	0.00216596971077	0.0253293384068	0.0753389217284	0.0746970208363	0.0303217184243	0.118945418551	0.0639825066178	0.0150648970713	0.0900896838807	0.0905282093533	0.0758918153947	0.0235361003394	0.176144829503	0.0232379503008	0.00958947831625	0.0184289234386	0.0362067596895
e	0.00354192472552	0.0323291761132	0.0102454786869	0.0122836634764	0.00459818301929	0.00295108447026	0.0204234848023	0.0596936965761	0.0494830702788	0.0218030845748	0.0706478301837	0.0730834375393	0.0495482610238	0.0791865632936	0.0788623737844	0.0972262341316	0.0441600744465	0.191721549168	0.0257532711003	0.0116492349388	0.0200704613695	0.0407378423298
r	0.00135241807184	0.0112460666577	0.00376377414897	0.00461458102547	0.00258674802643	0.00516794632342	0.0225528369341	0.067858410192	0.0534345100929	0.0379716311916	0.0579246013946	0.0858103891798	0.0752012150079	0.0890736377645	0.0825494779281	0.124546268044	0.0640638694822	0.117410325723	0.0335677620334	0.0135282604796	0.0165693620132	0.0292059042099
è	0.00061553518728	0.00417295852257	0.00157860370299	0.00199710442849	0.00165068077881	0.00473587790781	0.022714344978	0.075305620064	0.051026615031	0.0437706387305	0.0450085494649	0.0823263797266	0.110101099669	0.0812138592548	0.0716516893094	0.124287439348	0.0951388911607	0.087205487841	0.0351314364445	0.0185862308265	0.0164261416711	0.0253548335566
t	0.000410629029093	0.00232485421086	0.00112881703433	0.00164507039616	0.000818671662937	0.0020696331026	0.0125151846593	0.055576196688	0.0539968433437	0.0392824489102	0.0609892064883	0.0979123265755	0.11844251589	0.0848800264183	0.0906837297698	0.125198386449	0.10050516372	0.0762971518803	0.0267301439148	0.0161450419422	0.0154731912237	0.0169747640055
s	0.000568020343031	0.00189796023695	0.00198594821144	0.00284210966539	0.000851478487646	0.00139497625753	0.0102306302198	0.0465252165627	0.0476182427812	0.0289744593034	0.0602906741628	0.0717349621918	0.05723666263	0.0628149008061	0.0764120925899	0.0923130221497	0.06597804124	0.0860753156268	0.219944385972	0.0188014739807	0.0237596127412	0.0217497926685
