 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.782163615	0.1299037225	0.020728694682	0.01750750646	0.015537445855	0.003275742624	0.000509836574465	0.002125474123	0.0282480241565
d	0.517246848333	0.392203674167	0.021302938794	0.0192646961533	0.015660475985	0.003417164248	0.000510646142022	0.00212473068767	0.0282688889822
ì	0.272915751111	0.693478611389	0.00798876261133	0.0085424648511	0.005434205835	0.00129541985567	0.000171441231907	0.00071909032787	0.00945433546807
s	0.179844798704	0.80216585713	0.00555014478378	0.00412613055037	0.002846294285	0.00127099198489	0.000127084781336	0.000553927794603	0.00351483300002
o	0.142071557568	0.83373858571	0.0158277110613	0.00304405148346	0.00191771544033	0.00126157662296	0.000112149739655	0.000499157442768	0.00152756882271
n	0.101970619523	0.858717361903	0.0272859330204	0.00400210432782	0.00419910529211	0.00215631663565	0.000187413542428	0.000298391918823	0.00118282909694
t	0.085036338841	0.817839720634	0.0588442970068	0.0209706041093	0.010331848764	0.00347297964522	0.000276364207476	0.00105073559961	0.00217714449898
a	0.0852432196137	0.683002020211	0.179655629002	0.0371397600364	0.00934620325467	0.00243770927174	0.000158080601959	0.00117237970987	0.00184501186299
t	0.0592454538712	0.62748137007	0.236749789667	0.0359842706788	0.0231374784182	0.00933476604725	0.00030776186012	0.000932796046623	0.00682631681766
i	0.0277366682904	0.464238433357	0.418598269889	0.0398378608929	0.0284072261394	0.0114719482724	0.000358674881373	0.000856715288874	0.00849420435155
k	0.0139766982635	0.202300456786	0.72342167663	0.0366385839643	0.0141870667131	0.00465048651413	0.000155802421791	0.000423030336291	0.00424621252952
i	0.00844914458783	0.0986426365953	0.81010770221	0.0674784329881	0.00970025890437	0.00243197760471	8.8955761097e-05	0.000277447554764	0.00282349537651
a	0.00603241452928	0.0483759301984	0.82044132407	0.102929907663	0.0192887883015	0.00134578990157	4.41869328657e-05	0.000466996227588	0.0010746884255
t	0.00283576994309	0.0269794443995	0.845133488023	0.0858220478877	0.0330906667672	0.00179027340052	4.87355996219e-05	0.000947297675863	0.0033522649085
è	0.00423518808103	0.0178154273332	0.752958642674	0.163704614629	0.0537918139224	0.00258270233351	8.97311165406e-05	0.000765791191954	0.00405611243617
r	0.00459174700368	0.0111623513111	0.685963947558	0.219747181543	0.0635100429741	0.00403775081117	0.000386141858847	0.000534961597318	0.0100658826121
a	0.00246603651123	0.0082559357037	0.512958027519	0.228296637181	0.215620862658	0.0193825701037	0.000547555519616	0.000458824245773	0.012013542294
t	0.00176254000374	0.0104215411679	0.296018687506	0.237781952394	0.364113114219	0.0429893600346	0.000768714506539	0.000677346228591	0.045466756188
i	0.00113256322125	0.00993700075597	0.196212338835	0.142673072465	0.536874978073	0.0546195416782	0.000969605378846	0.000837337822864	0.0567435349527
n	0.000910816160417	0.00702362061866	0.077097273945	0.058689821155	0.738121606024	0.0653229488927	0.00103128130295	0.00219369002095	0.0496089045409
ì	0.00252209922014	0.00714253420622	0.0370279086483	0.0279671607183	0.712499178675	0.156312079631	0.00424650286765	0.00315782864032	0.049124701247
c	0.0133612854067	0.0173284200687	0.0238484082161	0.0149609479061	0.567837059558	0.32582290321	0.00672202962255	0.00201840361344	0.0281005448157
h	0.0163080161356	0.0198875789896	0.0313741354054	0.032238477302	0.453330883186	0.39809760107	0.0127136938742	0.00648886477115	0.0295607572719
a	0.00757911221187	0.0078794771632	0.0345750761351	0.043336523434	0.374783151062	0.47867044369	0.0248387899581	0.00782225853705	0.020515166524
p	0.00370048850396	0.00559384192107	0.0221266812117	0.022412412978	0.255887953687	0.632156657897	0.0258911736527	0.00292575404902	0.0293050452747
à	0.00228588120132	0.00518102377369	0.0088917703039	0.00893489525933	0.158626197896	0.642672535966	0.0692855505509	0.00465896227301	0.0994631884249
r	0.00195203420044	0.00688374939123	0.00767217083463	0.00500039595311	0.202290065965	0.542975095322	0.116461480184	0.005494064091	0.111270937808
o	0.00218563150015	0.00719790703041	0.0131990199449	0.00735154908437	0.217126928655	0.395357908441	0.300931690061	0.002387436097	0.0542619432693
n	0.00223812226672	0.0101264139101	0.0117003551483	0.00743888879479	0.113992464885	0.424532412814	0.388146383354	0.00124095643233	0.0405840167564
t	0.00184479345557	0.0112524213034	0.0213450388828	0.0069470990316	0.0635875269617	0.455795024271	0.394612391118	0.00207958424411	0.0425361012521
a	0.00218290171852	0.0055211215678	0.0392884822943	0.0121222803439	0.0475507339872	0.297737321424	0.561761840373	0.00223059603804	0.0316046794174
s	0.00212186303951	0.00853662098927	0.0294991899648	0.010417204138	0.0407816436624	0.202772867141	0.546932730124	0.00516011820268	0.153777733139
t	0.00453631191317	0.0123101609964	0.0197439135216	0.00523825660267	0.0205425127541	0.189752855714	0.549693893375	0.00609657240089	0.192085539046
i	0.00565626583772	0.00914879176547	0.0204224768405	0.00530071340089	0.0431912584514	0.187342398571	0.578612051125	0.0039525706003	0.146373501015
n	0.00356537871257	0.0156273790218	0.0128851900468	0.0044439130003	0.0552681088171	0.131803171857	0.547230503708	0.0300640260001	0.199112323672
a	0.00720203980419	0.0197229533406	0.0120723761156	0.0046730127001	0.0374931856057	0.0825825439523	0.599021267903	0.0404990253334	0.196733564557
g	0.00786550446806	0.0125734447802	0.0110925318385	0.0045551727667	0.0288283968686	0.0584066906508	0.490255449301	0.0308766484445	0.355546134852
l	0.00643155402269	0.0199618255934	0.0152793427462	0.00895567495557	0.0395926972895	0.129651061884	0.405582996434	0.0243498300148	0.350195020151
i	0.00899438967423	0.0220803517645	0.0278532955821	0.0133914243185	0.0714299590965	0.183673373961	0.471246752145	0.0098915643716	0.191438928584
s	0.00705030922474	0.0190429704882	0.022475223094	0.0086505326395	0.0656315143655	0.138484309654	0.450480650715	0.0392465019572	0.248938029528
ì	0.00601050274158	0.0174423047294	0.0117905212647	0.0052459167465	0.0352917171218	0.0890480525513	0.456515383572	0.0483965026524	0.330259083176
a	0.00506271583053	0.00835703594313	0.0070926505549	0.0034847928355	0.0175875753073	0.0436604881838	0.351998202524	0.0364115928841	0.526344927725
</S>	0.00271373679027	0.00523007567157	0.00386338797745	0.00202029029775	0.0121775305536	0.0304918485919	0.210928313262	0.0472408614421	0.685333963863
