 	io	non	so	cosa	è	da	scrivere	</S>
e	0.972056805	0.0186255283	0.002526892285	0.00065503799	0.001317639943	0.00132437052345	0.000653599609025	0.0028401592705
v	0.922840335	0.0561941744333	0.00622841886167	0.000958743263333	0.001615203731	0.00157294027448	0.000750446809675	0.0098397404235
ò	0.721910761667	0.235165068144	0.0264393662872	0.00120495162111	0.00165368566033	0.00110937649149	0.000420298696558	0.0120964916745
e	0.390892752889	0.486990422715	0.106778974096	0.0020684788737	0.00280561932011	0.0014210551305	0.00116477491885	0.0078779109915
n	0.160362999296	0.528169540905	0.256793298032	0.00801485662457	0.0162882160067	0.00408973717683	0.00540224340628	0.0208791175638
e	0.110923082432	0.374812603635	0.442355286011	0.0156114955415	0.0209210281689	0.00488828885894	0.00588599077209	0.0246022055213
s	0.0861768443773	0.215272567878	0.614919562004	0.0234095305138	0.0263151295563	0.00579906375298	0.00864747322736	0.0194597685071
s	0.0357071473591	0.100115312759	0.703603087335	0.0922636101713	0.0308175431854	0.00622423675099	0.00969190460912	0.0215771125024
è	0.0249248821197	0.0469942353863	0.717015095778	0.171284120057	0.0188840960618	0.003411124317	0.00343875609637	0.0140476785008
r	0.0181885195399	0.0343080021288	0.716028331926	0.170134676686	0.0269576516873	0.005440966339	0.00362503089212	0.0253168395003
o	0.0234515570133	0.0232590817096	0.493970983975	0.285418215562	0.127159699229	0.0145710487797	0.00373642794404	0.0284329873668
t	0.0256352161711	0.0206858572365	0.240417234658	0.409293481854	0.178782931076	0.0359361242599	0.0262474237947	0.0630017299889
i	0.0158855372237	0.0176034354122	0.142082912719	0.283314035618	0.161413581692	0.270651134753	0.0338107301982	0.0752386445296
e	0.0127128452746	0.0112921071374	0.0510055641063	0.114499160873	0.143988363897	0.625898124918	0.0128861217994	0.0277177100432
n	0.00843113649153	0.0122787477125	0.0198022440688	0.0478252036243	0.110434947966	0.734368441639	0.0431675217331	0.0236917683477
a	0.0111910253638	0.0160251952375	0.00946124742293	0.0229919872081	0.0876869509887	0.773570167213	0.053465448811	0.0256079894492
g	0.0104264814546	0.0132156558458	0.00448251997431	0.0106485069027	0.0561082273296	0.683755275738	0.16344574117	0.0579175621497
r	0.0075864538182	0.00911799288193	0.0080376477581	0.0080005488009	0.0407273744432	0.472059491913	0.22528560039	0.229184890717
à	0.0132970952727	0.0133441501273	0.0110213462527	0.0082614016003	0.0315382938144	0.404546263971	0.24312117013	0.274870303572
s	0.0122649221909	0.0159080140424	0.00688133091757	0.00647749553343	0.0331444459381	0.29865313999	0.419513463377	0.207157201191
s	0.00641135349697	0.0094684381808	0.0154108984725	0.0106394168445	0.026640160646	0.139381768997	0.521334571126	0.270713410397
o	0.00420869236566	0.00435626106027	0.0177766909908	0.0117091415148	0.0157667145487	0.0655718583323	0.413307907042	0.467302753466
</S>	0.00262361048283	0.00291999728013	0.0096810367454	0.0070279196074	0.0115846592743	0.0571200766662	0.289618353521	0.619424376733
