 	vuole	andare	a	Lecce	</S>
i	0.9905768	0.00697296525	0.00156306537	3.91128705e-05	0.000847977055
t	0.9545829	0.0242394880833	0.00683339495667	0.0005771005455	0.0137670015183
è	0.841881433333	0.126695419361	0.0126550863189	0.000771463551833	0.0179965086394
l	0.784143111111	0.17081690312	0.018600952773	0.00288159192061	0.0235574500131
i	0.54290664037	0.34605043104	0.0824709389243	0.00359194257354	0.0249800631477
n	0.25154155679	0.509416037013	0.194574112975	0.0198971724578	0.0245711241926
a	0.173325752263	0.440960555671	0.334470904325	0.0257978024193	0.0254449830642
p	0.090251617421	0.36979712189	0.473662384775	0.0490724130731	0.0172164480214
à	0.051139535807	0.266412317297	0.561962148258	0.102978994358	0.0175070173405
i	0.032424568069	0.155205859099	0.433310851086	0.351532198119	0.0275265694468
L	0.0147626371563	0.0680729943663	0.198439677362	0.655274462706	0.0634502498156
u	0.0234080040521	0.166967952789	0.232961121121	0.493526282902	0.0831366419385
p	0.024761971684	0.195958871596	0.244164461707	0.449593226301	0.0855214893128
p	0.0238161955613	0.144998067865	0.253033571902	0.441348452767	0.136803719771
ì	0.0272407155204	0.142427085955	0.283085780634	0.171077494256	0.376168939924
u	0.0131929430135	0.067539071985	0.149379802878	0.211929870752	0.557958346641
n	0.00514954991117	0.0555739106617	0.149121506959	0.348370256917	0.441784795547
a	0.00365519680372	0.0570003052206	0.155367211653	0.250300582206	0.533676711849
</S>	0.00377311355186	0.0388745951103	0.100698359826	0.127168170953	0.729485755925
