 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.69115779	0.2785909408	0.00898209971	0.01077827037	0.0059859270265	0.0007899991295	0.00033325108365	0.000220472493175	0.003161340332
k	0.38778959	0.5743547736	0.01079588867	0.0131301034567	0.00640914934217	0.000816254163167	0.000360966971217	0.000287301824392	0.006056052844
à	0.216146793333	0.752193114533	0.00820879382333	0.0132998914856	0.00389902334739	0.000333858984389	0.000166033726072	0.000169074713464	0.005583453948
j	0.145480076444	0.810626671511	0.00698632027444	0.0136109658285	0.00334213668246	0.000190684171463	0.000117158487691	0.000607512296488	0.019038483316
o	0.094729974148	0.838706510504	0.0320144069248	0.0087397028095	0.00200465287415	0.000109924903154	8.4229284197e-05	0.000747439288853	0.0228631839943
t	0.0720442640493	0.826244223501	0.0752025109749	0.0112641024698	0.00344640643805	0.000121773957051	0.000139230819699	0.000335594979641	0.0112019518871
r	0.0694016273498	0.582248353167	0.317875075658	0.0157188478233	0.00504697541268	0.000957136595684	0.000801100396566	0.000210852539214	0.0077401163957
a	0.0679449457833	0.239324733056	0.671756125219	0.0124962137744	0.00325657550423	0.00115734112123	0.000918799286522	8.30336157447e-05	0.0030622826419
ù	0.0361584552611	0.109234741685	0.790774908406	0.0519488294248	0.00974433410141	0.00043129823641	0.000341626106507	3.34128675882e-05	0.0013324152573
d	0.0210569557537	0.0828551912283	0.746571222802	0.107006123142	0.0286868027005	0.000865899552137	0.000497428858836	0.000492093934863	0.0119682857191
i	0.0176811692512	0.0617128014094	0.614936434267	0.250166691047	0.0377653569002	0.00110071261071	0.000563416376279	0.000640303421321	0.0154331110064
a	0.0126610108504	0.0289406596365	0.357448824756	0.526193143682	0.0681675356334	0.000718472730237	0.000278106285426	0.000215923366274	0.0053763299488
a	0.0064346686168	0.0170073767122	0.135757158585	0.695964027894	0.141945658544	0.000678294433412	0.000202499815142	7.52550006913e-05	0.00193508418627
s	0.00887477677227	0.0264410342374	0.0606057478617	0.676010902631	0.216711156181	0.00303183513447	0.000777981188381	0.00015793111603	0.00738865275209
ò	0.0145486112574	0.0294381132458	0.0423601239539	0.558985180877	0.331395295394	0.00989539891149	0.00230851462946	0.000437811305343	0.010630924584
z	0.0193247440858	0.0210792012486	0.029928552318	0.434027870292	0.425341175131	0.0332956613038	0.00461823734315	0.00239246608178	0.0299920588613
i	0.0165214596953	0.0159778642495	0.017255639106	0.292172746764	0.55486421171	0.0548779337679	0.00970834378105	0.00281233967393	0.0358094141871
g	0.00869561649843	0.0123566292498	0.0104271170353	0.160477140921	0.64624859057	0.107436277923	0.029123409927	0.00268040893798	0.0225547292957
r	0.0126325027661	0.0295459020833	0.0216065123451	0.11712567064	0.517230956857	0.177880665974	0.0534597656423	0.00583310771266	0.0646848697652
à	0.015709301422	0.0303389404278	0.026397195115	0.0825113435467	0.327827362286	0.268834531991	0.170998113214	0.00595856047089	0.0714246522551
t	0.016170580974	0.0197269632093	0.0122456470383	0.0429602045156	0.238093634095	0.387876210664	0.207835094405	0.00615014872363	0.0689415297517
s	0.0235744093247	0.0162054512698	0.0116458150128	0.0261733925052	0.161424418032	0.486437436888	0.146278508135	0.0233725109079	0.104888079917
i	0.0189195327749	0.0069017920566	0.0127829534709	0.0181547001684	0.0862438426773	0.378757172296	0.349482142712	0.0299740903026	0.098783838639
i	0.00858171192497	0.00702961278553	0.00732993102363	0.0219285813895	0.0887884242258	0.156194520765	0.612660337571	0.0195285591009	0.0779583925463
n	0.0140114106417	0.0306805782618	0.00610865607454	0.0299247324632	0.0939058847419	0.0717429509217	0.59385812919	0.0435058857003	0.116261771849
ì	0.0173758518806	0.0361874903206	0.00745689435818	0.0269487794877	0.0660816265806	0.0395338844739	0.496660713063	0.1880879099	0.121666832616
t	0.0214003282935	0.0237242970069	0.00595380058606	0.0161380591626	0.0378601571935	0.0258864859913	0.436786434354	0.311826409967	0.120424039539
t	0.0248779660978	0.0181749375023	0.00503678022869	0.0106361220875	0.0261764432312	0.0582977729971	0.343837384785	0.375999719989	0.13696290318
a	0.0138040611326	0.00691178040077	0.0048270706429	0.00660812319583	0.0202543675771	0.0632177935657	0.232430706595	0.389020989996	0.262925137727
</S>	0.0076201792163	0.00395497330039	0.00364198532145	0.00712040379792	0.0256676922885	0.0348096806328	0.162021790798	0.342805644998	0.412357668864
