 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.756311625	0.170753764	0.031184502715	0.025418549525	0.00630957380215	0.0006119932242	0.00406525820615	0.00280734710762	0.00031534052785	0.00222203571428
a	0.480819901667	0.437965841333	0.0351949392383	0.0285124958417	0.00641324825405	0.000701095918067	0.00410914781538	0.00283887018454	0.00031848199295	0.00312596510476
d	0.256763637222	0.671002880444	0.0383666324128	0.0223409379472	0.00278324157135	0.00153949581602	0.00151090233513	0.00119326547685	0.00011700219365	0.00438198966825
e	0.199417972407	0.700289710148	0.0701801624709	0.0213118433157	0.00152051455045	0.00200755663867	0.00061110017571	0.00062663539995	4.811451835e-05	0.00398641698275
r	0.160029790802	0.690960653383	0.110830895824	0.0137629670052	0.00345332637682	0.00725835657956	0.000452726105903	0.00060057110765	0.00012743393425	0.0125232916543
f	0.354602476934	0.474815324128	0.119264747275	0.0182822109017	0.00609116879227	0.00932011912652	0.000457932625301	0.00073846732255	0.000510571978083	0.0159169358848
ì	0.417907641311	0.207623511043	0.324778644425	0.0344978989672	0.00425596949742	0.00378198185217	0.000224303569767	0.000413412711183	0.000531383851361	0.00598521635493
m	0.167364415104	0.232094543681	0.510962811475	0.0361888739891	0.0146012163991	0.00613953082739	0.000666146761256	0.00114419985406	0.00143291700912	0.0294053385116
m	0.167818357368	0.208503223894	0.442456640492	0.0952927969964	0.0300461194664	0.0102584042758	0.00135825635375	0.00262962088469	0.00301731266971	0.0386192968372
u	0.168714008123	0.0829501286313	0.394135140164	0.304661585665	0.0227597025555	0.00699877703193	0.00101363409458	0.00213951313056	0.00229271469784	0.0143348236847
f	0.090645125041	0.0801870375438	0.371676343388	0.361879638555	0.0432227282518	0.0206998466173	0.00235563154153	0.00446925267919	0.00627583037388	0.0185885596339
è	0.0566856480137	0.0775054899813	0.322781177796	0.427257799518	0.0544897867506	0.0256316750391	0.00280234412918	0.00524173870873	0.00760525918979	0.019999065483
t	0.0235914553379	0.0340257597938	0.270987325932	0.552980826506	0.0731811095835	0.0174236771797	0.00229121502506	0.00317787371858	0.00324702746176	0.019093690766
i	0.0111144185793	0.0204065119313	0.188443881977	0.613339825502	0.115906941861	0.0246678257266	0.00280517667502	0.00268336303953	0.00179348112775	0.0188385215387
p	0.00630152285977	0.00980921131043	0.086619694659	0.706757888501	0.12421098262	0.0505693459089	0.00512724605834	0.00219044501318	0.00062294938775	0.00779064812957
ò	0.00468551448659	0.00640250933681	0.040790401553	0.5312627895	0.118264214207	0.27240931197	0.0183373453528	0.00307471597106	0.00023970744825	0.00453344084319
r	0.00475555582886	0.0045241602456	0.021521458851	0.2567042165	0.296075211402	0.373135180657	0.0220848641176	0.00398931509035	0.00225234099708	0.0149576354144
k	0.0267214322763	0.00347323174853	0.0153374412837	0.1280428055	0.496331537134	0.255880086886	0.0113671457059	0.00543901889678	0.0314769182324	0.0259303204715
e	0.0333853576588	0.00234411601618	0.0114604944279	0.0707536098333	0.547221429045	0.250217965629	0.0223315855686	0.00630896989893	0.0390708665308	0.0169055599572
t	0.0123542306529	0.00174757693873	0.0084274229093	0.0487031112778	0.494029206348	0.34880053521	0.0350330481895	0.00641163969964	0.0198564436303	0.0246367241191
e	0.0056213218843	0.00174983791291	0.0061170420031	0.0357321325926	0.306354228783	0.38636048507	0.196103252397	0.0213820312332	0.0134881792334	0.0270914660064
