 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.317822385	0.66603237	0.00192558955	0.0038555856541	0.0029057707135	0.007458254915
s	0.144962656667	0.83706429	0.00231558248333	0.00387372778003	0.0030475689145	0.00873610397167
o	0.120212807222	0.834198863333	0.0387442775611	0.00139136137201	0.00116298691777	0.00428963661056
s	0.113838307741	0.809971721111	0.069423457187	0.00120635734067	0.00122801120886	0.00433207182352
e	0.0948461879137	0.59279810037	0.303558350396	0.00287721344689	0.00126212208295	0.00465795094117
è	0.0838501943046	0.239102734457	0.663638750132	0.00889443481563	0.000681159840983	0.00383273358039
m	0.0341605334349	0.123363955819	0.818898726711	0.0149174042719	0.00110754821366	0.0075518591268
b	0.0567447848116	0.224774845273	0.653534408904	0.0264906830906	0.0245843918046	0.0138708457089
i	0.0701781396039	0.254807335091	0.335611046301	0.28925965703	0.0324556955015	0.0176881002363
à	0.0310969763346	0.106250675497	0.1696213621	0.667684732343	0.0122099087672	0.0131363637454
t	0.0136203525782	0.0378561374323	0.1492406307	0.752335210781	0.0311117349557	0.0158359402485
t	0.0238602611927	0.0313508776108	0.125406512567	0.530542396927	0.217592101652	0.0712478564162
i	0.0273357210642	0.0361010168703	0.0528191585223	0.421443945642	0.296501490551	0.165798698805
f	0.0236198116881	0.0636405566234	0.0850447315074	0.398670128547	0.21762898685	0.211395802935
i	0.042964442896	0.0652015224078	0.0934652259358	0.273679026182	0.322136695617	0.202553084312
n	0.0476077469653	0.0350674110026	0.0441645734119	0.220534462061	0.417141611872	0.235484198104
è	0.0383025249884	0.0242415089675	0.026349530954	0.157190492354	0.551011250624	0.202904716035
s	0.0281667699961	0.0105412432892	0.0202041181347	0.086272499118	0.693619450208	0.161195938678
t	0.015777024332	0.0082655020964	0.0183250621782	0.0390803333727	0.780835750069	0.137716292226
r	0.018811137444	0.0177894580321	0.0161951035261	0.0177819564576	0.85687561669	0.072546702742
a	0.017422433748	0.0185086759107	0.0152017560087	0.0211854304859	0.69285627223	0.234825426914
</S>	0.010547518774	0.00970494580535	0.00789672925435	0.0285987252429	0.536019236115	0.407232813457
