 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.490401091	0.49612062	0.001516307885	0.005387559095	0.003737808915	0.00044167326205	0.002394871901
p	0.188049562333	0.795761586667	0.00181446876167	0.00561596189833	0.00379919698167	0.000543574090683	0.00441557830033
e	0.0739535574443	0.914210208889	0.00444060058722	0.00223171964944	0.00133903182622	0.000284492682028	0.00354034032178
r	0.0321559381481	0.94365924963	0.0147541935291	0.00211460703315	0.000697201231073	0.000631387455809	0.00598739532893
i	0.048866469716	0.66672718121	0.271844918843	0.00415596791105	0.000567515620358	0.000750952418936	0.00708695172631
k	0.056441192572	0.47505072507	0.442730642948	0.0125291028704	0.00120953745012	0.000942910873312	0.0110958635254
o	0.0325591158573	0.37639509769	0.556897664316	0.0191756842901	0.00153693621671	0.00100779590644	0.0124276701751
l	0.0219240926191	0.247899731897	0.688003241439	0.02836768743	0.00211363947224	0.000582357270813	0.0111092030584
ò	0.0191153685397	0.202561269232	0.693657767146	0.0710209151433	0.00253572745741	0.000459167964938	0.0106497886195
s	0.0180874968466	0.0997362150107	0.750554855715	0.0962281850478	0.0029297619858	0.000983603176313	0.0314798948065
o	0.0113927039489	0.0663974375036	0.570605965238	0.302369095016	0.00952993219527	0.0011468488021	0.0385580089022
n	0.0090765553163	0.0806443083345	0.362707011746	0.503930371672	0.0148691930651	0.00113627224403	0.0276362559341
a	0.00756123863877	0.0831072307115	0.226837668582	0.627588763891	0.0297235060217	0.00114426242134	0.0240373029447
n	0.00680435707959	0.0387574695038	0.101585538527	0.797911221297	0.0369351510072	0.00108609121378	0.0169201579482
a	0.0076254476932	0.0240271887013	0.0546511271757	0.795963973766	0.101407702669	0.00112057994793	0.0152039911827
r	0.00781350739773	0.0167032541004	0.0340182060586	0.773509944589	0.135395225223	0.00214309979264	0.0304168072609
è	0.00891651763258	0.0146295019001	0.0252183593529	0.633045544863	0.277658456074	0.00465326049755	0.0358784152203
t	0.00971529921086	0.00777650583337	0.0182291617843	0.488963324954	0.375351472025	0.0128334061659	0.0871308828734
s	0.034072576737	0.00676419514446	0.0258009799281	0.367821011651	0.260595177342	0.075592447722	0.229353624291
i	0.0404387340123	0.00463504588149	0.029024914976	0.196018477217	0.380405439114	0.103883584574	0.245593818097
à	0.0154069450374	0.00249515632716	0.018635331992	0.110512154072	0.575576309705	0.113103553525	0.164270589366
t	0.00867725161247	0.00267690317572	0.011459871664	0.0623906956907	0.532368386568	0.220851594508	0.161575336455
s	0.0153927475375	0.00281268249191	0.00999706855467	0.0464093652302	0.322836595523	0.338240038169	0.264311552152
e	0.0157340345125	0.00166297362064	0.00786332861822	0.0311993130767	0.180885331841	0.383728446056	0.378926590717
n	0.0182934528375	0.0121167585635	0.0113455183061	0.0296353433589	0.129395453947	0.357606708685	0.441606730239
ì	0.0218268801125	0.0157260251878	0.0125006877687	0.023225178453	0.082143519649	0.447586716228	0.396990976746
t	0.0127121120375	0.00610917842927	0.00702519758957	0.0141712138177	0.0563084335497	0.609457152076	0.294216705582
t	0.00798872994583	0.00271613871309	0.00410355236319	0.0090206102059	0.0322619718499	0.748866200692	0.195042765194
a	0.00462450886861	0.0010400544277	0.00263281552106	0.00879881366863	0.0310974536166	0.591054393564	0.360751925065
</S>	0.0027551981143	0.00063374719385	0.00266943961053	0.0118256418343	0.0430869333083	0.340306161782	0.598722842532
