 	avete	cucinato	le	verdure	</S>
è	0.69685466	0.0107866987	0.015338791175	0.251622730163	0.025397106137
c	0.577633443333	0.106803515233	0.021142887725	0.251972501521	0.042447647379
h	0.668778064444	0.201581171744	0.0137035381417	0.0844174545103	0.031519762403
e	0.788162471481	0.157629237248	0.0117012202806	0.0283927237068	0.0141143427443
t	0.70310420716	0.137805879083	0.107807486094	0.0105323897356	0.0407500339148
e	0.598680869053	0.146883743028	0.203182915365	0.0045188366052	0.0467336538383
m	0.497499923018	0.173037704343	0.263450048455	0.0035766117284	0.0624357271461
a	0.327792181006	0.167109031448	0.432833772818	0.0035850284428	0.0686799502154
r	0.238670043669	0.0965019471493	0.610205390939	0.00729355668093	0.0473290359051
à	0.18869740789	0.0606393143831	0.69347417698	0.0162892115603	0.040899856435
t	0.165940119297	0.0587157601277	0.714255538993	0.0186898368534	0.042398699945
a	0.218601526432	0.101938913376	0.565104002998	0.0126503432845	0.101705174648
t	0.222391993811	0.0942293144587	0.377514170999	0.0810096274282	0.224854851549
a	0.128700159604	0.0435804164862	0.314183797	0.131477859143	0.382057750516
l	0.104405326535	0.0257929881621	0.254656065667	0.129986833048	0.485158793505
à	0.0878910371783	0.0164360313874	0.159817016222	0.293839114349	0.442016827835
c	0.172386114059	0.00916745012913	0.077131498074	0.295467703783	0.445847239278
h	0.187219181353	0.0314443487097	0.0493792210247	0.299152863594	0.432804389759
a	0.077025637451	0.0385752378032	0.0338381636749	0.298330875865	0.552230096586
n	0.115886069484	0.0481280441677	0.0908666378916	0.105040375622	0.640078888862
a	0.132309925495	0.0516549023226	0.107393792297	0.0462748602073	0.662366552954
</S>	0.0736106562475	0.0273488825613	0.0595064006485	0.0347539191036	0.804780176477
