 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.97302242	0.0038532792	0.00119069453	0.004794927005	0.003208970958	0.0010674389635	0.0043629660743	0.00065280911116	0.00308920467415	0.00137128557144	0.000861992410855	0.000980144716075	0.000707514806748	0.00016722051316	3.49032341959e-05	1.27012824697e-05	0.000621520922022
ì	0.957426586667	0.0054765222	0.00169601024333	0.009414403835	0.007949413586	0.00185106012117	0.00531951619143	0.00105364913705	0.00325668315805	0.00208177515715	0.00140289057028	0.00129982840536	0.000722068786916	0.00019048746772	3.68353833986e-05	1.64682241566e-05	0.000805801240674
m	0.955981042222	0.00856410253333	0.00203424058111	0.00907966151167	0.00797753982867	0.00158171305039	0.00295906796381	0.000873076979017	0.00141900805268	0.00156883450238	0.00110198646676	0.000803085131787	0.000293249903639	0.00011078262924	4.30052464662e-05	3.15806877189e-05	0.00557804648022
b	0.954191327407	0.0122763705111	0.00870074876037	0.00767785440389	0.00391774204289	0.00199095019346	0.00125770537127	0.000452990689672	0.00071661285756	0.000735807450793	0.000473413026587	0.000324513386929	0.00014381121388	6.45500784133e-05	4.41595665554e-05	3.29874183063e-05	0.00699845806341
e	0.857215889136	0.111417460837	0.0126203905868	0.010013818468	0.00250502654763	0.00198991977282	0.000555152023757	0.000202518031891	0.00038440252252	0.000328640570264	0.000181336228529	0.00012200670331	5.919609796e-05	2.59031029711e-05	1.59069387785e-05	1.11736441288e-05	0.00235127599314
r	0.731375363045	0.215812573612	0.0157115688623	0.020356209156	0.00377276224921	0.00194322553261	0.00107931139125	0.000529970549297	0.00138117963751	0.000819208843421	0.000303383068176	0.000169502482437	0.00018942920332	0.00010804125249	0.000140664840453	5.24796536696e-05	0.00625519473305
i	0.499588845682	0.440465294537	0.0191259549541	0.021896114552	0.00392101358307	0.0019096116442	0.00116914126342	0.000635137673766	0.00164894559717	0.000955553914807	0.000337183465392	0.000179859620812	0.000229963832707	0.00013506654713	0.000182235318198	6.62756277399e-05	0.00755383847558
d	0.312003029894	0.587940408179	0.029984681318	0.028710363684	0.00516163802769	0.00185511371473	0.00211823625414	0.000796792048589	0.00252062305039	0.0018507120386	0.000642500997797	0.000287742266937	0.000341314909169	0.00020176330201	0.000283172567446	0.000139879245763	0.0251620253898
e	0.235755506631	0.60991714606	0.069402263106	0.0359430388947	0.0057148723759	0.00184259871158	0.00243426508971	0.000849426090196	0.00281121792813	0.0021485747402	0.000743027294599	0.000323074719846	0.000378393003343	0.000223892922637	0.000316808965022	0.000164412994244	0.0310314854423
c	0.15392437221	0.54526438202	0.0759509553687	0.0360639202982	0.0090602818253	0.00310317761053	0.00470972236824	0.00212828057073	0.00368689975404	0.00435557297407	0.00224835512687	0.000987461850815	0.000699311334734	0.000563054652846	0.000709918877547	0.000995481633738	0.155548872126
