 	avete	cucinato	le	verdure	</S>
i	0.88052605	0.0100657667	0.003420963375	0.0808918401632	0.025095379637
m	0.79306495	0.0617069099	0.012679185925	0.0822305875211	0.0503183865457
a	0.82750543	0.0835977069667	0.0171376128083	0.028912537047	0.0428467660152
r	0.80345269	0.0648872959889	0.0313501184361	0.0142032377557	0.0861067125051
è	0.744430183333	0.0870585019963	0.0586785661454	0.00947158088523	0.100361144835
t	0.726780114444	0.101018110665	0.0831776933818	0.00926149526174	0.079762538945
s	0.456008662148	0.396388600222	0.0664256257939	0.00891212591058	0.0722649873483
a	0.192594361383	0.559414933407	0.220322975265	0.00309997286353	0.0245677987828
t	0.147086483794	0.420520124469	0.384862435088	0.00370204469118	0.0438289748943
o	0.164796364598	0.29577025149	0.470690978363	0.00621536756373	0.0625270926314
l	0.146140634866	0.125318519163	0.522357726121	0.0875367065212	0.118646431877
a	0.147587941622	0.0543416090543	0.455396165374	0.149495942174	0.193178343959
l	0.145554937207	0.0278039506848	0.384920388458	0.182645590725	0.259075127986
à	0.107764022402	0.0173569225616	0.242268287819	0.348602243575	0.284008502662
c	0.194629990801	0.0104361473205	0.120304058273	0.314701094525	0.359928680887
h	0.200586279267	0.0524151402402	0.072226611091	0.283217564842	0.391554406962
a	0.0873611747557	0.0665500781801	0.0535269570303	0.268332317481	0.524229498987
n	0.0979813409186	0.0460422408267	0.0955831646768	0.0945059963603	0.665887266329
a	0.107443318973	0.0396155996089	0.103422567892	0.0433835481201	0.70613497211
</S>	0.0657292274865	0.0219995938045	0.060971083446	0.0348660760601	0.816434036055
