 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.908295575	0.00261345115	0.01600928915	0.0053162972465	0.0428227414435	0.0041039347562	0.0076604391595	0.00585043826003	0.0012215468276	0.00116955445382	0.00033693614015	0.000233372191283	0.00436642562757
ù	0.748778008333	0.04721907245	0.0590691407167	0.0256125354155	0.0548488424812	0.0112047162521	0.0313791383865	0.00634447758668	0.00244530334253	0.00161341208461	0.000522059946717	0.000285780950428	0.0106774838759
r	0.556873676111	0.109160970817	0.117277466906	0.0418379684718	0.0768249428271	0.015562059084	0.0413171571288	0.00656277302889	0.00348371124751	0.0013911859282	0.000904807615572	0.00138012863681	0.0274231456253
u	0.33422593337	0.347516406939	0.146906718969	0.0291313842906	0.0723268146924	0.009958706348	0.0210724739096	0.0061435863985	0.00260948834617	0.000873740725733	0.000847549236457	0.00169255357524	0.0266946616281
k	0.15219035579	0.513851392313	0.172430106323	0.0275840555635	0.0702183286475	0.014937137436	0.0203041005032	0.0058999895217	0.00428634024572	0.000819890024911	0.000498255076752	0.000801686821387	0.0161783509624
a	0.10413606393	0.390991804104	0.336280728774	0.0367059255212	0.0700657048492	0.0167164891653	0.0200562933344	0.00582315142523	0.00485055557157	0.000803694878504	0.000388168302917	0.000505702630396	0.0126756606948
s	0.0692642106433	0.293093281368	0.429522316258	0.0495586741737	0.0867386502497	0.0152211770751	0.0279821126115	0.0104410327264	0.00629745501352	0.000691671563035	0.000265056571639	0.000235947793399	0.0106883606056
ì	0.0362662548811	0.201918953789	0.530920112086	0.0605887587246	0.0943706024166	0.014995820025	0.0311043022038	0.0119790381918	0.00680719047451	0.000654800897345	0.000219952098546	0.0001462669436	0.0100278900569
t	0.023844695627	0.142126624596	0.650433250695	0.0677201435749	0.0672435244722	0.0119479613417	0.0208227974013	0.00559737384693	0.00338907062817	0.000451790508782	0.000173187494182	8.7170137e-05	0.00616235687397
a	0.017406530209	0.102336138865	0.525382063565	0.231254601192	0.0792688394907	0.0150319991139	0.0180861489671	0.00351476932898	0.00223560440939	0.000387661661927	0.000157628820061	6.67463386667e-05	0.00487125657599
