 	voglio	un	forno	che	vende	rustici	</S>
t	0.96939522	0.009731145535	0.002546960972	0.002200028635	0.005364514774	0.00030274626455	0.0104593277189
è	0.90575522	0.0613096911783	0.00781882199067	0.00425445841167	0.008145073258	0.000359022901517	0.0123576793396
l	0.874662206667	0.0808454423928	0.00912735583022	0.00407319617056	0.00588942101933	0.000521544413839	0.0248808455465
o	0.600097538889	0.357327616131	0.0105345694434	0.00199400144019	0.00236803616644	0.00051952486683	0.0271587757932
è	0.213053004963	0.74375161871	0.0305198901478	0.0013066801634	0.00149411484881	0.000186144259827	0.00968862964213
n	0.0910702669877	0.802713562903	0.0801767213826	0.00440383885447	0.00224389828294	0.000327830351942	0.019063981314
a	0.0471963039959	0.763384377634	0.148576023794	0.0148062186182	0.00357519019431	0.000379162525647	0.0220828115047
f	0.029601236332	0.628390145878	0.229050321265	0.0594132055394	0.00934915606477	0.00151812339355	0.0426778129016
ù	0.028263540444	0.388777538626	0.424537920422	0.0924201785131	0.0138114400216	0.00193452750118	0.0502548645005
r	0.0205300064813	0.197281468542	0.406195386807	0.246811889504	0.0146201513405	0.0117313076704	0.1028298317
n	0.0934732701604	0.087131072014	0.171152406602	0.480645029835	0.0173157404468	0.0253900338901	0.124892480567
o	0.118505555387	0.0488727085047	0.0824655198673	0.588462909945	0.0922564541489	0.01934701173	0.0500898838557
k	0.0440306756623	0.0420324621682	0.0545154082891	0.614844503315	0.142896951383	0.0337744396767	0.0679055916186
a	0.0208118354208	0.0497244557227	0.058445157763	0.478583427772	0.265706393794	0.0520837385589	0.0746450138729
p	0.0114695703203	0.0466763294076	0.046507716921	0.239051334924	0.574968184598	0.034267137853	0.047059741291
u	0.00439613818677	0.0350761306359	0.018898409807	0.0956345076413	0.758573661533	0.023115280951	0.0643058704303
l	0.00209867677892	0.033702672212	0.0102481796357	0.0521327805471	0.600538320511	0.0562865669837	0.244992800143
ì	0.00424506674297	0.0246964820707	0.0116049424119	0.0378669255157	0.441496826837	0.153547855661	0.326541903381
r	0.00489039863099	0.0184213976902	0.0115236115373	0.0402236368386	0.367944538946	0.29343380522	0.26356261446
ù	0.00250322369366	0.0102558363634	0.00660029701243	0.0336434500795	0.207081711315	0.479188628407	0.260726851487
s	0.00165549443455	0.00584226882113	0.00452748210414	0.0231854408265	0.132984385438	0.643934132802	0.187870763829
t	0.00181956691485	0.00305311897371	0.00283723903471	0.0265353722755	0.0857556854127	0.781089167601	0.0989098166097
i	0.00191657356162	0.00268226812457	0.0026602274449	0.0205096127585	0.0437795954042	0.655587042534	0.272864657537
k	0.000912408877207	0.00464216024152	0.00236741778163	0.0160464132528	0.0445433838014	0.555442487511	0.376045689179
u	0.00196064625907	0.0130449846138	0.00534875912721	0.0151633067509	0.0472529626005	0.55532842917	0.361900899726
</S>	0.00318192592953	0.0203058823069	0.00827895256361	0.0127127838754	0.0486649603002	0.445959914585	0.460895599863
