 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.92967995	0.0072206628	0.0103531907	0.008447430123	0.002108868677	0.0421898102
c	0.72673995	0.0647567522667	0.140469222567	0.011185447041	0.00311362349233	0.0537349400667
h	0.521546236667	0.0891720494222	0.338978260856	0.00781928501367	0.00247404929744	0.0400101043556
a	0.336110398889	0.356086835141	0.277597984952	0.00411189773789	0.00127944684915	0.0248134365185
n	0.13172968063	0.70604021838	0.147727319651	0.00220223054596	0.00086316173305	0.0114374117728
a	0.0548150035433	0.79268477946	0.143794123217	0.00179055401532	0.000843069921017	0.00607251086427
v	0.0237528135144	0.780828333153	0.186368231072	0.00140302723844	0.000674852850339	0.00697278269476
o	0.0140500705048	0.669073217718	0.304761143691	0.00328504657948	0.000727204550113	0.00810336383159
r	0.0124897381683	0.436362439239	0.52470690123	0.00617265005983	0.000768375850038	0.0194999498772
à	0.0122744160561	0.194056520413	0.71852390041	0.0514618033533	0.000878232350013	0.0228051831591
s	0.00919741295203	0.0833122761377	0.825368500137	0.0695093997844	0.00138391291667	0.011228537253
o	0.00514859981734	0.0442976453792	0.765406233379	0.173775141928	0.00322304040556	0.008149368151
t	0.00514731183911	0.0314231771264	0.69742384446	0.236864727309	0.00488339776852	0.0242575687837
s	0.0049723163797	0.0166806077088	0.796013401487	0.145628632436	0.00400116202284	0.0327039189279
o	0.0033056895599	0.0195451772363	0.594044590496	0.334629910812	0.0153820523409	0.033092619976
m	0.0160916551866	0.0234658624121	0.347704080165	0.483342423604	0.032164545447	0.0972314643253
ì	0.0209701117289	0.0151799709707	0.237476687055	0.503968481201	0.103867684149	0.118537082442
k	0.0219033139096	0.0111635638236	0.132983669352	0.525144693734	0.16569410805	0.143110631814
u	0.0227719296365	0.0162720272745	0.100596142117	0.370706737911	0.26029798935	0.229355130605
à	0.0105431549788	0.0154040793582	0.0430787533057	0.19006783997	0.557845363117	0.183060765535
i	0.00563000529293	0.00743948385273	0.0156835430352	0.07517586199	0.705892687706	0.190178403845
m	0.0115655099643	0.0101825530842	0.0128682743451	0.0418287356633	0.662436195902	0.261118757948
è	0.0172611283214	0.0119061755614	0.011780988115	0.0259256512211	0.737886098634	0.195239982649
r	0.0197583184405	0.0109347573871	0.007885965705	0.016081104407	0.808448699545	0.136891134216
i	0.0156544758202	0.00855254676237	0.00581819410167	0.010377335469	0.543969700515	0.415627711405
</S>	0.0080480279201	0.00498413033119	0.00314372335084	0.0067665662345	0.278535051257	0.698522475702
