 	non	ha	mangiato	mai	un	rustico	</S>
e	0.88594428	0.043359112	0.0372371361	0.01101242922	0.0172106810265	0.0002786265365	0.004957737254
n	0.634301106667	0.193796689	0.0895634320333	0.0140645490733	0.0212224993422	0.000304143272167	0.0467475927513
è	0.312774298889	0.406127053	0.197029174011	0.0117895446911	0.0134345995807	0.000143256141389	0.0587020870504
c	0.16335148963	0.388177527667	0.29637364467	0.0255070165637	0.0205986069936	0.00024423412113	0.10574749515
h	0.19326706321	0.265053235889	0.345954211557	0.0479380755212	0.0235762549979	0.00191611307371	0.122295100183
i	0.171696073237	0.181610671963	0.548525033852	0.0416667605071	0.0110610901326	0.00229306948257	0.043147390561
f	0.064948697579	0.101661199654	0.691464321284	0.0789292405024	0.0238342205109	0.00336458875219	0.035797783887
a	0.0285973796263	0.0587145135513	0.630147917095	0.215316223501	0.0302051085036	0.0037266159874	0.0332922462057
m	0.0132170771421	0.0346744385171	0.609535132365	0.2787548345	0.0280972045012	0.0015148942158	0.0342063886452
è	0.00740296221403	0.021012154839	0.453403257455	0.452509458167	0.0304100918337	0.000776346223933	0.0344857284817
n	0.00555397527134	0.0152557352797	0.265205355818	0.620226106056	0.0361848342779	0.00174033854331	0.0558336950939
a	0.00471161415711	0.0135992610932	0.169448083273	0.630590035352	0.116338294759	0.00214754486777	0.063165183398
m	0.00385885171904	0.0121852366977	0.0990651157577	0.663878331784	0.15583856292	0.00276564484259	0.0624082428327
à	0.00416028303968	0.0113231920326	0.0678052332526	0.569822753928	0.28142798564	0.0031110603042	0.0623494659109
i	0.00361812347989	0.0057693291442	0.0274861592175	0.341672877976	0.588122035213	0.0017943048914	0.0315371836036
è	0.00208393302663	0.00372377104807	0.0127834273392	0.148777675992	0.791170395071	0.0081233170638	0.0333375222012
n	0.00186443740888	0.00509482734936	0.00935844291307	0.081085447664	0.798056898357	0.0548701670213	0.0496698130671
a	0.00144934783629	0.00715765844979	0.0104262196377	0.0635048822213	0.755152399452	0.0963614223404	0.0659480873557
n	0.00210525107876	0.0133164371499	0.0114424272126	0.0443825597404	0.547959746484	0.284923534113	0.0958700574519
r	0.00395454045959	0.01681827705	0.0087378794042	0.0217610930801	0.230020789495	0.557034211371	0.161673192484
ù	0.0050837609532	0.0115298038167	0.00568895966807	0.01310734186	0.150584797165	0.556581230457	0.257424077495
s	0.00378100861773	0.00754158607223	0.00470373162269	0.01208077962	0.127907669722	0.609778303486	0.234206914165
t	0.00168922192924	0.00479324355574	0.00271264369423	0.00767260454	0.0493743518173	0.830325734495	0.103432167888
i	0.00082454263308	0.00234443021691	0.00308696841808	0.0131430385133	0.0483940118491	0.634114234832	0.298092764129
k	0.00089668814436	0.00369259223897	0.00380715450603	0.0157478469711	0.0499097466164	0.539576218277	0.386369776376
o	0.00450879454812	0.00865436474632	0.00604163730201	0.012830364457	0.121241481539	0.494699558092	0.352023800459
</S>	0.00790033777406	0.0121782323732	0.00918361665101	0.0162961222285	0.214541270769	0.265983482046	0.473916930229
