 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.9562123	0.006558371285	0.02440550938	0.00200825597505	0.00671101720481	0.00081718999305	0.000311671398308	0.00297575885165
s	0.917914233333	0.00806011886167	0.0366623501267	0.00327635152502	0.00705774426827	0.000873878521017	0.00261757869944	0.0235378182839
o	0.784870177778	0.117443686721	0.0605879660422	0.00242609287834	0.00272026808276	0.000349480506406	0.00318005192258	0.0284223126956
t	0.648621959259	0.19352340224	0.100913802014	0.00337568932945	0.00161802505425	0.000233422801535	0.00305829943029	0.0486553891662
r	0.529970953086	0.31821732408	0.0870003916713	0.00441035770982	0.00146540648475	0.000279024457178	0.0030258133001	0.0556307235421
a	0.312905407695	0.60378274136	0.0600753882238	0.00239698902994	0.000764637136917	0.000181977235726	0.0010209728377	0.018871862774
ù	0.135773039232	0.579224393787	0.274887709408	0.00239331206998	0.000642181354306	7.46697379087e-05	0.000366995080233	0.006637653698
d	0.0558790344107	0.335977514596	0.529650003136	0.0337582730233	0.0027454041181	0.00021758104197	0.00937009291341	0.0324020712327
i	0.0264596791369	0.177647331532	0.690986454379	0.0481049273411	0.0033802970227	0.000259881781323	0.0123508059921	0.0408106288176
ì	0.0155881537123	0.0809343355107	0.835042864793	0.0410001301137	0.00856396555757	0.000275214074441	0.0041865578617	0.0144087980792
r	0.00976600137077	0.0386359291702	0.702647801598	0.188111666705	0.0137340978525	0.000493982458147	0.0155492854639	0.0310612474264
t	0.0168273409236	0.0393852820567	0.410838983866	0.333305895568	0.0173153532842	0.00510182791938	0.049628268488	0.127597053809
e	0.0206024608079	0.0432799463522	0.288807051289	0.432700065189	0.0257788170947	0.00662720372313	0.0469853399627	0.135219121103
g	0.00982038390263	0.0270039864507	0.223726279096	0.624479388396	0.0392588870316	0.00463078852438	0.0196282524542	0.0514520675343
r	0.0323210444342	0.0395457174836	0.142981468365	0.644939006132	0.0651807103439	0.0113636893748	0.0156236524847	0.0480447698448
a	0.0408273292781	0.0441680654945	0.104551497788	0.573461578711	0.171132996781	0.0126681883249	0.0105845108416	0.0426058629483
m	0.015563258026	0.0206343284982	0.0624023799293	0.605417382904	0.200688275594	0.00672079984163	0.0296368639605	0.0589367239828
m	0.0215328104753	0.0182021391661	0.0386839679764	0.530097044301	0.134079541865	0.0123711468139	0.0823865913202	0.162646767994
è	0.0236896452251	0.016780700722	0.0203330709921	0.3222091281	0.352370373955	0.0331943786046	0.0749230988734	0.156499589665
n	0.0090447518417	0.009254699974	0.022750119664	0.238604696033	0.497230624652	0.0397088352015	0.0619082580578	0.121497996888
o	0.0052322481139	0.009804012058	0.0246000425547	0.186745648011	0.497716674884	0.1045627924	0.0620518376859	0.109286739829
t	0.0037021823713	0.009791286586	0.0272528501849	0.0802761696703	0.613689158295	0.154289854133	0.0422577748953	0.0687407508097
è	0.0019836468571	0.00601584979533	0.0229912180616	0.0346822155568	0.660676319432	0.187819184711	0.0319736476318	0.0538579651032
s	0.0014139737857	0.00420292553178	0.0166965363539	0.0171498448523	0.578503379811	0.19642877157	0.100150684544	0.0854539365344
s	0.0052974375619	0.0122097757439	0.014887914618	0.0211727619508	0.387451016604	0.16038286719	0.170373191515	0.228225082178
e	0.00665142185397	0.0145481117813	0.00961452103933	0.0216653479836	0.251737638868	0.263747749063	0.147278195172	0.284757030726
r	0.00314590968466	0.00754205179377	0.0136055526798	0.0137393326612	0.241565296289	0.345237543021	0.142387803057	0.232776513575
u	0.00306489162822	0.00869072426459	0.0168097305599	0.0116391652204	0.23715201543	0.314195031007	0.219545811019	0.188902661192
c	0.00439842320941	0.0155486014215	0.0373994901866	0.0102157244068	0.170365195143	0.310568270336	0.282980043673	0.168524287064
h	0.0137937100698	0.0293541271405	0.0405673846289	0.0193274631356	0.114517888381	0.313730070112	0.263362014558	0.205347339021
r	0.0178249856899	0.0373290640468	0.0185665812763	0.0288246907119	0.088123396127	0.303040236704	0.230473704853	0.27581733634
ò	0.00916086119663	0.0256619593489	0.0107432437921	0.021101091904	0.0708409813757	0.244770432235	0.288020404951	0.329701035447
n	0.00375807901221	0.0111812801163	0.00689808789737	0.0110444956347	0.0540449611252	0.158921528745	0.428287784984	0.325863778482
u	0.0025440327174	0.00682194703877	0.00739274473246	0.00771246587823	0.0525348097084	0.109701135248	0.516559394995	0.296733452827
a	0.00288470247247	0.00950781201292	0.0129023469108	0.00595507279274	0.0419273602361	0.089860814416	0.417673458332	0.419288410942
m	0.00398488665749	0.020581347671	0.0335306889703	0.00476797543091	0.0290524647454	0.110117449805	0.355215229444	0.442749970314
p	0.0046704545525	0.0238492348903	0.0345270521568	0.00534871247697	0.0228713465818	0.093660354935	0.377424016481	0.437648840105
ì	0.00311804038417	0.0128562009634	0.0139444019523	0.00380555239232	0.0140817491939	0.0500711299783	0.42907771216	0.473045203368
</S>	0.00189506849209	0.0070944689817	0.00828908657615	0.00250899254616	0.012284151097	0.0385699399892	0.52071093108	0.408647361684
