 	che	consuma	poco	benzina	</S>
n	0.68367217	0.051744971	0.1117655585	0.0478551742515	0.104962127108
a	0.496072186667	0.234478057	0.115917892833	0.0478776657772	0.105654188036
k	0.349000825556	0.521105369	0.0523515202777	0.0192013822857	0.0583408883453
o	0.224787928519	0.675950339667	0.0475533594259	0.0096578552619	0.0420505233818
n	0.160424377506	0.742657879889	0.045381029142	0.00669427125397	0.0448424267273
s	0.133739077169	0.759394993296	0.0474200890473	0.0126330457513	0.0468127983424
u	0.145810039056	0.732998644432	0.0912364930158	0.0112276231004	0.0187272157808
m	0.0980368176853	0.764759161477	0.0927406110053	0.0102291102168	0.0342343404936
è	0.0566081825618	0.556530319826	0.339148653668	0.00995394771227	0.0377589629645
t	0.0436956345206	0.291407762609	0.454010261223	0.0827605978774	0.128125787121
s	0.0696936165069	0.322595057536	0.254509877074	0.180015359292	0.173186125707
i	0.0789883848356	0.255161198179	0.451799419025	0.135187789531	0.078863211569
a	0.0398710616119	0.0962926687263	0.758234286342	0.0655740729437	0.0400279271897
l	0.0232451835373	0.0436623232421	0.628184292114	0.233532137648	0.0713761027299
ì	0.0841419168458	0.0624809277474	0.401764427371	0.365131519216	0.0864812475766
o	0.0990042688819	0.0615386158158	0.275287809124	0.439300643072	0.124868685859
b	0.035014453894	0.0221615895719	0.153252579708	0.618953857691	0.170617535286
e	0.0287355976313	0.0132252592573	0.154873293236	0.516073665897	0.287092218429
n	0.0320003042104	0.0162641897524	0.128902779412	0.496829151966	0.326003606143
z	0.0304634320701	0.0246301939175	0.0573801451373	0.658055467322	0.229470775381
ì	0.0255527473567	0.0215000878392	0.0265888457124	0.637208002441	0.28915029846
n	0.0157439321189	0.0130401231464	0.0437201755708	0.592526860814	0.33496891282
a	0.0174183097063	0.0121919660488	0.0658656528569	0.408368908271	0.496155184273
</S>	0.0189530373532	0.0103890310244	0.0632635829284	0.234422516135	0.672971842136
