 	non	ti	dimentichiamo	mai	</S>
e	0.87437705	0.104960175	0.00944273947	0.00282921262	0.0083908403
s	0.66647566	0.297064318333	0.0106905431567	0.00305813664	0.0227113607667
e	0.359863948	0.602918992778	0.0115374050522	0.00133128265	0.0243484186889
a	0.152620626	0.806092184259	0.0228831016841	0.00184034128667	0.0165637749963
l	0.0887698673333	0.72413687142	0.0847765985614	0.00983441442889	0.0924822426654
l	0.0964186291111	0.423964813807	0.282494022854	0.0476179764763	0.149504570888
i	0.0943486973704	0.241459697936	0.507763654285	0.0540935241588	0.102334440296
m	0.0499708204568	0.179945432645	0.649591731428	0.0369056753863	0.083586343432
o	0.0404126604856	0.200008097548	0.588009577143	0.0880930804621	0.0834766044773
n	0.0384396481619	0.235628459183	0.385288005714	0.166957093487	0.173686828159
ù	0.103936004054	0.180425683061	0.256863331905	0.254705564496	0.204069446053
m	0.123990079485	0.131907304354	0.193757803968	0.357868308165	0.192476525351
e	0.0521927109617	0.0937653447847	0.131045932989	0.464214102722	0.258781925117
m	0.0279082063206	0.0759638189282	0.0677957373297	0.511887157574	0.316445091706
à	0.0173304597735	0.0459002748094	0.0364309213099	0.628706995858	0.271631357235
i	0.0136790311578	0.0215112021031	0.0151468086366	0.622106788619	0.327556179078
</S>	0.0075055304289	0.0152693650516	0.0084457003183	0.49029552931	0.478483889539
