 	forse	non	li	ha	a	casa	</S>
f	0.98853995	0.004367908585	0.003166186485	0.0013145873255	0.0005286067427	0.00017851867217	0.0019041556756
ò	0.97851815	0.007889963195	0.006698806495	0.0017333022085	0.0010762524809	0.000363467644057	0.00372002235853
r	0.866811993333	0.0177628963983	0.0105474448317	0.00693015930283	0.00199916512697	0.00410711134802	0.0918412577862
s	0.760022241111	0.0223550721328	0.0786195846106	0.0107826641009	0.00321182377566	0.00532099234934	0.119687655895
i	0.599565323704	0.121653607378	0.226150518204	0.00721877326697	0.00275080719189	0.00194110943145	0.040719877865
e	0.299819639901	0.243421762459	0.413398696068	0.0251966496557	0.00193045926396	0.000751244998817	0.0154815951217
t	0.124558063634	0.231328814153	0.488202478689	0.101871616552	0.0111970453547	0.00179075033961	0.0410512949406
u	0.0672236465447	0.147185175384	0.575770459563	0.140614222184	0.0171014752849	0.0023471247132	0.0497579197469
s	0.0344013918482	0.081516967128	0.521721509854	0.200729110728	0.0471318722616	0.0122718549377	0.102227304682
è	0.0249842742827	0.079908110376	0.393700479951	0.288092753576	0.0777480200872	0.0156076742892	0.119958737894
c	0.0432028490942	0.0955814201253	0.329016477984	0.246213111192	0.0622777990291	0.0370514607397	0.186656945631
h	0.0882957996981	0.0686603913751	0.233682823995	0.178032600397	0.0809660740097	0.129917370247	0.220444963877
i	0.087605622566	0.0266798887917	0.206983304665	0.218366120132	0.209703471337	0.144234911082	0.106426685292
è	0.0427362778553	0.0134202238306	0.121898748888	0.204331525377	0.342471727112	0.172818844694	0.102322663764
s	0.0185429586684	0.00843873184353	0.052852516796	0.105412567792	0.319825485704	0.353432428231	0.141495324588
s	0.0124216229395	0.00529001561451	0.0234532190987	0.0595155589307	0.245721581901	0.477098192744	0.176499831529
u	0.0110844033132	0.0037825507715	0.0160121790329	0.0399477833102	0.178601513967	0.455403547581	0.295168043843
</S>	0.0067857326566	0.00351109123575	0.0130766530164	0.0387489936551	0.127311656983	0.41228402379	0.398281871921
