 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.76095735	0.1738534853	0.010467139965	0.0265879509715	0.0036684086715	0.00993917588881	0.00228903312183	0.00952450636005	0.000823643781427	0.00188928768245
d	0.489513283333	0.4325292151	0.0146819683217	0.0295637846572	0.0054879183905	0.0102227239096	0.00234038053728	0.00981005802002	0.000839206827142	0.00501145319415
e	0.272645031111	0.681240405033	0.0126942604406	0.0151253456524	0.00466786589683	0.0037439064932	0.00084545368376	0.00357279037001	0.000300379922714	0.00516458819805
r	0.16660442037	0.734116681678	0.0387085624802	0.0222219303175	0.00836028956561	0.00337158174107	0.00054065363592	0.00179864075334	0.000294818967905	0.0239824391994
f	0.372811690123	0.495310820559	0.0559971631601	0.0288118571058	0.0106438698552	0.00380257911369	0.00057739309864	0.00123271222778	0.000323056937635	0.0304888575665
ì	0.479201450041	0.358630320186	0.10691358672	0.0331393667019	0.0081025566184	0.00212346557123	0.00037518449288	0.000462743651593	0.000144802776878	0.0109065151722
m	0.241431013347	0.491277060062	0.14647300224	0.0537772489006	0.0149134828728	0.00778442219041	0.000643941037627	0.000831611782864	0.000792968154959	0.0420752198741
m	0.247115357782	0.428850630021	0.13114759408	0.0689372199669	0.0460932479576	0.0173184150635	0.00334224801254	0.00202309079429	0.00117721188499	0.0539949620914
u	0.278602635927	0.22382556134	0.282152258027	0.0844487253223	0.0908661293192	0.0141978267545	0.00381856504751	0.0017815489581	0.00056577792733	0.0197409671471
e	0.139839597842	0.09810269078	0.376248086009	0.203502121774	0.16281578644	0.0100174479848	0.00156919475917	0.000870353246033	0.00021178316811	0.0068229521657
n	0.049802490314	0.0563640959267	0.28508769867	0.290619563925	0.291083322147	0.0148829653283	0.00135897591972	0.00116230781534	0.00022861062937	0.00940999818857
è	0.0276278872713	0.0423437219756	0.219988479557	0.249319507975	0.431385710716	0.0147113447761	0.00219538180657	0.00151007447178	0.000258269883123	0.0106596201629
e	0.0180954635904	0.0224392375585	0.131309765519	0.167941427325	0.625911680239	0.023972777592	0.00356463313552	0.00194546442393	0.000220051094374	0.00459947622097
r	0.00700586143013	0.0096278814195	0.0496243668397	0.089804843775	0.78028816008	0.0426369635307	0.00537509304517	0.00219827250798	0.000551516538125	0.0128870721403
t	0.00861443254338	0.00552037097317	0.0225813658132	0.0566348372583	0.778943486693	0.0618332031769	0.0291071973484	0.00195801513599	0.00108147187937	0.0337256740468
o	0.00894742781446	0.00287141752439	0.0103216817377	0.0390986707528	0.537264130898	0.304772691059	0.0638607557828	0.00158995434533	0.00095884295979	0.0303144273489
m	0.00493781357149	0.0032065853748	0.00717198261257	0.0294645097509	0.403493478966	0.42525658702	0.0762823152609	0.00287553821511	0.00225221131993	0.0450589594496
è	0.0034682636905	0.00296914662493	0.00523966293752	0.0159650874503	0.328903310989	0.452118285673	0.135066185087	0.00404140473837	0.00265370061664	0.0495749644399
n	0.00253659579683	0.00188053377498	0.00358557994584	0.0093962428501	0.150382894996	0.584813428558	0.194687038362	0.00544152067946	0.00350185694888	0.04377431977
a	0.00210404643228	0.00146098470833	0.00303073154861	0.0073781817167	0.0876201220653	0.646155009519	0.199762239454	0.00642724389315	0.00415025138296	0.04191118834
m	0.00194409207743	0.00170946185278	0.0027872799162	0.00565222820557	0.0425869910884	0.65580891984	0.246091146485	0.00550408763105	0.00442733812765	0.0334884551967
à	0.00228008262581	0.00206230288426	0.00292605817207	0.00453800576852	0.0272813944628	0.499289876613	0.404360575495	0.0208337792104	0.00530369587588	0.0311242285989
i	0.00180567774194	0.00139808019475	0.00185999976736	0.00267229115617	0.0119441884209	0.369235605538	0.497678608498	0.0651941680701	0.0250579591253	0.023153451733
