 	sicuramente	stanno	ancora	svegli	</S>
s	0.95741281	0.00977730365	0.0059441241825	0.0080854411072	0.01878024033
i	0.957740286667	0.00947369595	0.00593325386583	0.00808515245523	0.0187675691067
k	0.971944415556	0.00690924371667	0.00316868332694	0.00336301697124	0.0146146766989
u	0.963152258519	0.0195857842389	0.00226455929231	0.00178868214138	0.0132087637043
r	0.91665064284	0.0407521450796	0.00637149804744	0.00263783199809	0.0335878627061
a	0.779303290947	0.169474581027	0.00785934404915	0.00292132572683	0.0404414224254
m	0.638568216982	0.280991697009	0.011287781383	0.00330021586974	0.0658520789985
è	0.529725282327	0.379510342336	0.0128788876277	0.00342866000958	0.0744568528895
n	0.370396724109	0.558884580779	0.0194617143759	0.00320024528953	0.0480568075198
t	0.198575644703	0.722705103593	0.033895154792	0.00317667177651	0.0416474715066
e	0.127954738234	0.815567667864	0.037885995264	0.0011229265415	0.0174686615689
s	0.119676729411	0.792018789288	0.059468110088	0.00225736544983	0.026578986923
t	0.115214933137	0.758913909763	0.0787706320293	0.00272670103661	0.0443738133077
è	0.169715741046	0.603212549921	0.187413079343	0.00109346071554	0.0385651794359
o	0.156476302015	0.321491741974	0.481198059781	0.0122895653885	0.0285443674786
n	0.0737651423383	0.139317854325	0.66016785326	0.0588062511295	0.0679429318262
e	0.101611000779	0.068434308775	0.67668718442	0.0665048763765	0.0867626316087
a	0.103136858926	0.033169250925	0.604115894807	0.197343618125	0.0622343682029
n	0.0421165619753	0.015149910975	0.461877288269	0.403713812708	0.0771424180676
k	0.183397487658	0.024536623325	0.32700530609	0.303996694903	0.161063878023
ò	0.262423775886	0.0454013481083	0.36500532203	0.133665215634	0.193504331008
r	0.129594529962	0.0432224310361	0.538735640677	0.169803075211	0.118644305336
a	0.107174747987	0.0372516096787	0.589450446892	0.16148773707	0.104635425112
a	0.0954450088623	0.0275440975262	0.398761644631	0.366562144357	0.111687078371
t	0.0333286230208	0.00977684710873	0.14376263321	0.747003661452	0.066128241457
s	0.0406738248736	0.0107796870029	0.08710637707	0.639696927151	0.221743195819
ù	0.0571620082912	0.013274602101	0.0688751310233	0.57245434905	0.288233888606
n	0.0374090014304	0.0110583473003	0.0564794876744	0.76836721635	0.126685944535
n	0.0513946224768	0.0188316002668	0.161978377891	0.69145170545	0.0763437031783
i	0.0562592108256	0.0179713485223	0.174486441964	0.493262068483	0.258020931059
t	0.0244864235085	0.0133758076074	0.0871770733213	0.568702179494	0.30625852002
i	0.0118843350695	0.0114246898858	0.0567186389071	0.486589861165	0.433382439673
</S>	0.00815276353475	0.0060297814679	0.0317749261536	0.254983497582	0.699058969836
