 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.88365325	0.1122423626	0.001515382807	0.001111932762	0.0002689508179	0.00023867125884	3.81783372e-05	0.00093122693665
à	0.78504985	0.199371070867	0.00828029750233	0.00302065952067	0.000593861085967	0.000610149642947	6.06038790667e-05	0.00301346904555
o	0.511670292	0.471163113622	0.00978859653411	0.00299897267356	0.000539604041989	0.000602575824316	4.41988618889e-05	0.00319261482518
c	0.189336715133	0.802149881207	0.00384139461137	0.00113804593785	0.000243694410663	0.000271394568105	4.80796828296e-05	0.00297077995173
e	0.186201947511	0.804081397069	0.00598434827046	0.000577008592617	0.000147086563554	0.000140174722035	4.90304857099e-05	0.00281899507724
r	0.186554752837	0.800488892356	0.00974967659015	0.000589750764206	0.000381172664518	0.000173777196678	0.000131423330003	0.00193050711908
k	0.0957895879457	0.859594674119	0.0324006356967	0.00641987675474	0.00260665352151	0.000743879905559	0.000223921483334	0.00222068670636
è	0.154593549315	0.702858724706	0.122242043232	0.0133767952516	0.0038581546405	0.00092124246852	0.000147808033778	0.00200160476879
o	0.147196242772	0.520597598235	0.315812504411	0.0120033279172	0.00222658086017	0.000534201916173	5.8950699826e-05	0.00157055402293
n	0.0531109082573	0.598763822745	0.331041138137	0.0086172724724	0.00171125840006	0.000744583298724	0.000202154942509	0.00580885437431
t	0.0277857110858	0.532110954248	0.305643162712	0.0334618961575	0.0739259287334	0.00894194203291	0.0068283523475	0.0113020584581
a	0.0217568796953	0.224647016616	0.582975834237	0.0448411700525	0.0973407120111	0.011328420521	0.0088601381575	0.00824984872937
è	0.0155445208984	0.0828407014053	0.821159054746	0.0353021700175	0.033831200437	0.00443658398367	0.00298872465217	0.00389704251979
n	0.0114479072995	0.0409388811351	0.825308528249	0.0801386466725	0.018258203479	0.00718379429456	0.00334712077539	0.0133768992066
a	0.00974957609983	0.0213763061117	0.741292356083	0.177452515557	0.020082871493	0.0104391840982	0.00345963656846	0.0161475426689
f	0.00886635969994	0.0216705244372	0.554410725361	0.314844511852	0.0362293314977	0.0240411043661	0.00459896283282	0.035338462823
ù	0.0110038405666	0.0212987434457	0.296708530454	0.517078977284	0.0713429038326	0.0348626584554	0.00505980354427	0.0426445332743
r	0.0129025381889	0.0134660164486	0.152846507485	0.480597149095	0.144976894611	0.0682168731518	0.0195048547814	0.107489163425
n	0.014433552063	0.0112649504162	0.0882310278283	0.222839664365	0.281119018204	0.0802809033839	0.134114139594	0.167716742808
o	0.0134902173543	0.00489761703873	0.0637042192761	0.100689670788	0.458302819401	0.0999912267946	0.155795552731	0.103128665269
k	0.00753783925143	0.0159599493129	0.0588723107587	0.0805524849293	0.4942457298	0.132604458932	0.098438673777	0.11178853109
a	0.00711178221714	0.019434229891	0.0441927059196	0.0855951836431	0.373575639933	0.276744709644	0.0830269965923	0.110318727363
k	0.00880025907238	0.015487307417	0.0377144529732	0.075943789881	0.275131119978	0.369580513215	0.0755020041974	0.141840512788
à	0.00935614102413	0.0142061629723	0.0244148759911	0.0500161792937	0.203712576659	0.468042064405	0.0771167103991	0.153135267929
n	0.00750665567471	0.0061604276241	0.013338742897	0.0266720517646	0.168103718886	0.529853821468	0.1170533058	0.13131128631
n	0.0059237312249	0.0034593552847	0.00840761873233	0.0146117919215	0.146200261629	0.295414027156	0.379385525267	0.146597645437
i	0.00421271234163	0.00128189853157	0.00933398444411	0.0108196423072	0.0942052158763	0.181537869052	0.502017655089	0.196590948479
r	0.00470358804721	0.00483958367052	0.00952037548137	0.00840251043573	0.0591428452921	0.183414946351	0.43686804503	0.293108089493
ù	0.0072956856824	0.00604319963351	0.00780837349379	0.0104209928119	0.041191788764	0.159996518784	0.511249591677	0.255993856498
s	0.00712667622747	0.0031684128545	0.00697726593126	0.00983093030397	0.0255395169213	0.128725019595	0.622412457226	0.196219728833
t	0.00454178204249	0.0021442650015	0.00390182894375	0.00486992686799	0.0194193353071	0.070224549865	0.763162935742	0.131735406611
i	0.0020602432675	0.0007609445505	0.00401266564792	0.003608215956	0.014966394769	0.0390847276217	0.643447771914	0.29205903587
k	0.0046651570425	0.0046916495835	0.00501282108264	0.00306402888533	0.0128922735897	0.0378644425406	0.515611750638	0.41619781529
u	0.00833850301417	0.0061231391445	0.0113815634275	0.00546001409511	0.0113537738632	0.0459833531802	0.486542340213	0.424817245097
</S>	0.00872443650709	0.00329672399725	0.0183471027138	0.00813993879756	0.0103502634316	0.0561364265901	0.371210855106	0.523794192549
