 	tu	le	hai	cucinati	le	verdure	</S>
e	0.88144562	0.0423805636	0.01172418391	0.001127094895	0.00270324779285	0.038769487545	0.0218498377485
s	0.583802528667	0.304613414533	0.0279666453033	0.00233338229833	0.00319578159762	0.0397318361817	0.0383564259162
ù	0.276804098222	0.635057718178	0.0365623994344	0.00403274486611	0.00179303079921	0.0148355373606	0.0309144579721
t	0.173227786074	0.680797906059	0.0783845024781	0.0073018833887	0.00211479753307	0.0072808644202	0.0508921976574
a	0.115039614025	0.65160952202	0.125740754159	0.0446339744629	0.00282847217769	0.00413580353473	0.0560118180425
m	0.0674709360083	0.689529794007	0.120493281386	0.0864905414876	0.00711939739256	0.00159293175958	0.0273031261708
à	0.0513699880028	0.567592958002	0.221689477129	0.127770940496	0.0123382321309	0.00101792617319	0.0182205416903
r	0.0472556520009	0.339113592667	0.244269682376	0.332885843499	0.020625447377	0.00104695135773	0.0148029315301
e	0.0436800300003	0.184765996556	0.135149754125	0.4397056445	0.182285054459	0.000813402379243	0.0136002069434
t	0.0362951030001	0.0859915025187	0.085395227375	0.509979158167	0.24493302982	0.00542412481975	0.0319819194145
s	0.0389955173334	0.0458513541729	0.040257304025	0.666088169389	0.160240881607	0.00762673073992	0.0409400691382
e	0.0397314401111	0.0249707877243	0.0238820759083	0.463912510463	0.420908647202	0.00406373337997	0.0225307803794
t	0.015533419037	0.0201933955748	0.0201259303028	0.226814527488	0.573941515734	0.0120763421267	0.131314848126
a	0.00883188281233	0.0191560775249	0.0196619574343	0.144301163829	0.571650301911	0.0203050000422	0.216093626042
l	0.00591281480411	0.016219389175	0.0222715448114	0.0560497852763	0.512778760637	0.123783377014	0.262984332014
à	0.0088702233347	0.0151993590583	0.0210846359371	0.0268936810921	0.288506333546	0.350373425671	0.289072350671
c	0.0267727417782	0.0307656413528	0.057056231979	0.0123999330307	0.188112324515	0.32744053689	0.357452610224
h	0.0939300249261	0.0343155293176	0.0635294015597	0.0255373803436	0.189688694838	0.208168533963	0.384830446741
a	0.098720151542	0.0137809592059	0.0233603554866	0.0288327602479	0.171306120279	0.159199974321	0.50479967558
n	0.0381507047473	0.024445792302	0.0176419268955	0.0279715985493	0.10582110376	0.0631385797737	0.722830275193
a	0.0190082325824	0.0284682973673	0.0175833741318	0.0274510647831	0.0754934062533	0.0361661459246	0.795829491731
</S>	0.0113005962912	0.0154149535837	0.0125125433159	0.0139938827916	0.0571621831267	0.0300937889623	0.859522095866
