 	dove	aveva	per	stare	non	aveva	</S>
p	0.84441308	0.084409304345	0.0065854442195	0.00420742735115	0.0037438490354	0.017714532079	0.0389263684918
u	0.569314926667	0.316173934782	0.0217629397398	0.0123072887837	0.0052642828118	0.0187385281597	0.0564380971639
ì	0.262461906556	0.612043191594	0.0586421985799	0.0151381709279	0.00384398213727	0.0090108411199	0.0388596947213
c	0.110816197519	0.631390630531	0.0597103815266	0.015992364976	0.00610626691242	0.0817351463066	0.0942490162404
h	0.205073963506	0.41684965351	0.0629292841755	0.0523228716587	0.00792302017081	0.142510688769	0.112390564747
e	0.244036032835	0.200274207837	0.273877403059	0.151308650553	0.00468649165694	0.0859653627563	0.039851893349
n	0.106973379612	0.096685437279	0.391715364353	0.342016056851	0.0131108749523	0.0339639724188	0.0155349745497
a	0.0569399635373	0.0548298337597	0.327756131451	0.513209085617	0.0225485499841	0.0171978794063	0.0075186498499
s	0.0321822913791	0.0245296822532	0.24156386715	0.653134961872	0.0196544469947	0.0184943454021	0.0104404672833
t	0.0292510253264	0.0158289824177	0.184109555717	0.677366937291	0.0214214039982	0.0390950238007	0.0329270924278
a	0.0290083597755	0.00992779713923	0.192265898572	0.633121929097	0.0348325529994	0.0387999446002	0.0620435308093
s	0.0136949035918	0.0152465547131	0.119484096191	0.629504463032	0.0530172263331	0.0511875382001	0.11786526027
ì	0.0138291218639	0.0172653839044	0.0684832687303	0.433693004344	0.184852605444	0.0914821294	0.190394546757
e	0.012692911088	0.0119485966348	0.0467517467434	0.185509514448	0.237534701815	0.2811886598	0.224373892252
n	0.005755569996	0.00985301387827	0.0185473344145	0.0722103149493	0.122718048938	0.603623129933	0.167292557417
ì	0.005265858832	0.00977942795942	0.0118298879715	0.0287839886164	0.0739109159793	0.754214053311	0.116215819139
c	0.029737658944	0.0149772446531	0.0315857358238	0.0168196427055	0.15953887666	0.52589908777	0.221441713046
h	0.0633572483147	0.0136041278844	0.0368979499413	0.0290585842352	0.256302938887	0.310706565923	0.290072537682
e	0.0495201602049	0.00501111432813	0.0155323539804	0.0294481171451	0.176092238696	0.220472016641	0.503923962561
</S>	0.0250859582525	0.00264217621407	0.0080368434902	0.0160363721726	0.089163307948	0.11502655032	0.744008781281
