 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.57527424	0.12819910925	0.003985251035	0.2523392363	0.012736788877	0.0049465289043	0.004546712966	0.0041131305496	0.00301157019612	0.00236753744378	0.00133402448248	0.000384367235152	0.0067614217212
o	0.26670485	0.42920960975	0.00443993461167	0.258253253767	0.0135067602923	0.00512794280143	0.00462834955533	0.0041872408032	0.00303690495204	0.00238530430026	0.00133908211016	0.000391119821717	0.0067896126504
c	0.1138263595	0.593871246583	0.00589903580389	0.230949392922	0.0163883230974	0.00408752700048	0.00407700291844	0.00364004842107	0.00227649033735	0.00149135215242	0.000717750229387	0.000359852933906	0.0224156216268
h	0.252013339333	0.465793305528	0.0062829923013	0.216629107374	0.0168017633325	0.00361089201683	0.00384401289948	0.00339503926369	0.00200383949945	0.00117798872781	0.000507103357262	0.000343002547269	0.0275976266618
r	0.386106239778	0.511350001843	0.00747240313377	0.0740026509913	0.00656955191083	0.00132085097561	0.00141199148649	0.0011867078579	0.00068728561915	0.000398392402603	0.000172656223754	0.00011531522949	0.0092059599625
ò	0.264290399926	0.665023287281	0.0351293060446	0.0271404386304	0.00324059820361	0.000534289433203	0.000604650002163	0.000453503107967	0.000249872960383	0.000138086827534	6.03285647847e-05	3.93318600633e-05	0.00309590950317
n	0.136544334309	0.700941442427	0.0825173253482	0.0489669573768	0.0096794588012	0.00593586939907	0.000975355114054	0.00155525001132	0.000664737741794	0.000364293452845	0.000186287164595	0.000263375419154	0.0114053257277
o	0.066855900103	0.480925726142	0.325927801783	0.0866289474589	0.0127864151337	0.00783957418636	0.00112101945802	0.00193960592377	0.000806812076598	0.000439762514615	0.000228350869532	0.000338354284885	0.0141617457172
k	0.040709123201	0.250500394047	0.476563587261	0.19757002582	0.0138646305779	0.00920491311545	0.00120425737267	0.00195589336126	0.000705998888199	0.000300343241872	0.000176924904511	0.000150934786795	0.00709299771373
a	0.0245990409003	0.157160216682	0.46087868242	0.318557418607	0.019396710526	0.0101341343052	0.00129121705756	0.00201889704709	0.000685868554066	0.000261352245957	0.000162450340504	9.08313079317e-05	0.00476323304458
m	0.0179607391001	0.0772451375607	0.396157527473	0.475339292869	0.021227680842	0.0064526351684	0.000799869635853	0.00126494584236	0.000367668156022	0.000142877630652	9.42171158347e-05	5.06268126439e-05	0.00289682235486
b	0.0274415441667	0.0527679205202	0.384780675824	0.48415398429	0.0293004522807	0.00578351485613	0.00735942756195	0.00349054584745	0.00180834666534	0.000430217766884	0.000201785338612	6.68751618813e-05	0.00241470545162
è	0.0350537212222	0.0363056375067	0.443887431941	0.39161345143	0.0697817154269	0.00517983728538	0.010024718854	0.00411637704915	0.00223735100845	0.000495679607961	0.000205159511537	5.68246890271e-05	0.00104205582054
n	0.0175535194074	0.0275572751689	0.30673260398	0.549053140477	0.0803759384756	0.00624839342846	0.00509138015133	0.00336216504972	0.00135254265615	0.00034256168832	0.000255505972512	0.000140459581409	0.00193447281018
n	0.103639535636	0.0309479450563	0.22824392466	0.532938013492	0.0682056161585	0.00744475447615	0.0137327215838	0.00650309781657	0.00342620331872	0.00119366612944	0.000461378620837	0.000262715353803	0.00300042227006
i	0.133657761045	0.0252199223521	0.180892094887	0.306564584497	0.310321805386	0.0119463524921	0.0173396509613	0.00653556063886	0.00368139529957	0.00136556083648	0.000364204316946	0.000189293335268	0.00192181310002
t	0.0473695282483	0.020213578784	0.093676896629	0.378887841499	0.416810428462	0.0169889324974	0.0100729777538	0.00568061424629	0.00252714025986	0.00100259713883	0.000680715138982	0.000357209102423	0.00573153371001
i	0.0169433872161	0.0154651999613	0.0438517387097	0.365222081833	0.485976946154	0.0487733768325	0.0073581067846	0.00532897944876	0.00208193475995	0.000867816786277	0.000780438011994	0.000418478439141	0.00693153146334
n	0.0067150684387	0.0113531923538	0.0194646490699	0.173572211944	0.631954192051	0.133096722277	0.00773355979487	0.00693065984959	0.00155132699332	0.000633978722092	0.000503228269665	0.000339047958047	0.00615218838111
a	0.00355723777957	0.0100555398513	0.01113083169	0.108475680415	0.583447414017	0.255547127426	0.0108928725983	0.00822001171653	0.00141562908777	0.000583925897364	0.000418414875555	0.000322546372682	0.00593278347037
d	0.00240636202652	0.00706850468377	0.00611669723	0.047304129905	0.581116121339	0.325597015809	0.0143227835328	0.00867616867218	0.00144059851926	0.000820387502455	0.000537955044185	0.000356916404227	0.00423635863346
r	0.0198728981088	0.0254036015613	0.02704098841	0.0407467389683	0.496510950446	0.251520851936	0.0597344231776	0.0308706942241	0.0158862221731	0.00527801200082	0.00239224274806	0.00159317508141	0.0231491903445
e	0.0258639506363	0.0286793695204	0.0325759830033	0.0285166949894	0.330198726815	0.328341477312	0.125902147726	0.041292493408	0.0203694780577	0.00638556960027	0.00267423091602	0.0018002242358	0.0273996456315
f	0.00945284465877	0.0112539419401	0.0133311195344	0.0160434589965	0.201024968938	0.534755392437	0.131433112575	0.031577016136	0.0115397210192	0.00412127763342	0.00183464313867	0.00160641668727	0.0320261053938
f	0.0624031507329	0.0495256087467	0.0373856981781	0.0212360103322	0.132903589646	0.403973661479	0.190503554192	0.0394669383787	0.0160088880064	0.00470333381114	0.00191715394622	0.00165886166242	0.0383135807979
ì	0.0802763575443	0.0611961937289	0.043687403526	0.0169105363774	0.087993817882	0.352610427826	0.255309384731	0.0636487324596	0.0154061148355	0.00340456520371	0.00115697188874	0.000707289237473	0.017692219838
m	0.0291140390148	0.0254464263896	0.0232410029753	0.00609072829247	0.0549391219607	0.483269665942	0.23694538491	0.0770754688199	0.0157699864452	0.0060316535679	0.00116207813625	0.0120900149958	0.0288244168513
m	0.0763218888716	0.0246455074632	0.0332870066584	0.00373320133082	0.0335206633202	0.328818080647	0.31215838497	0.0702893076066	0.0311330814817	0.00892025302263	0.00170438111208	0.0173867989986	0.0580814052838
u	0.0905026327905	0.0198462496077	0.0286391804528	0.00338275934361	0.0237490831067	0.146053352216	0.44001031499	0.132178050536	0.0508672004939	0.00814059784088	0.00363046653736	0.0073599852462	0.0456400902279
è	0.0305667831735	0.00695600923257	0.0101420445176	0.0020772723812	0.0221810110356	0.088251280072	0.417016391663	0.275444950179	0.090060073498	0.0210926972803	0.0135930889458	0.00359387366207	0.0190244842093
