 	se	vieni	a	casa	ogni	sabato	</S>
a	0.475193305	0.50656999	0.007065422	0.00240640798	0.002162954185	0.0001498582575	0.00645210068
n	0.191242126667	0.76176602	0.00818821416667	0.00345712229333	0.002616561195	0.0001676937525	0.0325622682267
è	0.0830941522223	0.853521553333	0.0128773962222	0.00529149743111	0.00233944453167	0.000219099544167	0.0426568340756
r	0.0452849127408	0.833324251111	0.0306477234074	0.0091805616437	0.00411769727722	0.000872650341389	0.0765721993585
t	0.0315554902469	0.636198067037	0.212904007802	0.0268927058812	0.00664970595907	0.00115139734713	0.0846486412195
i	0.0222721638156	0.346784228012	0.439827432601	0.14768703796	0.00798679465302	0.00065852952571	0.0347838675065
è	0.0093186586552	0.138846385004	0.3520059642	0.45814387932	0.0234817278843	0.00037864723857	0.0178247711688
s	0.00562035863507	0.0516566440013	0.225325944733	0.62293110644	0.0533721086281	0.00284404789952	0.0382497847229
s	0.00667113697836	0.0290927510004	0.242102564911	0.59786351548	0.056866286876	0.00468639143317	0.0627173735743
u	0.00517319789279	0.0237832861668	0.166346354304	0.502340138493	0.240367369625	0.00436063227772	0.0576290458581
k	0.00443496206426	0.0184894205556	0.0846288674347	0.474504246164	0.336435333208	0.0133892740926	0.068117909286
u	0.00533956588809	0.0135197515185	0.0520978344116	0.377407633721	0.431565021069	0.0627709493642	0.057299234762
à	0.0033779444627	0.0059823959595	0.0188047389705	0.13261501944	0.732340660356	0.0792006207881	0.027678622254
i	0.00133712475423	0.00230168836317	0.00698614189017	0.0476084952467	0.717548020119	0.172508054596	0.0517104930847
s	0.00128694551808	0.00121164411106	0.00439147783006	0.0264497496489	0.48981044004	0.368034818199	0.108814931028
à	0.00224755873936	0.00220225177035	0.00579783247669	0.0185640886496	0.312561280013	0.5424174394	0.116209565343
m	0.00201357345312	0.00231143516678	0.00504309472556	0.0097936057832	0.171270868338	0.738205243133	0.0713621934477
b	0.00515982029104	0.00170829773226	0.0148652908085	0.0150411343944	0.097876284446	0.824802927711	0.0405462708159
a	0.00613592582368	0.00157612403075	0.0179885905028	0.0173483904648	0.0805762081487	0.568744800904	0.307630003272
</S>	0.00316795750184	0.00103937504537	0.0095233186014	0.0127515497324	0.0667483940744	0.325417987952	0.581351451636
