 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.9460762	0.017978925435	0.002129801019	0.0238306348065	0.00237923905857	0.000994403062722	0.000848172342912	0.000638844567645	0.0005708751376	0.000939524198226	0.002020347905	0.000218027484185	0.000136851720407	0.000286109458501	0.000185688022199	0.000327282273428	0.000114565749467	2.7764831723e-05	3.7968359744e-05	0.000258743308637
M	0.9431057	0.0198173229117	0.00243275613967	0.0244871835355	0.00239736198452	0.00100277897291	0.000869846934304	0.000698397945882	0.000577839981867	0.000940787144509	0.002029753787	0.000236275674728	0.000153092646802	0.000288884111167	0.000185901748566	0.000330674543143	0.000115904115889	2.88802195743e-05	3.81652056813e-05	0.000262479813879
a	0.9455702	0.0385065167372	0.00201758874656	0.0102188183118	0.000826783253173	0.000349062429637	0.000316195998768	0.000375393515294	0.000202157366956	0.00031590114657	0.000687622468667	0.000109855245909	7.06409272673e-05	0.000100273576789	6.24798053553e-05	0.000114648897814	4.03105180963e-05	1.11290068581e-05	1.30377847471e-05	9.1396389473e-05
r	0.861513666667	0.111265390246	0.00544280214885	0.0200148056373	0.000341960664391	0.000153566186546	0.000119970649256	0.000460809781765	8.1707972652e-05	0.000110597381157	0.000233672910889	7.2395816303e-05	3.21779647558e-05	3.67713643297e-05	2.21131989518e-05	4.1040378838e-05	1.41431244654e-05	4.53276338603e-06	4.70495221237e-06	3.31944170043e-05
ì	0.639942955556	0.279010073415	0.0561323987163	0.0236504256791	0.000260500024797	0.000132330802182	7.19528500853e-05	0.000450738640588	4.82774115507e-05	5.47930960523e-05	8.4246471963e-05	5.86449044343e-05	2.55292679186e-05	1.60304231099e-05	1.21549551506e-05	1.7041390246e-05	5.84031245513e-06	3.80698612868e-06	2.18106728079e-06	2.00791350014e-05
a	0.330156443519	0.553472491138	0.0716430785721	0.0432687980264	0.000406787378266	0.000162502490727	5.89162446951e-05	0.000380814460196	7.52651611836e-05	7.02256553508e-05	5.92915486543e-05	5.65231471448e-05	2.45674663062e-05	1.60995547033e-05	1.21680390502e-05	1.73131959153e-05	4.97556475171e-06	3.78290117623e-06	2.3213129936e-06	0.000107601797667
p	0.124094162506	0.731406713713	0.0331139781907	0.108430522675	0.000888436879422	0.000284606683576	5.03410498984e-05	0.000903079953399	0.000162557210395	0.000134875645117	8.02464495514e-05	0.000102524512382	2.51349034354e-05	3.15923909011e-05	1.79076583501e-05	3.26334029718e-05	7.1070620839e-06	2.97685415874e-06	3.53194866453e-06	0.000227041509222
e	0.0484913793353	0.736692734571	0.0575113223969	0.153863677558	0.00118701052647	0.000315197207859	4.25420116328e-05	0.00105087525113	0.000176027836798	0.000141018491706	8.09269365171e-05	0.000118202857461	2.10669189785e-05	3.34752006337e-05	1.83514181167e-05	3.32229193239e-05	6.66121929463e-06	2.27169334291e-06	3.74411532151e-06	0.000210292256407
r	0.0273111472784	0.526373334857	0.108413047466	0.323012045853	0.00483909920882	0.00229921620262	7.48100905443e-05	0.00231542268371	0.000533019172266	0.00181399578057	0.000120781668839	0.00043447259582	5.80725941595e-05	0.000144822667211	0.000568029330372	0.000121998477108	4.26753391982e-05	1.9942377871e-05	3.94070307738e-05	0.0014646509188
ò	0.0192524358595	0.271774364952	0.296768512489	0.389629331951	0.00869812090294	0.00374724146754	0.000281175026848	0.00273112098457	0.000705505067422	0.00253374562686	0.000150531017946	0.000535300238607	8.25396930532e-05	0.00017972357407	0.000766903784124	0.000152501093369	5.60119913994e-05	2.61883197237e-05	5.14582504913e-05	0.0018772736296
s	0.00934130065317	0.165287441651	0.44548984083	0.35330918065	0.012069253301	0.00395208832251	0.000323728967616	0.00169066185152	0.000688605632474	0.00261971524229	0.000130462394315	0.000327498886202	6.05539860177e-05	0.000110442166357	0.000604056202041	0.00010486963879	3.92989154665e-05	2.01071703412e-05	0.000100457410397	0.0037304405332
t	0.0255694508177	0.0857870885503	0.535982430277	0.31798274355	0.0143078044337	0.0047741997075	0.000487027734539	0.00222084771717	0.00175575147749	0.00313696198076	0.000264021924772	0.000823657062067	0.000424727325339	0.000221036995452	0.000862843534014	0.000235361359597	0.000101257975156	9.30084434471e-05	0.000185630003466	0.00478417421107
è	0.0303947714059	0.0374226885168	0.726020076759	0.165235294517	0.0259249901446	0.0038285835025	0.000565123234846	0.00187254393906	0.00178988567916	0.00175969235892	0.000275071801257	0.000890440472356	0.000536751519113	0.000213371301717	0.000621162066338	0.000234466570199	0.000104675106019	0.000106954589216	0.000132153469089	0.00207130799269
i	0.0109421616353	0.0202225368389	0.542815518253	0.360798814839	0.0567190330482	0.00369667983417	0.000283674098282	0.00099728251302	0.000780357086387	0.000791138798307	0.000129531038419	0.000348492379119	0.000191894634704	9.32028744723e-05	0.000235926540446	0.0001003942344	3.98333496397e-05	3.66816552387e-05	4.67989852963e-05	0.00073004394323
à	0.00684167157843	0.0166829832796	0.203136088751	0.61751533828	0.116629206016	0.0189957379447	0.00200709766276	0.00707680100434	0.00241284630213	0.00193924481277	0.00078461291114	0.00122995392971	0.000334554929235	0.000754294378824	0.00135253314348	0.0006353208388	0.00023884474988	3.67414045129e-05	0.000117559896099	0.00127858170441
r	0.00560404492614	0.0162657684265	0.094532162917	0.628006246093	0.195377255339	0.0299533929816	0.00267596994092	0.00955746646811	0.00341816800071	0.00367363727092	0.00107432019371	0.00157223524324	0.000398368972412	0.00102031233961	0.00221757858116	0.000863294532933	0.000321423108627	4.26488245043e-05	0.000217223665366	0.0032084522348
t	0.0134768283754	0.0121863484755	0.184256164306	0.463869645364	0.23869487178	0.0325177756605	0.00449845103364	0.012819289956	0.0064785573669	0.00476393695697	0.00130993212124	0.00272452448108	0.00680574472014	0.000991742426537	0.00193699406039	0.00120354089764	0.000624284884876	0.00178022310583	0.000928212015122	0.00813292007827
e	0.0159109039168	0.00744001962517	0.205111928035	0.198419430121	0.45752091726	0.0554242202202	0.00613838557788	0.0136385006853	0.00740163478897	0.00379331826232	0.00139551282708	0.00312163873703	0.00894551300671	0.000937300485512	0.00133383752346	0.00128084457788	0.000717048892959	0.00235474588981	0.00109153003704	0.00802275280476
n	0.00707568909727	0.0120917916751	0.076416930945	0.11637279504	0.631076759087	0.0804848417401	0.00422271049263	0.0239340472618	0.00745232192966	0.00791423416411	0.00209287919569	0.00554790982234	0.00361242330224	0.00320920700517	0.00284167837782	0.00275344307129	0.00093754496232	0.0010355259278	0.00098998187768	0.00993722804692
a	0.00416821533576	0.0138522829917	0.0333035355483	0.0858423838133	0.599105286362	0.177017147247	0.00755219589754	0.0279353231539	0.00751447387655	0.00942084732137	0.0023347374519	0.00643070816078	0.00183261795241	0.00397168270172	0.00335278807661	0.00324310479543	0.00100949031411	0.0005959402508	0.000955442095227	0.0105617699076
s	0.00188205748192	0.0112571854306	0.0141342671828	0.0380122337378	0.616996662121	0.248737969082	0.00889566176585	0.0208921227846	0.00653117652552	0.00752989837379	0.00264325260397	0.00430574360693	0.00090122980247	0.00302314943391	0.00219561280954	0.00266093637014	0.000765080764703	0.0002655099318	0.000625637614409	0.0077446003612
