 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.989442075	0.00276674578	0.00142907114	0.00073809374	0.00072060253215	0.0007014195105	0.00171105501696	0.000542003232736	0.000236800542399	0.00171211485294
t	0.966757961667	0.00497680906	0.00382261821333	0.00133566068	0.00113739617738	0.00114389147017	0.00213604093899	0.000644287517579	0.000396091947466	0.017649196151
s	0.916291307222	0.0254089245867	0.0148635337378	0.01247669116	0.00472132732579	0.00241609025672	0.001183421533	0.00034885953586	0.000298455892489	0.0219913684003
e	0.763930169074	0.170452489529	0.0334838695793	0.0159023210533	0.00554117519193	0.00244263310557	0.000466469763	0.000149920635953	0.000107592271096	0.00752336208677
r	0.574846976358	0.301419459843	0.0551459995264	0.0101296740178	0.00633008014731	0.0132357112552	0.007192658053	0.00115236007932	0.000659093020632	0.0298879416323
e	0.357048144453	0.387762266614	0.172715497842	0.0098397076726	0.00665732684244	0.0168791535717	0.00942108695967	0.00149034555544	0.000845674311544	0.0373407783884
k	0.183564503818	0.445911588871	0.233396159281	0.00934331389087	0.0106687514075	0.0247802910106	0.0158628449286	0.00217863164748	0.00178698930851	0.0725069559738
a	0.119187361273	0.325408272957	0.386387366427	0.0223653526303	0.0123589724358	0.0275088882035	0.0180117641829	0.00241249779216	0.0021036992105	0.0842558429046
k	0.078113665091	0.241891734319	0.503456958809	0.0313957962101	0.0205460624453	0.0368770872678	0.0155858322676	0.00250794184039	0.00162677651117	0.0679981352149
à	0.072702249697	0.22195292144	0.494374359603	0.0618223264034	0.0256320684818	0.0418640236559	0.0148023693225	0.00256594712346	0.00147957075572	0.0628041606216
n	0.0616514982323	0.17089637048	0.482385869868	0.104816148801	0.0388651421606	0.031716500452	0.0108593690075	0.00313120401782	0.00599716550391	0.0896807357572
n	0.0484403237441	0.10439508516	0.269255357956	0.362886652934	0.0666394173869	0.0275442935507	0.0097881819825	0.00360855656261	0.0077612718013	0.0996808945857
i	0.0368904555814	0.04610467172	0.139221087319	0.611567674311	0.111971152462	0.0112943548169	0.0035767877955	0.00162115585754	0.00288628668043	0.0348664310286
t	0.0296871501938	0.0428918929067	0.13043491244	0.473256841437	0.171422864154	0.025421173839	0.00866607875317	0.00833538906585	0.00839981400681	0.101483913843
s	0.0295265543979	0.0349871806356	0.0839796453133	0.345991927146	0.303006734718	0.035716565613	0.0106540445177	0.0117304496886	0.0111360181023	0.133270888948
ì	0.023918546466	0.0188854455452	0.0437200662711	0.267343889049	0.537580978239	0.036975718871	0.00423491167257	0.00627209796287	0.00489019611077	0.0561781534493
c	0.042254432822	0.0470801435151	0.0395500740904	0.122930285683	0.46700165608	0.047192576957	0.0750505831242	0.012659958721	0.0186051423469	0.127675150616
h	0.0666456476073	0.0533975999717	0.0269235776968	0.151792891228	0.367533228693	0.039208259319	0.0994473237081	0.015701554007	0.0244899207823	0.154859983539
r	0.0566823815358	0.0243382107906	0.0133063633989	0.189415805409	0.564052372898	0.0273174984397	0.0350715528027	0.00948952710233	0.0127008885941	0.0676253658463
a	0.0339176186786	0.0192080672635	0.0175380842996	0.10156274847	0.641075860966	0.106067121813	0.0148652735009	0.0200005020341	0.0080757446647	0.0376889172821
c	0.0276616810595	0.0229958827545	0.0212471377665	0.04138922449	0.430556140322	0.140993375604	0.108230594834	0.0317695150114	0.0512591756882	0.123897223094
e	0.0400967436865	0.0324281882515	0.0492675609222	0.0269309204967	0.207084820107	0.165045753535	0.146482778278	0.109830287337	0.0704557838961	0.152377123031
e	0.0316328238955	0.0266843944172	0.0547211037741	0.0203104414656	0.115291927869	0.176530992512	0.201779072759	0.246250429112	0.057666396632	0.069132353677
n	0.0150018586318	0.0158342784724	0.021961545058	0.0074584872552	0.043727265323	0.090847331504	0.33698412092	0.342693449704	0.059944254544	0.0655473352257
ì	0.00984215554393	0.0123656273241	0.0118248555193	0.0040430013184	0.0191058989743	0.0522906198347	0.25648602364	0.540997456568	0.039417815848	0.0536265000752
c	0.0171507255146	0.047702061608	0.0202879500064	0.00445665840613	0.0114193004914	0.0307760142782	0.142053952547	0.542725112189	0.0571026519493	0.126325555025
h	0.0444167818382	0.0615710272027	0.0227026762021	0.018290294002	0.0203912786638	0.0359442124261	0.0965996935157	0.331378767396	0.12594023865	0.242765001675
e	0.0426128012794	0.0262335840676	0.010857748934	0.021527693734	0.0211639323546	0.036010238142	0.0490487728386	0.346914575799	0.166356252883	0.279274370558
n	0.0229747590931	0.0258764096892	0.010802953978	0.00976871031133	0.00995094805153	0.0155551095473	0.0348124022795	0.3387147586	0.199913000961	0.331630923519
a	0.0183526536977	0.0284801375631	0.0139277809927	0.00662989610378	0.00624998148384	0.00756203488243	0.0246582375265	0.228383159533	0.394370493654	0.27138560784
n	0.0141594298992	0.0260144268544	0.0150528166642	0.00457202250126	0.00415854412795	0.00472947416081	0.0228399982755	0.193059203178	0.528163607885	0.187250485947
a	0.0114946166331	0.0243907482848	0.0133491942214	0.00340657556709	0.00322525834265	0.00300149768694	0.0227407608585	0.159447891059	0.588233292628	0.170710185316
t	0.00882279554437	0.0226911334283	0.0117227430738	0.00300452002236	0.00291886344755	0.00219165399565	0.0221524383862	0.127554823686	0.636658544209	0.162282481772
è	0.00842040838146	0.0209697548094	0.0106283702246	0.00379423444079	0.00366530548252	0.00289181879855	0.0221628391287	0.109723847895	0.64096144807	0.176781963924
t	0.00786351232715	0.0144380216031	0.00715284907487	0.00353637404693	0.00305783109417	0.00261782878618	0.0130173013762	0.0711296392983	0.737894449357	0.139292189641
