 	il	ladro	è	entrato	da	qui	</S>
o	0.84634797	0.1328591574	0.009935297341	0.001683774	0.00275759552342	0.00191649721088	0.00449978445965
l	0.5387025	0.4342478758	0.0110028522803	0.00442921353333	0.00282122435447	0.00193037042029	0.00686593481988
à	0.270768656667	0.707646715267	0.0067259562601	0.00756928384444	0.00114348246482	0.00067259552343	0.00547323150663
d	0.172565578889	0.742295081756	0.0199201460867	0.0364430976148	0.00121313738827	0.00115104127448	0.0264118490689
r	0.18747061963	0.598445930585	0.0412624360289	0.135259734205	0.00190028869609	0.00135924264149	0.0343016906896
o	0.247245099877	0.468344166862	0.0945127966763	0.174385551402	0.0015947084187	0.00051863152883	0.0133990348299
i	0.155102357959	0.352684406954	0.365317672225	0.118153740467	0.0033563044929	0.000213095847943	0.00517241840997
m	0.0551102279863	0.189252116985	0.481161240742	0.259729576822	0.00624324059763	0.000205449512648	0.00829811133666
b	0.0380138346621	0.105560909995	0.318810443581	0.519165955607	0.00745065796588	0.000278760540883	0.0107193779456
ì	0.0337625078874	0.0430332503317	0.47314977786	0.424459803202	0.0186481706553	0.000234193866961	0.0067122171152
k	0.0149911972625	0.0234474041106	0.486838759287	0.438670769067	0.0228429685518	0.00192446199565	0.0112843756717
e	0.0271277220542	0.0182700753702	0.263619843096	0.461620397689	0.213865396851	0.00299663449855	0.0124999442906
a	0.0314153886847	0.0166936931234	0.168111787699	0.20255941523	0.570873132284	0.00327609233285	0.00707052949687
p	0.0130482541282	0.0170756723745	0.0757746975663	0.08667793741	0.791483777428	0.00570147644428	0.0102381871656
ò	0.00821140117607	0.0133881461248	0.0351005185221	0.0374048078033	0.887074925809	0.00767269781476	0.0111474943885
t	0.00580042479202	0.00827319270827	0.023760758174	0.0221540656011	0.71554976527	0.204084815938	0.0203769834628
t	0.018653160764	0.00634373933609	0.0399859683913	0.042851603867	0.365481221757	0.397053541979	0.129630771821
u	0.0227487257213	0.00432381344536	0.0444665727971	0.0448510412223	0.171944715252	0.468754313993	0.242910830607
</S>	0.0124429140607	0.00326903657268	0.0355349393986	0.0239508455111	0.122346054626	0.543378186996	0.259078040304
