 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.744167655	0.1930092635	0.007254318415	0.024134499931	0.001829902685	0.0148303241832	0.0004842699585	0.0086205439987	0.00201278348275	0.0013157709217	0.000397156355835	0.000573101771045	0.000157074121475	0.0012132655035
à	0.504389465	0.375460521167	0.037139754805	0.039800573977	0.002746271895	0.0165417844611	0.00100369815283	0.0146113009996	0.00306041836092	0.00183224624057	0.000625919261945	0.000614462987015	0.000220619237158	0.00195290936783
b	0.269338032333	0.623098540389	0.0435101987683	0.0292376136923	0.00218042791167	0.00812824118703	0.000942509164277	0.0109779614865	0.00216478008031	0.00127269321019	0.000498807953982	0.000269746480338	0.000154870928053	0.00822551532261
b	0.171129941444	0.685620213463	0.0423536367561	0.0120187234974	0.0633188025172	0.00372826507234	0.00614652103476	0.00411383928217	0.000927685800103	0.000603100093397	0.000264720887994	0.000114101840546	6.98644571843e-05	0.00959054284587
e	0.177498337148	0.580781351154	0.131713435585	0.0086330380658	0.0859603681724	0.00145352182078	0.00803701214492	0.00184255686072	0.000436625317701	0.000237913424466	0.000126065584831	3.86770376453e-05	2.40802657081e-05	0.00321700756829
t	0.113655420916	0.681894797051	0.155870901862	0.00612726565527	0.0344195097241	0.000942211926927	0.00414468494831	0.00100856908691	0.000310067653567	0.000179646791489	6.3399203777e-05	1.46126771118e-05	1.38846183827e-05	0.00135498849076
o	0.0752293788387	0.540563155017	0.350524103954	0.0115777958518	0.016292764808	0.000939516242309	0.00289165304944	0.000733945112303	0.000275428497856	0.00017029565283	4.48534229257e-05	6.6544922006e-06	1.11275501276e-05	0.000739306541253
à	0.0621894373796	0.196896938006	0.713387001318	0.0163748826173	0.007507453436	0.000720208494103	0.00150731484981	0.000652395770768	0.000171354539285	0.000137163803277	8.82044026419e-05	4.74151109687e-06	7.10708337587e-06	0.000355835538084
t	0.0225794365599	0.0849346696687	0.867311480439	0.0126272852058	0.00412652807867	0.00423252321137	0.0012601281166	0.000814896523589	0.000224002593095	0.000431460764426	0.000251763007547	2.0318177099e-05	1.3135701792e-05	0.00117242617936
t	0.0141342241866	0.0418271822229	0.82078137348	0.0114219527353	0.0823522996929	0.00543951059379	0.0190169743389	0.00101173755786	0.000917766274365	0.000614216851475	0.000317517475849	2.68793143663e-05	2.8034153264e-05	0.00211033945979
o	0.0131291453955	0.016565927641	0.612562817827	0.191094042912	0.130193616564	0.00460315038793	0.0267622957796	0.00184320105262	0.00114886475145	0.000385602253825	0.000190878560283	1.30766041888e-05	2.56830379547e-05	0.00148166163326
k	0.0085986978985	0.0423640737803	0.513723065942	0.277702430971	0.0992784888547	0.012849602796	0.0270475362599	0.00577314278421	0.00225928131048	0.00235832640794	0.00120361244843	0.000163242448796	8.61449028516e-05	0.00659230489109
o	0.0073346838995	0.0505874577534	0.381566498647	0.384938430324	0.0954603562849	0.0209929115987	0.03463338742	0.00850992459474	0.00270176313683	0.00309577901931	0.00155471119948	0.000213785175632	0.000106879072384	0.0083033925437
r	0.00604359143317	0.0313810837445	0.186805806216	0.494878026775	0.171584842095	0.0300810461996	0.05572206914	0.0115606355316	0.00231684921228	0.00242034888977	0.00131326284983	0.000143127907911	5.47713678947e-05	0.00569455609457
à	0.00450004744439	0.0249392690215	0.108359471739	0.527449875592	0.189298514032	0.0331571347332	0.0767595930467	0.0239756871772	0.00266536097076	0.00256242836326	0.00128444403661	0.00012402401297	3.76018655316e-05	0.00488657637152
s	0.0041620582148	0.0116839121138	0.0545088655797	0.544133998531	0.192561928011	0.0380663385777	0.106536516349	0.0299759620591	0.00397130309025	0.00305582228775	0.00111914086554	0.000204069381323	0.000256014169077	0.00976407013051
i	0.00282318013827	0.00724870249627	0.0332801476599	0.371530122844	0.22721047267	0.0751417161926	0.13593509545	0.119954713686	0.0100777260301	0.00380703019592	0.00110216034185	0.000230830262441	0.000328961414559	0.0113291482435
k	0.00194245511276	0.00676187162376	0.0171550973533	0.255565677615	0.21377994089	0.0857817320642	0.214421891817	0.168819994562	0.01514773501	0.00586592339864	0.00254828680062	0.000604470456147	0.000225694046386	0.0113792739478
o	0.00208942687092	0.00658327945459	0.0110372841178	0.162230092538	0.166514590963	0.0769087406881	0.225557883939	0.286753554854	0.03280890867	0.0131250301329	0.00397825183354	0.000785936395382	0.000199255285462	0.0114278008626
r	0.00260083625697	0.00505996573153	0.00657637983927	0.111355582179	0.0935335776543	0.0736917502294	0.18912443798	0.412640611618	0.06074264289	0.0227598833776	0.00823032661118	0.00171241640846	0.000298651898487	0.0116729455009
à	0.00320907538566	0.00464419437718	0.00460502161309	0.0743996270597	0.0598378718848	0.0538444674098	0.176493235993	0.349314603873	0.09689399763	0.117068772793	0.0423529222037	0.00481051556949	0.000352634029496	0.012173062267
s	0.00424741189522	0.00294778905906	0.00327501680436	0.0460143620199	0.0382719582949	0.0470461631366	0.147981341998	0.322847241291	0.145311735877	0.154110145931	0.0539489574012	0.00719277202316	0.00284123307317	0.0239638745223
i	0.00340050227507	0.00228036984635	0.00248461563479	0.0341957760066	0.0289468764316	0.0336019175122	0.114272842333	0.25801381043	0.276372438626	0.16835259031	0.0399828951337	0.00651382427439	0.00386543049106	0.0277160969741
s	0.00274603326836	0.00317640364212	0.00190818797826	0.0237557933355	0.0145350821439	0.0165388906374	0.0572131224443	0.189575333477	0.383399876209	0.20016601677	0.0542060840446	0.0126792818581	0.00566791863035	0.0344319377914
