 	la	casa	la	costruirono	i	muratori	</S>
o	0.9261492	0.0589113808	0.003604214682	0.001905393561	0.0017781930775	0.000695618985555	0.00695595988822
s	0.659839006667	0.3073292836	0.0106318801273	0.00279798632033	0.00202823165917	0.000766767655185	0.0166067976294
p	0.316314060889	0.6259487612	0.0378779817091	0.00268438757344	0.00130827755306	0.000429219345062	0.0154372563431
ì	0.16535581063	0.766157477067	0.0590866105697	0.00219699115781	0.000897272487687	0.000273652813354	0.00603213441437
t	0.0910438195433	0.766377069022	0.0904530635232	0.0288306114859	0.00162916459923	0.0147028363361	0.00696338363812
i	0.0800828875144	0.528302453007	0.322435734508	0.041093389162	0.00193546604308	0.0194976752177	0.00665234820937
o	0.0723084180381	0.250525021002	0.636772401503	0.0272944523873	0.00304962529103	0.00668395127823	0.00336610653312
f	0.0273249368794	0.126538780334	0.775527733834	0.0521922567958	0.00509392676368	0.00315246472608	0.010169897311
a	0.0315637009598	0.064246976778	0.641330484611	0.230337318932	0.0171252713879	0.00261954727536	0.0127766819703
b	0.0328244523199	0.0372977735927	0.413215388204	0.458011989644	0.024857265796	0.0112316845918	0.0225614501901
b	0.141932306107	0.0631531358642	0.364571376068	0.360850742548	0.0259349035987	0.0140479615306	0.0295095963967
r	0.284860948702	0.137340108621	0.388771385356	0.136896103183	0.0264582568662	0.0064470757102	0.0192260841322
i	0.213531495567	0.128182037874	0.282896445119	0.130016510728	0.229118759622	0.00343443267007	0.0128202604774
k	0.0824133681323	0.0541477685247	0.12068102504	0.415301736909	0.302898931874	0.0125474021234	0.0120097495925
è	0.0376425993208	0.0226177892082	0.0469747700133	0.45461593397	0.411859262625	0.0161699798078	0.0101196753308
t	0.0228943712403	0.0128101955361	0.0206489730044	0.371537366323	0.492604314208	0.0427129457026	0.0367918392436
s	0.0314204575468	0.025977503512	0.0391482390015	0.389627832108	0.335213114736	0.0642894485675	0.114323407748
a	0.0355093766489	0.0287272435373	0.0437129605672	0.197160979369	0.534514054912	0.0365492778558	0.123826147916
n	0.0142570218163	0.0166247862124	0.0191668257557	0.187054628456	0.616136378304	0.0520384076186	0.094721979972
e	0.0222946140721	0.0158184260708	0.0115605941186	0.184089513819	0.609484869435	0.0765572225395	0.0801947819907
e	0.0271528923574	0.0161328350236	0.00959365557287	0.0697980089397	0.578647656478	0.21960351418	0.0790714839969
f	0.0131853093858	0.0175700146745	0.00937969609096	0.0447810973132	0.332186508826	0.46991213806	0.112985254666
a	0.0157098140619	0.0171097455582	0.00867391926365	0.0332580484377	0.285520739609	0.449450422687	0.190277304889
b	0.016926676154	0.0162370631861	0.00801734722122	0.0289632811459	0.24595959987	0.461603070896	0.222292954963
b	0.0415519408513	0.0332803917287	0.0260256602071	0.0453003557153	0.200325346623	0.408258591965	0.245257718321
r	0.0863224766171	0.0735992272429	0.0811731834024	0.0997559805718	0.265493322208	0.156040421655	0.237615356107
i	0.0695913752057	0.065715209881	0.0797538195675	0.0993684801906	0.236294210736	0.0769316722183	0.372345165369
k	0.0278841019686	0.0371783930937	0.0322891742892	0.0734210367302	0.169419066912	0.205595426406	0.454212785123
a	0.0233918475562	0.0303395450312	0.0167756777631	0.0645494669101	0.150234832304	0.257390295469	0.457318348374
t	0.0206395935854	0.0165750056771	0.00858461172103	0.0289652746367	0.109739019101	0.377829671823	0.437666809458
ù	0.0166393482618	0.012897661559	0.00744833170701	0.0195298308789	0.0494602707003	0.542658740608	0.351365803153
r	0.0164798289873	0.016023555853	0.008090080069	0.0186708146263	0.0312837552334	0.617143663536	0.292308271051
i	0.0084539260291	0.0124160464177	0.005292227123	0.0155680223421	0.0236301814111	0.515994234512	0.41864532035
</S>	0.00578022921455	0.00696393790885	0.0032700584615	0.00855435837105	0.0239354467055	0.294728687256	0.656767260175
