 	perché	aveva	lavorato	molto	</S>
j	0.9955706	0.0034978972	0.000719959864	5.17475068e-05	0.000159740972
a	0.986727456667	0.0118773332667	0.001034386988	6.46348589333e-05	0.000296143930667
t	0.854337865556	0.128620434756	0.00646813446267	0.000412957526311	0.0101605716936
ì	0.757708688519	0.218823594919	0.00946399035422	0.000528253183437	0.0134754766112
ì	0.55838156284	0.41615320164	0.0204224753181	0.000233929785812	0.00480886550373
c	0.31695863428	0.57338779388	0.0725638917727	0.0018496610786	0.0352400377546
h	0.408905068093	0.389152534627	0.149476380591	0.00502726989287	0.0474387679182
e	0.362632770698	0.203959581542	0.409944090197	0.00501739393096	0.0184461646727
p	0.143522770899	0.107547706181	0.732604616732	0.00454157714365	0.0117833005909
o	0.0823329149663	0.0541498053937	0.841532092244	0.00673936924788	0.0152457978636
l	0.0616830713221	0.0387363277979	0.852526397415	0.011611423416	0.0354427996212
e	0.0533892261074	0.033182193266	0.756982265805	0.093642340472	0.0628039932071
m	0.0489355818358	0.0272389057553	0.712163521935	0.135544113491	0.0761178694024
ì	0.0274169690786	0.0258840595851	0.647707340645	0.19945511783	0.0995365214675
s	0.0200337156929	0.0198850305284	0.446082653548	0.39250966261	0.121488950489
o	0.0127560245643	0.0124158876095	0.264141751183	0.513051457537	0.197634903496
n	0.0102438630548	0.0135400503032	0.170086053728	0.602413365846	0.203716709832
t	0.00690164188493	0.0139051838677	0.138132401243	0.723018538615	0.118042250277
a	0.00657055122831	0.00723149638923	0.103350843748	0.680500929538	0.202346151759
p	0.00394512984277	0.00761612446308	0.0733381792493	0.685898623179	0.229201917253
o	0.00405695778092	0.0165506894877	0.0416230810831	0.660726404393	0.277042852418
d	0.00427791816031	0.0248276384959	0.034455030361	0.625389401464	0.311049990806
d	0.0029217523201	0.018875133832	0.037457217787	0.787477437155	0.153268452269
h	0.00312581087337	0.00877256901067	0.0576405135957	0.868820649052	0.061640463423
ì	0.00263540322446	0.00436812190356	0.0516615821986	0.626693899684	0.314640985141
</S>	0.00212559141223	0.00282125020178	0.0350259425993	0.368509649842	0.59151754257
