 	ha	che	sono	usciti	</S>
è	0.61878859	0.02849956	0.0048791488	0.260939216645	0.0868935049
n	0.307143205667	0.0188588776667	0.0047913951	0.490946172215	0.178260344967
a	0.111430274222	0.0201191448889	0.0202207195333	0.664563224072	0.183666624989
g	0.0413553354073	0.0196421871296	0.0265494602778	0.532693398024	0.379759621663
u	0.0229644308024	0.0179260085432	0.0252181685259	0.445792742675	0.488098647221
ì	0.0295744269341	0.0619175175144	0.0587920741753	0.480140720892	0.36957525574
k	0.040813633978	0.162996632505	0.206026561392	0.264432099464	0.325731101913
a	0.0299525239927	0.150153585135	0.220149514631	0.126112816988	0.473631583971
n	0.0588301139976	0.177341299345	0.22487762571	0.079815347896	0.459135638324
e	0.0681051513392	0.185944203765	0.225355444293	0.030011082532	0.490584143108
</S>	0.0342516456796	0.0931907728575	0.112968775732	0.019202844766	0.740385971554
