 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.785788655	0.00200104263	0.00790932498	0.18707171357	0.00261254031935	0.00675327694575	0.00129921323515	0.00107660653676	0.00026376524728	0.000284529521865	0.00493937021843
ù	0.631308358333	0.04344910931	0.0467487493267	0.22091378119	0.00759020830645	0.0282241909819	0.00435337467838	0.00209847691225	0.00061084401576	0.000386788457288	0.0143161044061
r	0.466173882778	0.0879799164367	0.0653777014422	0.29274608373	0.0107703727688	0.0398307896606	0.00580683615946	0.00215731480408	0.000966504238587	0.00127030753576	0.0269202681354
u	0.248378362593	0.322370658812	0.0875110154807	0.28414221691	0.00690656345293	0.0223380916002	0.00324890173149	0.00115702972169	0.000738699134562	0.00146265151868	0.0217458187561
k	0.110550602531	0.437205532937	0.105617509827	0.303356594637	0.00906518868098	0.0188870382467	0.0030296176555	0.00087252789423	0.000393028973221	0.000622932652987	0.0103994322964
a	0.082264892177	0.294221357646	0.263219247942	0.321471744879	0.0100507330603	0.0177613082622	0.00296859369717	0.000782254544743	0.000292538046407	0.000345395205129	0.0066219049418
s	0.0647132267257	0.217109000549	0.352428632647	0.330483961626	0.0087039215201	0.0147145119341	0.00466214504439	0.00106512479491	0.000265625240802	0.000170357695843	0.00568346015693
e	0.0327213415752	0.12814083485	0.447165510882	0.352737263875	0.0125890801734	0.014368037478	0.0053307993248	0.00118194523497	0.000259774288601	0.000118602902281	0.00538678149231
t	0.0198250311917	0.0675166562833	0.527401563627	0.343210231292	0.0146970173911	0.0165442609927	0.00507363241827	0.00117743414832	0.0001577352912	7.01730777603e-05	0.00432623193744
o	0.0136234653972	0.0372409110944	0.448887931209	0.411299420431	0.0522833584637	0.0254660829976	0.00554106930609	0.00140882524944	0.0001269515004	5.62446092534e-05	0.00406571855248
r	0.0108159004657	0.0214246240981	0.34304964707	0.52364683681	0.0657573934879	0.0250657046659	0.00572368893536	0.00127065214981	8.98102434667e-05	4.60393214178e-05	0.00310968429083
ò	0.0141610141552	0.0207779774327	0.203664779023	0.57312699227	0.128642836496	0.042552691222	0.0116411839785	0.0020710681166	0.000140971274489	6.86836808059e-05	0.00315177153028
m	0.0150935474517	0.0207230538109	0.143440450341	0.586158340757	0.162257427165	0.0468436247407	0.0125449185262	0.00254174173887	0.00031569991483	0.000340676262269	0.00974045107676
ì	0.00650770165057	0.0100645038703	0.065517173447	0.492076858252	0.327952504055	0.0703545125802	0.0120178640421	0.00301976931296	0.000533740238277	0.000413466513423	0.0115418578089
