 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.69111357	0.1996399981	0.022805701	0.021157369333	0.0236423047725	0.0275653814105	0.00074547032295	0.009144625583	0.000991994693125	0.000899056730334	0.0022944987102
d	0.41587029	0.449664716033	0.0377672936667	0.024630453111	0.0257840469908	0.0289483189368	0.000922323340983	0.00947784052767	0.00105564877771	0.000909185657445	0.0049698439034
e	0.235779694667	0.665996292011	0.0517380212222	0.013304390237	0.0122399435969	0.0115595948123	0.000582153623661	0.00350967658689	0.000418185113903	0.000314070282248	0.0045579854678
r	0.139486891222	0.718622217337	0.0615826084074	0.0257752906123	0.0147852357323	0.00999898197077	0.00120837451789	0.00287833760663	0.000687176379301	0.000375363943183	0.0245995413226
f	0.270474692074	0.482687262446	0.150105940802	0.0335437405374	0.0157051212441	0.0105053679903	0.00164836457263	0.00290529862554	0.000786521922434	0.000395897384961	0.0312417891075
ì	0.321139664025	0.265389370815	0.355490856934	0.0299191945125	0.0090675849147	0.0056829138301	0.000979442407543	0.00125272269185	0.000275102012578	0.00013345346292	0.0106696645758
m	0.148357723675	0.357650550272	0.355239318978	0.0659433481708	0.0180481448049	0.0184764097767	0.00320385495251	0.00411823162395	0.000657278613293	0.000871205551673	0.0274338877319
u	0.0729327758917	0.299581006091	0.452338742993	0.0860435260569	0.0222190996016	0.0227884065922	0.00418519935084	0.00505215513532	0.000784220545064	0.00111666491446	0.032958181018
s	0.0409144919639	0.166627281364	0.555829294331	0.123411258686	0.0359396798672	0.0303189121974	0.0127278048169	0.00723833297244	0.00112957548899	0.000509695268723	0.0253536931133
i	0.0263158073213	0.121261631555	0.491011274777	0.207957382895	0.0604387819557	0.0407024247325	0.0198688861056	0.00804559553081	0.00124604708476	0.000307959867241	0.0228442232978
e	0.0168579837738	0.0481541816183	0.477304491592	0.216362874298	0.106238135985	0.0861415122442	0.0353262015352	0.00509328605027	0.000501755866687	0.00011511006908	0.0079044403726
n	0.00988458235793	0.0315203128728	0.318406602197	0.177208941433	0.181678635328	0.171343927415	0.0915016371784	0.00817751435009	0.000579242772229	0.000142778898693	0.00955579813753
è	0.015582282886	0.0280911959576	0.175133539066	0.158907983811	0.232289518443	0.177352779138	0.191495572393	0.00876526588336	0.000656967714076	0.000168302018231	0.0115565991458
e	0.015390782942	0.0172800364859	0.089472717922	0.10457919227	0.183358187148	0.194997513046	0.367361190798	0.0197650043945	0.00135138769469	0.000158386438077	0.00628561388193
r	0.005842878194	0.00721257452863	0.0347670265407	0.0446619027567	0.094345988716	0.202711381015	0.575460316933	0.0258110594648	0.00189294113156	0.000246524709359	0.00704741736064
t	0.006194748298	0.00386261714288	0.0172749135136	0.0232901450189	0.0493663172387	0.120335273672	0.737914225644	0.0156457631549	0.00148384164385	0.000749282979786	0.0238828774535
o	0.00661102309933	0.00255390248096	0.0115718305045	0.0152811264396	0.0386116530796	0.210349317891	0.669820555215	0.017439082385	0.00110545648128	0.000802879653929	0.0258531819178
m	0.00350404966644	0.00232073089365	0.00850026266817	0.0124695679799	0.0363817150265	0.245645048297	0.652999845072	0.0195735321283	0.00143592099376	0.00050322604531	0.0166661120726
è	0.00498242002215	0.00308937636455	0.00801981172272	0.01093059516	0.0290472840088	0.144321808432	0.678831688357	0.103546451709	0.00260618396459	0.000451463045103	0.0141729077575
n	0.00589390784072	0.00338496165485	0.00801558170757	0.01240926222	0.0268146663363	0.114722254811	0.638226836119	0.159623253903	0.00847849435486	0.0014926532117	0.0209381083192
a	0.00454724328024	0.00264027558495	0.00753207870252	0.01349521524	0.0216874217788	0.0874011136037	0.47913970404	0.346741621301	0.0118189141183	0.00193067237057	0.0230657333064
a	0.00412325956008	0.00326747436165	0.00833811323417	0.0111428145133	0.0174484013929	0.0646379468679	0.19470156468	0.662538453767	0.0203245280394	0.00267937575686	0.0107980766355
n	0.00411399388669	0.00557912445388	0.0104488167447	0.0084591142711	0.0104143865976	0.032885339956	0.08850708556	0.774680351256	0.0484655066798	0.00473095791895	0.0117153328785
c	0.146059567862	0.0111661944846	0.0172678815816	0.0079103579237	0.00770838356587	0.0189440154853	0.110895987853	0.539931589752	0.0477419245599	0.0188299106397	0.0735441859595
o	0.222497545954	0.0161150558282	0.133834622194	0.0416981834746	0.0369802008886	0.0381873939951	0.136902339284	0.228653112584	0.0339166171866	0.0225828457799	0.0886320902532
r	0.105261942885	0.0124403312761	0.166152055598	0.0545774104915	0.0510186082962	0.0572695079984	0.107637739761	0.267522784195	0.117498695729	0.0132830268266	0.0473379196844
a	0.037480116795	0.0056497861587	0.059478266866	0.0259698174972	0.0249568990987	0.0389729406661	0.0731871724537	0.480829378065	0.19613213191	0.0222117442755	0.0351317622281
a	0.0157681749317	0.00341334298623	0.023412847422	0.0139863333991	0.0115949247329	0.020223798322	0.0261888889179	0.504496739355	0.311875167303	0.0431538087585	0.025885991076
n	0.00856499131057	0.00461562486208	0.013287086474	0.00769268103303	0.00617373117763	0.0120189012073	0.0106508920726	0.315032647785	0.490186845768	0.103150942919	0.028625642692
k	0.0304596890369	0.00556901095403	0.0100822085913	0.00602024647768	0.00409137892588	0.00792941280243	0.0058130670242	0.150673104928	0.385645467923	0.201090110973	0.192626277231
ò	0.037091387679	0.00407564841801	0.00679632963043	0.00818790895923	0.00416553014196	0.00588513200081	0.00491902647473	0.113845549309	0.237027635308	0.243843236991	0.334162615744
r	0.0144043372597	0.00200653909934	0.00405845611014	0.00809968458641	0.00388410789065	0.00529103280027	0.00409830992491	0.116424868103	0.397029288436	0.219181558997	0.225521832915
a	0.00801899178657	0.00164905635978	0.00411058647005	0.0099328471288	0.00491251494022	0.00728427806676	0.00303801714164	0.158797081034	0.415644202812	0.250980792999	0.135631633305
