 	è	facile	che	stanno	ancora	svegli	</S>
è	0.617063615	0.1736350165	0.002540490685	0.012251230225	0.0400589816013	0.0520415570372	0.102409109893
f	0.360796191667	0.3523370755	0.00566836642833	0.0133915815083	0.0421851774004	0.0556234963457	0.169998086631
à	0.195479467222	0.629545515167	0.00633003440944	0.0059084706861	0.0162256948068	0.0221262857769	0.12438455185
c	0.0844359124073	0.789142638389	0.00713782473648	0.0051684579787	0.00900188740893	0.0091207365873	0.0959926069233
i	0.0604949261358	0.80187484613	0.0302712745788	0.0092241589929	0.00674748220298	0.00478460121543	0.0866027332744
l	0.0466026093786	0.654202942043	0.21523380486	0.0408156586643	0.00975632746766	0.00197178372481	0.0314168331581
e	0.0335722351262	0.326360280014	0.467418344953	0.147749416221	0.0109987863559	0.00103223493962	0.0128686562294
k	0.0274865580421	0.171002716005	0.521014404984	0.241162515407	0.014620172652	0.00239239671122	0.0223211994865
a	0.0275828646807	0.120418983335	0.374510111661	0.430489185136	0.018332940884	0.00285016806307	0.0258157213288
s	0.0256156084602	0.069527042445	0.23170302722	0.632441801712	0.017363245628	0.00195055508036	0.0213987209429
t	0.0122974962534	0.0469950004817	0.18681524574	0.711534187237	0.0185533352093	0.00166271289012	0.022142081981
è	0.0108837256178	0.0178425343939	0.126636131913	0.806390409079	0.0258107207364	0.000581442890707	0.0118551264603
o	0.0099421177726	0.0178442640313	0.060826945971	0.780126493026	0.118044541912	0.00377461159424	0.0094410696201
n	0.0092430288242	0.0357030643438	0.042133065657	0.625246231009	0.233150663971	0.0205975531981	0.0339264028734
e	0.0288181696081	0.0380910011146	0.0324877445523	0.37890438967	0.453738521324	0.0231965669327	0.0447636306245
a	0.0320345257027	0.0295689917049	0.0177656895174	0.152152577557	0.671550763775	0.0687007548442	0.0282267282082
n	0.0163278774009	0.039418561235	0.0187252501725	0.0644608408523	0.678929887925	0.142675278281	0.0394623350694
k	0.0970991171336	0.043281632745	0.0739511500575	0.0469173269508	0.494623335975	0.10881173976	0.135315747023
ò	0.132683316711	0.027580716915	0.0855797923525	0.0440379789836	0.505334841992	0.0417761005867	0.163007315674
r	0.058967036137	0.015296637305	0.0415180284508	0.0344889089945	0.709794003997	0.0562586151956	0.0836768142247
a	0.0607519699457	0.0136997831017	0.0284105319836	0.0317340499982	0.738489934666	0.0603585460652	0.0665552004082
a	0.0601285620486	0.0115587737006	0.0151029674279	0.0205393469994	0.499853621555	0.314433338355	0.0783834001361
t	0.0211465824829	0.0102821795669	0.00846392064263	0.0076280089998	0.185348211852	0.708819902785	0.0583111713787
s	0.020208656561	0.0114753688556	0.0224384004475	0.0048942055666	0.0783702076173	0.581639006262	0.280974121793
ù	0.0299236298537	0.0126470976185	0.0329215404825	0.00587815365553	0.0418873702058	0.502835407421	0.373906782598
n	0.0241954406179	0.0203614655395	0.0280569701608	0.00693168861851	0.0483699540686	0.70568444914	0.166400028866
n	0.0540420875393	0.0222070695132	0.0658991180536	0.0121298170395	0.0865169266895	0.617971379713	0.141233602289
i	0.0632150798464	0.0128143615711	0.0715288104845	0.0118021665798	0.0791114295632	0.493231999904	0.26829612743
t	0.0256688712821	0.030638126257	0.0309667219615	0.00761201209327	0.0557142058544	0.590763889968	0.25863613081
i	0.0141088997607	0.0363808844857	0.0168669893205	0.00610239973109	0.0511439556181	0.464704255323	0.410692591937
</S>	0.0125713928804	0.0195587808429	0.0105691516602	0.00372943991554	0.0396002903091	0.244086665662	0.669884275968
