 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.51012935	0.427446359	0.004312174075	0.00246679411015	0.015154653192	0.010775357767	0.0100835951865	0.0045826353468	0.0041103174062	0.0044153676507	0.00112771493705	0.002514091277	0.000261972239428	0.00061163776289	0.00094775633075	0.000367104270895	3.306375211e-05	0.00066007320775
ò	0.206550991333	0.678075796333	0.010175117025	0.00568976570338	0.0322522067307	0.0242317079223	0.0155154187288	0.0078988031156	0.00595126280207	0.00496097618357	0.00173745471235	0.002613652219	0.000333002129809	0.00079275520763	0.000988493426917	0.000424558546965	5.610528237e-05	0.00175196593592
t	0.214165391778	0.674928508778	0.0121362010083	0.00585258583446	0.0288495601436	0.0221357138741	0.0110211559763	0.00616470802187	0.00399012405069	0.00233163932119	0.00136917980412	0.002150196633	0.000327180536603	0.00051095968921	0.000442349332306	0.000243134558988	7.903789579e-05	0.013302394712
t	0.508012683926	0.433665557259	0.00758836496943	0.00285000547815	0.0110884840812	0.00817318664803	0.0041658623821	0.00230564946229	0.0015132540669	0.00093073330373	0.000645991954707	0.00209064929767	0.000256165529668	0.000237527221603	0.000221153622102	0.000125831579929	6.40822043967e-05	0.0160648174863
i	0.515407447975	0.46145187342	0.00421955308981	0.00115723456738	0.0047140752604	0.00305685900601	0.0014963721927	0.000815564700097	0.000527834169633	0.00033613959391	0.000225760266702	0.000922038372557	8.74609668727e-05	8.10027219243e-05	7.6029260334e-05	4.2690956853e-05	2.19528028556e-05	0.00536012963237
i	0.214026215992	0.764073757807	0.0135937154966	0.00065183913046	0.0026825836868	0.00131820576867	0.000592656049567	0.000330442184366	0.000201434123878	0.000126531388303	8.78293507007e-05	0.000355669594186	3.37873988076e-05	3.01993478314e-05	2.68624466447e-05	1.59308124277e-05	7.65856430853e-06	0.00184465357539
v	0.094862956664	0.859959685936	0.0352596718322	0.000815410010153	0.00522244372893	0.00132441062289	0.000527625679856	0.000347694604789	0.000153529611293	9.95074237677e-05	6.92102749002e-05	0.000306290214729	2.62634816025e-05	1.95314506105e-05	1.59887194482e-05	1.20978443426e-05	3.89397683618e-06	0.00097372661513
ò	0.0643202202213	0.791318738645	0.122943744944	0.00429614250338	0.0110304015763	0.00278181480763	0.000948814713285	0.00062588063493	0.000292440653764	0.000137595484589	0.0001298990163	0.00028908474491	3.17604245342e-05	2.94880588702e-05	1.50388054827e-05	1.28797221142e-05	7.53054124539e-06	0.000788511518377
e	0.0460842270738	0.561320609548	0.343296284981	0.0253302915011	0.0144307851921	0.00354972960254	0.00127092463776	0.000937463611643	0.000447106384588	0.00018929002153	0.000342104905433	0.000321111188303	0.000169451957178	8.62142246234e-05	2.24811238276e-05	4.61591360381e-05	1.75198807485e-05	0.00213823343946
g	0.0252183996913	0.309830089849	0.581203754994	0.0458627078337	0.0207973387307	0.00452209840085	0.00179961221259	0.00195477763721	0.000748309294863	0.00041332145051	0.000758818001811	0.000791310162768	0.000398663692393	0.000201674154874	5.81143616092e-05	0.000115753903346	2.51339609162e-05	0.00530008237982
h	0.0263680345638	0.210507223283	0.557640041665	0.0453293292779	0.0784573295769	0.0183288160003	0.00927415173753	0.00689818767907	0.00271725716495	0.00353369005017	0.00194665753394	0.0292107523876	0.000629033484131	0.000388023238291	0.000802351325536	0.000284295991115	0.000103145815305	0.00758165379327
è	0.0242949181879	0.147185648428	0.555138727222	0.0808479097593	0.0966001655256	0.0220329471334	0.0111328858125	0.00748453702636	0.00302326515498	0.00433424828006	0.00195216601798	0.0382189259972	0.00051329921871	0.000341155433097	0.00101440019638	0.000278942754305	0.000120303142535	0.00548556620642
n	0.0319443907293	0.064178042476	0.637992829074	0.15685582992	0.0522348475085	0.0114975135111	0.00507735660417	0.00395070700879	0.00148379018499	0.00179638302335	0.00112319294599	0.0166814245337	0.000516986710237	0.000223554474699	0.00045024409666	0.000168892105368	0.000143894841612	0.0136801176775
n	0.26116789591	0.0373304351587	0.428267069691	0.145530864973	0.0446248845028	0.016241611837	0.0100260459681	0.0065781788696	0.003834665095	0.00416439434112	0.00477628341533	0.0166404478446	0.00126940913675	0.000739066388233	0.000787264275553	0.000556181988456	0.000221093967204	0.0172442186258
o	0.325288638637	0.0241483983862	0.25579187323	0.216712109991	0.0979929701676	0.022910057279	0.0123131693227	0.00679553078987	0.00457380519833	0.00483149900037	0.00566342888178	0.0128122585415	0.00118072848458	0.000812830193411	0.000799626618518	0.000613187893485	0.000143963927701	0.00661599122693
m	0.119928667879	0.0332235184621	0.22699467441	0.380462216664	0.138089862056	0.027897820093	0.0145698414409	0.00843547709662	0.00507378523278	0.00609604388679	0.00374584750393	0.0245296597738	0.00109643180053	0.000720267061804	0.00183650723284	0.000491887951828	0.0001325252512	0.00667505436064
e	0.0471201459597	0.030087778154	0.14184248147	0.391911492221	0.276567326019	0.0344862043643	0.0150055603803	0.00888885803221	0.00509148574426	0.0063924969056	0.00305448700131	0.0283612378746	0.00106748488618	0.000686604938935	0.00217599375495	0.000450328235509	0.000128587017767	0.00668149504421
v	0.0189285558432	0.0142970931513	0.06553393449	0.49038665074	0.334330448673	0.0338107401214	0.0112878493601	0.00677712184407	0.00375800858142	0.0039687323452	0.00165462320044	0.0101902262415	0.000432685814727	0.000374919644645	0.00106048702898	0.000245602306736	4.6759527289e-05	0.00291557377207
è	0.00691220071773	0.0075848089371	0.0276198380633	0.677693730247	0.223383002891	0.0257026110405	0.00973218822003	0.00631814518136	0.00337259466047	0.0032105110884	0.00123513758015	0.0041269925005	0.000233985922576	0.000288701603215	0.000688830975993	0.000181981131245	2.00748159297e-05	0.00169469144736
k	0.00574987648591	0.00383758099903	0.0123983516878	0.784348770082	0.156691120964	0.0162892103468	0.00557693104001	0.00395463346045	0.00182992778682	0.0014956207028	0.000940658073383	0.00252012362017	0.000356211658525	0.000215576489405	0.000332594131664	0.000123360012748	4.37083561432e-05	0.00329576850579
k	0.0904366384953	0.00444133689968	0.0105669686626	0.685734813361	0.121641166988	0.0220744744489	0.0122573695467	0.00569943582015	0.00419694869561	0.0048342703676	0.00588071089113	0.0168762759067	0.000891646452842	0.000805090309802	0.00150946068389	0.000608062410916	0.00209168167338	0.00945363250193
i	0.116081139732	0.00400115396656	0.00890307222087	0.38991108612	0.306758385663	0.0887095048163	0.0235953648489	0.00705893827338	0.0052944189652	0.00596599876587	0.00726517247704	0.0206036081489	0.000813202620281	0.000921895112267	0.00181992771663	0.000719712715972	0.00273836779656	0.00883902692398
a	0.0392930982773	0.00213233838885	0.00480303417362	0.17887944704	0.537723061888	0.169528534939	0.035266844283	0.00981477809113	0.0038642844884	0.00295004676529	0.00295452340568	0.00705732101297	0.000342624349427	0.000388049763089	0.000702192457543	0.000287072684324	0.000913614126887	0.00309913833133
e	0.0132065675924	0.00166042812962	0.00253523005787	0.0844919310133	0.571265053963	0.23792776498	0.056036714761	0.0191498800304	0.0046652192628	0.00237020922176	0.00165520816856	0.00254025131099	0.000209955497809	0.000242521324363	0.000356682019181	0.000163115181441	0.000305558733229	0.00121773039711
p	0.00477788507747	0.00225180310987	0.00212208628596	0.0543720123378	0.517868094654	0.287854568327	0.078083631587	0.0331470930101	0.00917011875427	0.00425224084059	0.00215683668952	0.00116575056033	0.000222747263936	0.000438764461454	0.000510091976394	0.00029713073048	0.000105033488076	0.00120413381904
u	0.00224700600582	0.00250842183662	0.00257247896199	0.0467418574459	0.419279424885	0.335291036109	0.110724900529	0.05167612967	0.0147151605848	0.00617719001353	0.00336202522984	0.000808171663443	0.000301137661312	0.000695519287151	0.000678551948798	0.00048775736016	3.94792593587e-05	0.00169377190635
l	0.00355929293527	0.00581454361221	0.00413668482066	0.0617771691486	0.309559734962	0.326979962036	0.13710843351	0.0603449925567	0.0193521688616	0.0103596337378	0.00663145040995	0.00835007409781	0.0021986255371	0.00189520339572	0.00281399907293	0.00149882882005	0.000206199174453	0.0374130112688
ò	0.00406857881176	0.0065777359174	0.00409696317355	0.0599196142162	0.202699206654	0.301100014012	0.20163921117	0.0985170568522	0.0287281379539	0.0137022235793	0.00826522946998	0.0109493600659	0.0031238404457	0.00226988466524	0.00347547216764	0.00173854126002	0.000262122900051	0.0488668229363
o	0.00178690155392	0.0026483292858	0.00182634642452	0.0245957022387	0.103948439218	0.298769578004	0.307306193723	0.169290248951	0.0403198669846	0.0153308331931	0.00671002962333	0.00505206658863	0.0019785364819	0.00122774065508	0.00161518913255	0.000846705506673	9.18185293503e-05	0.0166555167254
s	0.00193452276797	0.00279760056193	0.00143545504151	0.0154613104129	0.0866971150727	0.276419979335	0.342928687908	0.17599558965	0.0430393609949	0.0180478223977	0.00763583967444	0.00804302272954	0.00230125839397	0.00146765941836	0.00243336264418	0.00103883273556	8.59366838834e-05	0.0122366704751
p	0.0208677589227	0.00430541262064	0.00243171444717	0.015844686471	0.0811538570242	0.262557039778	0.321350395969	0.137952069883	0.0542600323316	0.0347644551326	0.0187933495581	0.0149922932432	0.00271550913132	0.00319139737279	0.00759470174806	0.00200806994519	0.00131114004796	0.0139061571584
ì	0.0261392606942	0.00322921906688	0.00220610298239	0.0135017308237	0.0509833926747	0.236514883259	0.32483877199	0.152322663294	0.0788342407772	0.0459016020442	0.0230485448527	0.0150435974144	0.00216128997711	0.00340513589093	0.00918147258269	0.00203217658173	0.00167590896265	0.0089800860528
t	0.0136696946181	0.00319125074896	0.00243189062746	0.0327377526079	0.0421813905582	0.19708030442	0.31943944733	0.161975759765	0.0776453712591	0.0388795203481	0.0173185012842	0.0244435071381	0.00359140575904	0.00525082506364	0.0101261645276	0.00350338239391	0.00281213250088	0.0437217436843
i	0.00947200773937	0.00311809127632	0.00243036738582	0.0358219340693	0.0308877798527	0.123254612473	0.263275105777	0.199256168588	0.13330844142	0.0597298547827	0.0307316130947	0.0262652572127	0.00505985258635	0.00605502335455	0.00985861574253	0.00385117404464	0.00318778400763	0.0544363256948
e	0.00339931847512	0.00118902947211	0.000953980575273	0.0125623196231	0.0139228471176	0.0594049718243	0.195748228592	0.304341272863	0.21678947714	0.0971349082609	0.0425766913649	0.0145052135709	0.00542876986212	0.00359088741818	0.00687766614751	0.00190112542821	0.00107783999521	0.0185954677316
p	0.00120114831704	0.00074170817737	0.000541858611758	0.00449208397437	0.00738785907253	0.0301096376081	0.147129319531	0.390665377621	0.22846330238	0.10908798942	0.039162610455	0.0117495771903	0.00578630795404	0.00337332750606	0.0094367463825	0.00205022264274	0.00039017640507	0.0082307570772
u	0.000544647879013	0.00064160282579	0.000586402370586	0.00187524829146	0.00483016905751	0.018065104536	0.108840703177	0.431678039207	0.232818330793	0.107451686473	0.0529124328183	0.0083897489301	0.00761233698468	0.00459199540202	0.0105264604608	0.00301237321425	0.000175022533023	0.00544773405907
l	0.001389962603	0.0015144412086	0.000892683273529	0.00180243326382	0.0069710848525	0.015792642512	0.0961742777257	0.391486013069	0.221109190264	0.113069465491	0.0584214106061	0.0242173461767	0.0104990319949	0.00615723180067	0.0180160664869	0.00462114107142	0.000559168254341	0.0273064599197
