 	ora	che	loro	non	vengono	più	</S>
à	0.98375995	0.00098748436	0.001308833783	0.0023902282705	0.00170185809845	0.000659863895115	0.0091918111655
r	0.800307583333	0.01254445942	0.0109337798277	0.0111678264235	0.00325624529948	0.00244602836504	0.159344104055
t	0.498655144444	0.24501571314	0.0284604402759	0.0153102378078	0.00484635109983	0.00271442238835	0.204997697685
e	0.268802997481	0.59503540438	0.0521185744253	0.0089488617026	0.00384388332528	0.00102279752245	0.0702274690617
k	0.119744346494	0.63145225146	0.113947971475	0.0658070363342	0.00941417873376	0.00192247076715	0.0577116978539
a	0.0560401968313	0.44412801382	0.345203623825	0.0874431481114	0.0114493096313	0.00223173516338	0.0535039580846
c	0.0657902622771	0.279839424607	0.385948629275	0.0503103353705	0.0068652835971	0.00392988262879	0.207316186828
ì	0.067574063759	0.169878014869	0.442444831092	0.0504317984568	0.00603324869903	0.00449343469626	0.259144594776
n	0.0476268499197	0.151136544956	0.626835053697	0.0544143611523	0.0219358250663	0.00313803915209	0.0949133477587
i	0.0686789023066	0.146363648319	0.442496309899	0.0769306020508	0.222078863689	0.00332574698403	0.0401259618862
e	0.0594119347689	0.085054811773	0.205879988633	0.225825584017	0.398011147896	0.00616303882801	0.0196535562621
n	0.0308305155896	0.042297057591	0.103431703878	0.290087144672	0.489544095965	0.008638599776	0.0351709620874
è	0.0273526351965	0.033070872197	0.0596770222927	0.195051564891	0.637521898655	0.00856730042533	0.0387586983625
r	0.0194901683322	0.0241016670657	0.0375251689309	0.119652289297	0.742852332885	0.0234306664751	0.0329476504542
k	0.00909141104407	0.0165220556886	0.020376401477	0.0495507304323	0.785658794295	0.0502101354917	0.0685904401514
o	0.00577386488136	0.0128868135629	0.012536490059	0.0257884784774	0.561550244765	0.244305551831	0.137158536717
t	0.00407228616045	0.00900549018763	0.0106984899197	0.0192572511591	0.438247644922	0.324964383944	0.193754458906
t	0.00471378782015	0.00891512222921	0.0088716496399	0.010490900553	0.528604214974	0.218959501315	0.219444856302
e	0.00375546770672	0.0069685731764	0.00462014254663	0.00785017501767	0.359182223991	0.324203353772	0.293420092101
p	0.00362650290224	0.00494812779213	0.00385558331554	0.00628317910589	0.13817578133	0.395732614591	0.447378244034
l	0.00433452476741	0.00828962939738	0.00559846723851	0.0038165124353	0.0824359114433	0.345569954864	0.549955021345
è	0.0027707592558	0.00860827683246	0.00520972614617	0.00299159951177	0.0522727608144	0.499805551621	0.428341333782
o	0.00203582888527	0.00451983797749	0.00267223434872	0.00235754647059	0.0201739105048	0.606709883874	0.361530771261
</S>	0.00238242334264	0.00362399648875	0.00211987102436	0.00225291958529	0.0118156001024	0.548390891937	0.42941431063
