 	non	ho	cosa	a	fare	</S>
e	0.94059978	0.028166173	0.0037622726	0.000843651155	0.0079306075385	0.01869747533
n	0.70963828	0.065446309	0.0144967992667	0.00218450641833	0.0398141278462	0.16841996311
è	0.372262566667	0.279145283	0.0506391257556	0.00246471673944	0.0668805359487	0.228607732703
c	0.194358545556	0.321593237667	0.0716366252519	0.00193214927981	0.157348985316	0.253130382568
h	0.0939262349853	0.124773743356	0.370253555084	0.00270092549327	0.168960944772	0.239384556356
o	0.0377740539618	0.0607515035853	0.716184828361	0.0258682211311	0.0656724325907	0.0937489542853
t	0.0185262573539	0.0413157961951	0.622269372787	0.0807665537104	0.16938861553	0.0677334227618
i	0.0124651349846	0.0274902643984	0.333834134262	0.31176801457	0.253206355177	0.0612360812539
k	0.0109153136615	0.0346986547995	0.130441363421	0.361028966857	0.289691288392	0.173224382751
à	0.0949653875538	0.0931676825998	0.059086700807	0.179602504286	0.349593346131	0.223584357584
m	0.121643088198	0.1005934332	0.0295894706023	0.125187108095	0.412400955377	0.210585919195
i	0.0450887110793	0.0437214917333	0.0158379567008	0.0739108376983	0.381508435126	0.439932546398
</S>	0.0290176145397	0.0328556133667	0.0122745491004	0.0450336113491	0.267753842563	0.613064748199
