 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.7558493	0.1695407232	0.032010895355	0.02617890806	0.0063456528406	0.00041343350385	0.0011447839176	0.00520064159778	0.00058993031065	0.00272575698994
d	0.493887626667	0.417208217733	0.040052723785	0.0303872591867	0.00654887662353	0.00055596894795	0.0012037973392	0.00525739536259	0.00059989331455	0.00429822256331
r	0.382185868889	0.498012132578	0.0650414599283	0.0438498582289	0.00281714005118	0.00203685536265	0.000537929669733	0.00186925121753	0.00024266806785	0.0034068421211
e	0.32433517963	0.537950560859	0.0855627533094	0.0455701143096	0.00140586952706	0.00254181172088	0.000259749387911	0.000688629405843	0.000114605421683	0.00157076604037
f	0.179175236543	0.69420637362	0.0927392544365	0.0181410153365	0.00238229585235	0.00424945550696	0.00068390500397	0.000426923901948	0.000435491587628	0.00756006764679
f	0.363559632181	0.49349482154	0.102341301479	0.0194562077788	0.00412602938412	0.00508137126899	0.00086876386799	0.000415077143983	0.000682459285876	0.0099743517156
ì	0.427027487394	0.28566266418	0.249688623826	0.0275991142596	0.00297877984137	0.00222543923633	0.000341444806997	0.000224215948328	0.000372446454625	0.0038797862052
m	0.177948425798	0.39247004806	0.364744551275	0.0230226877532	0.00829578622712	0.00352330779211	0.000869544586666	0.000396596426443	0.00210866228754	0.0266203885351
m	0.188147788599	0.334907673353	0.336534323758	0.0753594689177	0.018692401409	0.0056305179307	0.00158026062889	0.00100510262881	0.00343745476251	0.034705006545
u	0.194615159533	0.135220914784	0.428831091253	0.206319192973	0.015173611883	0.00378116776357	0.0010712795063	0.000898460611603	0.00189973742944	0.0121893511033
f	0.104249479844	0.112174034595	0.475192063751	0.229109414324	0.0311632593743	0.0192333543745	0.00995610496543	0.0020187719392	0.00391094285175	0.0129925532561
ù	0.0624385982813	0.101109962732	0.47009352125	0.270757951441	0.0376262304581	0.0248279647915	0.0129203045665	0.0023883450694	0.00458328241125	0.0132538314957
e	0.0251488552438	0.0356062947773	0.352610137083	0.535155787147	0.0258210161527	0.0137556525972	0.0047980780335	0.0010010387128	0.00153841289542	0.00456474027557
p	0.00929183979793	0.0149881883591	0.152368132361	0.760078615716	0.0383466740509	0.0187549388657	0.00271762941117	0.000901471104267	0.000535131847807	0.00201742172519
p	0.00775175649931	0.0112987818864	0.078838389787	0.808189138572	0.0458711946836	0.0369773819552	0.00279795993706	0.00424030616809	0.000325041100936	0.00371005717506
ò	0.00888061739977	0.0100232686288	0.047416161929	0.653577279524	0.0915853115612	0.173815670652	0.00415121174569	0.00585473578936	0.000256408553645	0.00443932292502
r	0.00804549536659	0.0065213844096	0.0282438553097	0.361255629841	0.301414757187	0.260130110217	0.0089495296819	0.00444597332979	0.00255300300455	0.018440278175
k	0.0332428854555	0.00439113516987	0.0182923601032	0.16465596928	0.510041372396	0.203682413406	0.0105385065606	0.00406369530993	0.0186814748682	0.032410224725
e	0.0398019298185	0.00269060405662	0.0136257017011	0.09236005476	0.612464530799	0.175067984469	0.0178104031869	0.00352514546998	0.0216125197194	0.0210411154083
t	0.0145639823595	0.00188249158554	0.010948250567	0.05986202192	0.577626150266	0.26854415149	0.0305329000623	0.00344197498999	0.0111804800031	0.0214175573028
e	0.00759398653983	0.00218415812851	0.0103837405223	0.0444066563067	0.467646470089	0.293314690497	0.119727393354	0.02533291833	0.00777015379437	0.0216398301009
