 	dovevo	comprare	il	pane	</S>
ì	0.97334555	0.00545634445	0.0078202776	0.00184299195	0.011534825715
c	0.784558626667	0.0497654949833	0.105001263533	0.00676000848333	0.0539145995717
h	0.658277342222	0.0742228293278	0.152982445844	0.0370699544944	0.0774473998572
a	0.483144197407	0.356215297443	0.0740428426147	0.0421053488135	0.0444922837524
n	0.192166456469	0.734018312481	0.0402528285382	0.0142882580198	0.0192741407175
a	0.0896590501563	0.83992608416	0.0556110811794	0.00506682851327	0.0097369467725
a	0.0376902927188	0.87471072472	0.0815495437265	0.00182382352442	0.00422559429083
f	0.0261696675729	0.84426984824	0.0992002212422	0.00173515938814	0.0286251009303
o	0.020582473791	0.55816895508	0.382414610414	0.00194484522938	0.0368891318434
r	0.0324751178637	0.284203194027	0.627892746805	0.00507581824313	0.0503531404811
à	0.0400996976212	0.179179865009	0.712896695602	0.00945215408104	0.0583715904937
s	0.0246836262071	0.076945340003	0.687205998534	0.15185863936	0.0593063904979
o	0.0157978428024	0.052114563001	0.520281412845	0.317199829787	0.094606340166
t	0.0114744696675	0.0374846630003	0.356126214282	0.482007743262	0.112906906722
o	0.0110790199892	0.0387739080001	0.268856438094	0.548232834421	0.133057822241
t	0.0102029037631	0.0373808659	0.223228575031	0.592382781474	0.13680489408
s	0.010165942921	0.0158220460667	0.089769647677	0.789226943825	0.09501542136
o	0.00819855464033	0.0216438188889	0.121332636226	0.647497114608	0.201327873787
m	0.00723863068011	0.0231213493963	0.128237340409	0.601413348203	0.239989307929
ì	0.0056415580267	0.0107924868988	0.058834771803	0.542730862734	0.38200028931
</S>	0.00458972051335	0.0093105734494	0.0514142459015	0.310657086367	0.624028364655
