 	ho	messo	uno	specchio	sul	muro	</S>
è	0.487486185	0.0294881	0.47814133695	0.003668016645	0.0001035276289	0.00021476728753	0.0008980452045
v	0.184251192667	0.0460955666667	0.751156878983	0.00576653188167	0.000145456342967	0.00125720706251	0.0113271595015
a	0.0756175744223	0.0973624055556	0.806365559661	0.00485080512722	9.13819564557e-05	0.00146505796417	0.0142472009505
l	0.0292501366741	0.254732681852	0.700824886554	0.00401804140907	0.000173405787619	0.00100105426472	0.0099997894335
a	0.0577869082247	0.532270543951	0.390955119518	0.00886676933636	0.00026150743254	0.000971538994907	0.00888760797783
è	0.0683023564082	0.47542489465	0.231439020506	0.220121285445	0.000244374360847	0.000603937648302	0.00386414052594
n	0.0305160068027	0.20454417155	0.230613243502	0.521261475148	0.000611639206949	0.00216044919277	0.0102930248753
a	0.0169245379342	0.101201938183	0.142117432834	0.720979458383	0.00301290356898	0.00314185536426	0.0126218729251
n	0.0111721964781	0.064596512061	0.0636942939447	0.839611119461	0.00674672432299	0.00331061995475	0.0108685159417
j	0.0779168479927	0.0669205190203	0.0381673793149	0.697900126487	0.0870335777743	0.00588905241825	0.0261724479806
a	0.0999094529976	0.0661197016734	0.024940533105	0.479003482162	0.279112782591	0.0104752131394	0.0404387979935
l	0.0455829156659	0.0853467225578	0.019800149035	0.314757470721	0.377768220864	0.0540067760465	0.102737759331
ì	0.036985986222	0.0749730179193	0.011545233365	0.147692214907	0.521651033621	0.0812277786822	0.12592475411
s	0.026784099974	0.0328514373731	0.004267654925	0.0580005723023	0.67849516454	0.102291069561	0.0973099840367
t	0.0138450627913	0.0188095581244	0.00316024125833	0.0268588057674	0.74745658818	0.109248983187	0.0806207723456
o	0.00797527476377	0.00842837204147	0.00257341951944	0.0134090534558	0.795975842727	0.0935088863957	0.0781291801152
t	0.00618859435459	0.0126593633472	0.00113052470648	0.00635055678527	0.738475660909	0.130795754132	0.104399558372
ì	0.00668490648486	0.0132540040824	0.000623270835493	0.00428488809509	0.52537820697	0.326799024711	0.122975694457
c	0.00893862236162	0.00782158999413	0.00141077671183	0.0055404214317	0.374626635657	0.470363734904	0.131298186152
h	0.0116015334539	0.00624248399804	0.00177376590394	0.0055604205439	0.534809338552	0.304901318301	0.135111140051
o	0.0081419904513	0.00291701789935	0.00102847936798	0.00851454424797	0.461882688851	0.2316950061	0.285820300017
</S>	0.00479588867565	0.00200464329968	0.00089961193399	0.012995047124	0.255914908425	0.29694961305	0.426440300008
