 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.9816033	0.00200969074	0.0095993796385	0.0005970088049	0.003318286323	0.00114619125466	0.000284437395676	0.00021467788854	0.000187524741143	0.000188484776162	1.008502699e-05	0.00084092725404
ù	0.967477466667	0.00561012394667	0.0176944655462	0.00159511503497	0.004046318141	0.00124510173155	0.000457399781892	0.000260671042847	0.000236149907048	0.000237345352054	1.207442253e-05	0.00112774045135
s	0.929339388889	0.00833871531556	0.0345375785154	0.00292443304499	0.002506013447	0.000685826790517	0.000566336083964	0.000245892727616	0.000205571682349	0.000199607890685	3.831722371e-05	0.0204122832171
o	0.72142419963	0.176671382105	0.0701816695051	0.00248283928166	0.001317367629	0.000406336038172	0.000433036210321	0.000195710636972	0.000147417638616	0.000138801144028	4.511325527e-05	0.0265561252169
t	0.564879969877	0.274468997368	0.108455366502	0.00405404126055	0.00174860385633	0.000690923420724	0.00129844669577	0.000419825466757	0.000304584524039	0.000288396088476	0.00012658821579	0.0432642682168
r	0.489145866626	0.355563749123	0.0931488955007	0.00630579862018	0.00292947995211	0.000880320873575	0.00169081581526	0.000588188668919	0.00037667788468	0.000345510142825	0.000155238775397	0.0488694601439
a	0.284533852209	0.618854763041	0.0722000751669	0.00418631024006	0.0021861275907	0.000405715567858	0.00068008680242	0.000293920616973	0.000147109975893	0.000123593214042	5.33484030757e-05	0.016335124577
v	0.13332768907	0.618012671014	0.203440271722	0.0150011982467	0.0109629624702	0.00339169353262	0.00463049898147	0.00132399411966	0.000523493029631	0.000215180914447	4.29698021686e-05	0.00912741531633
ù	0.0686668760233	0.438420613671	0.437167157241	0.0217742197489	0.0141996838901	0.00441063579087	0.00599033273049	0.00167227453022	0.000652573719544	0.000247921512482	3.97311622329e-05	0.00675793774044
d	0.0398101866744	0.303696121224	0.56347279908	0.038125775583	0.0127096013634	0.00452685254362	0.00825951798016	0.00276950900041	0.00117744808285	0.000453587955161	8.9873138921e-05	0.0249086468818
i	0.0253676260915	0.169307600408	0.685646489693	0.0576656061943	0.0124311854878	0.00456493276454	0.00898631970672	0.00313065336214	0.00134921861138	0.00052013065962	0.000106333939789	0.0309238246519
ì	0.0134248765638	0.074009416136	0.811346673231	0.0648847063981	0.0161889898626	0.00361541530485	0.00365742694891	0.00115924303938	0.000521189010893	0.000230702537773	3.76761654117e-05	0.0109236347086
r	0.0082188533546	0.0356602493787	0.734497491077	0.174917592133	0.0192382712875	0.00416682906828	0.00424687218297	0.000836312103127	0.000459171560298	0.000247686145924	5.66296738039e-05	0.0174540323695
t	0.0208416082849	0.0446080044596	0.478198730359	0.332018230711	0.0341335670958	0.00675245918943	0.0132461679277	0.0233966815677	0.00491853518677	0.00172086850531	0.0011738728146	0.0389912534565
e	0.0251256841616	0.0468022914865	0.274512723453	0.490266216904	0.0677822303653	0.00765037472981	0.0143496977759	0.0306395523892	0.00622240871726	0.00211687245077	0.00150453813758	0.0330274075855
g	0.00977384682053	0.0234140601622	0.182166009484	0.614947045635	0.110934154788	0.0155865579099	0.0121496020586	0.0127629206631	0.00347000346075	0.00125014449926	0.000520162891903	0.0130255330952
