 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.504688622	0.478245775	0.001714435873	0.00399553305	0.001358182281	0.00283969132	0.0012414054568	0.001457769388	0.001517818875	0.0005183399301	0.00059179614045	0.000295044231955	0.000188081231825	9.5248018135e-05	0.00125229060065
à	0.216099262	0.743471308333	0.005070706591	0.00844657655	0.00529350599367	0.00796070877333	0.00352471505227	0.00318428026267	0.001704043525	0.00106445301003	0.000804166913483	0.000359939990652	0.000254560963942	0.000149588529378	0.00261219686688
t	0.218067360667	0.727381136111	0.00868668636367	0.00810395801667	0.00688594556456	0.00813336779111	0.00361022378409	0.00289057070089	0.001144171675	0.00103705513668	0.000535600197828	0.000429763733551	0.000243207444647	0.000385335959793	0.0124656064556
t	0.472325340222	0.465233518704	0.00776961192122	0.0264972755056	0.00399987122152	0.00431671039704	0.00140212757803	0.0010896956403	0.00125594339167	0.000492672119893	0.000242699637943	0.00038925386355	0.000174025579482	0.000410937635598	0.0144003080805
e	0.500864400074	0.446724222901	0.00744132310707	0.0328050967352	0.00202972655384	0.00281339254568	0.000522513677343	0.000394476883433	0.000991534147223	0.000176416335298	9.1439493181e-05	0.000131290157917	5.92130838607e-05	0.000138503307826	0.0048164687595
o	0.217937121691	0.743201217634	0.0222503740357	0.0116456511784	0.00127812463128	0.00103300858523	0.000192971216114	0.000143365620811	0.000428672316741	6.5742949766e-05	3.30317397937e-05	5.1294925339e-05	2.16702003869e-05	4.87732880353e-05	0.0016690268005
G	0.077670916897	0.890662339211	0.0240780594452	0.00475511265947	0.000925653880427	0.000680603485077	0.000113630683038	9.19854682703e-05	0.000272928789914	3.7677137922e-05	2.17108274646e-05	2.97586197797e-05	1.02933314623e-05	1.94724531784e-05	0.0006298949935
i	0.203625580299	0.759187589737	0.0125304075817	0.0198685911198	0.000627263430142	0.00219462396169	0.000133522983013	0.000122404377757	0.00138852359664	3.1255690974e-05	3.21975531549e-05	1.76426703599e-05	5.10420532077e-06	8.66824285947e-06	0.0002266058535
o	0.249549320766	0.673821819912	0.0461482321939	0.0250834711733	0.000795906643381	0.00244768524056	0.000114480916338	0.000102329463919	0.00176165906555	2.38222068247e-05	2.93981350516e-05	1.185711822e-05	3.22783260692e-06	7.13163805316e-06	9.96454985e-05
v	0.0911406154887	0.778141386637	0.107868767398	0.0162160235244	0.00276076104779	0.00153655646685	0.000176037307446	0.000131444649306	0.00158134305518	4.64263381082e-05	4.12917990172e-05	2.57893150733e-05	8.15189420231e-06	1.26309586844e-05	0.000312764127833
à	0.0461150557296	0.529216852879	0.382746412466	0.0265552768415	0.0104159135826	0.00191371838895	0.000446216165815	0.000240870583102	0.00154811701839	9.92934860361e-05	5.45863363391e-05	3.29476176911e-05	1.32766527341e-05	3.16480372281e-05	0.000569771562611
n	0.0501365145765	0.19068681996	0.662722804155	0.0294702862805	0.0417975665275	0.00216442592965	0.000741759905272	0.000320104074367	0.00224319410613	0.000345144888679	0.000119762592113	0.00055814282023	0.000124098299911	0.00427455260141	0.0142947910875
n	0.0947341515255	0.0741606562867	0.478564548718	0.252130416094	0.0488478565092	0.0203023327766	0.00122164683509	0.000536186271456	0.00321994593538	0.000576895002893	0.000228968567371	0.00076194388141	0.000171485024637	0.00569291261714	0.0188500333625
