 	io	non	ho	niente	da	mangiare	</S>
e	0.6170996	0.3791120085	0.0027230529	0.00104561237	1.902129205e-05	6.75790675e-07	2.34281849e-08
v	0.861729586667	0.13659303342	0.00099417026	0.000666919936667	8.89939478333e-06	5.351759475e-06	2.03921900757e-06
ò	0.883031952222	0.11545310606	0.00055418278	0.000945858745556	5.27703000778e-06	6.90548524833e-06	2.71369736586e-06
e	0.861452964074	0.13577586202	0.00133495726	0.00143086388185	2.04543487926e-06	2.37659018278e-06	9.09682276953e-07
n	0.626283834691	0.14815935734	0.135306678087	0.089874316594	0.000225500975156	3.07063723759e-06	0.000147252542217
è	0.25576381423	0.296421449113	0.304204492696	0.143087612198	0.000322767491719	3.8185551792e-06	0.000196048378584
c	0.111132720077	0.329529806371	0.361356237565	0.193379820733	0.00253874061724	0.000192951498326	0.00186968621737
h	0.051678526259	0.20602158879	0.517547719188	0.208565353578	0.0126857416391	0.000958660019442	0.00254241537912
o	0.018743906053	0.130652051597	0.544784773063	0.218883181193	0.084361508213	0.00145464697315	0.00111994285304
t	0.012098970751	0.082521980199	0.337062514354	0.463404643731	0.103279073404	0.00099199937105	0.000640779951013
ì	0.009909825117	0.0427394593663	0.171282204785	0.71240229791	0.060672228468	0.00264105033702	0.000352881503671
p	0.0119808609057	0.0385232880888	0.134442641595	0.714430972637	0.081833284156	0.0168409402457	0.00194798780789
o	0.0124788687186	0.0368809593629	0.110979804965	0.434964663212	0.343744816052	0.0544252867486	0.00652561483596
t	0.0167480803229	0.0254187057876	0.052153274755	0.350201803404	0.468302235351	0.0791008389162	0.00807509194532
i	0.0180921321676	0.0207103864025	0.0304073401583	0.309857248301	0.35341687845	0.261367069639	0.00614899491511
n	0.0076766384492	0.00843067894083	0.0121279182928	0.1361051766	0.34083401615	0.476384403213	0.0184412212384
a	0.00416158627307	0.00424588026894	0.00594987302593	0.0765155894667	0.26152382205	0.617244787738	0.0303584894128
f	0.00156292240436	0.00155583736165	0.00236527417031	0.0275264787556	0.146582549683	0.794653895913	0.0257530454709
à	0.000725342174787	0.000688359903883	0.00125556445677	0.0112097695519	0.0785840842277	0.787823111971	0.119713755157
o	0.00123426147493	0.00177529810129	0.00104328505226	0.0055194918173	0.0595030440759	0.672565570657	0.258359005052
</S>	0.00204260108746	0.00313374755065	0.00131135512613	0.00482478140865	0.0565514930379	0.632697535329	0.299438412526
