 	il	lenzuolo	vuole	lavato	</S>
o	0.584875305	0.38426017975	0.03084799576	1.548119575e-05	9.84033885e-07
p	0.256523841857	0.38056659215	0.03275983082	0.281872294667	0.0482774163236
l	0.249000874142	0.290976316283	0.01631329484	0.379114377556	0.0645951298079
a	0.308728328047	0.526848325428	0.01297600128	0.129689196257	0.0217581884684
ù	0.169823869682	0.502793771809	0.275339241093	0.0446142934903	0.00742892087527
n	0.0844821735607	0.335037753936	0.544018447031	0.0223440714968	0.0141176308451
a	0.0734123761869	0.320841704645	0.57145214901	0.0172490688323	0.017044730915
t	0.057316163729	0.230864118215	0.64159854967	0.0520785512774	0.018142592605
è	0.0304591409763	0.106235171405	0.735725736557	0.106476913759	0.0211029802017
l	0.0164255033921	0.0552062468017	0.569661642186	0.338356114586	0.0203504410672
i	0.0127737148974	0.0338140889339	0.249787069062	0.570190471529	0.133434603689
p	0.00658592603247	0.0153770252113	0.100588706354	0.710375557176	0.167072745563
l	0.00323245497749	0.00691752070377	0.0414500723513	0.882768619059	0.0656313151877
i	0.00176240722583	0.00330815133459	0.0159217291838	0.87908277302	0.0999249407292
m	0.00161730664194	0.00271108124486	0.0116353748946	0.874239371007	0.109796872243
è	0.00175303001398	0.00252158774829	0.0099409829182	0.916113737002	0.0696706627477
n	0.00210794860466	0.00226298458276	0.00398532282607	0.907380712334	0.0842630289159
o	0.00416101093489	0.00298469096092	0.00233566177536	0.605045636111	0.385473007639
</S>	0.00589253986744	0.00333321448046	0.00196986828768	0.305825616056	0.682978778819
