 	non	sono	ancora	vestita	</S>
e	0.796881915	0.16185526	0.04125993555	2.84402825e-06	3.813441975e-08
n	0.583765358333	0.374301053333	0.04112913945	0.00045179989625	0.000352668431283
ì	0.244221684444	0.740655034444	0.0140511371133	0.00060188753355	0.000470230002088
m	0.151330396481	0.841777214815	0.00643964286777	0.000264735479317	0.000187954872356
e	0.16983708216	0.581775011605	0.248141705089	0.000152302105872	9.38599161637e-05
a	0.115509906053	0.238584957202	0.645804901696	6.89378413907e-05	3.13177325236e-05
n	0.0641621506843	0.125932033734	0.800821390565	0.00717792504046	0.00190654012593
k	0.0505003368948	0.0857778629113	0.834783230188	0.0257784970135	0.00316008377531
ò	0.0235464138749	0.0381425614038	0.594789396729	0.340167309005	0.00335432849177
r	0.0168291272016	0.0239053279013	0.259756485576	0.692466719668	0.00704233299726
a	0.0335885850672	0.0298023276338	0.228410061859	0.662873673223	0.0453253623324
e	0.0455595243557	0.0369908118779	0.243524213953	0.619888057741	0.0540374076775
n	0.0411690681186	0.038826843626	0.161147776651	0.70144575258	0.0574105577925
d	0.0333322287062	0.0311406328753	0.111070460884	0.707490504193	0.116966165931
i	0.0209739907354	0.0187353249584	0.0926227979613	0.763017821398	0.104650101977
m	0.00946449864513	0.00929233331947	0.0401636136538	0.896470490466	0.0446091329923
è	0.00541587331504	0.00585379427316	0.0166896004846	0.947894813489	0.0241459689974
n	0.015753042305	0.0109461245911	0.0123028580949	0.89534643783	0.0656515619991
i	0.031967952435	0.0179701538637	0.019613256365	0.570335927277	0.360112720666
</S>	0.0362611012175	0.0180774134319	0.0239153006825	0.310884085639	0.610862110333
