 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.99447323	0.0054911744565	1.11148942e-05	4.191787e-06	5.6484465e-06	1.353459575e-07	6.79003685e-09	4.2247638e-08	2.445874175e-08	6.45825024e-09	1.45075803e-08	6.2443846465e-08	5.52031651e-08	6.0637668505e-07	7.470899117e-06	5.62096950965e-07	5.09291074833e-06	5.9093918015e-07
ò	0.992520263333	0.00723885015217	0.000218830561867	5.1803235e-06	2.37988213333e-06	7.49929825e-08	5.78905489667e-09	2.45444458667e-08	2.252253906e-08	6.40467317607e-09	1.4199269291e-08	6.23779410938e-08	5.38878826e-08	6.05994038216e-07	7.45499489423e-06	5.62088705346e-07	5.09286296482e-06	5.90806730286e-07
t	0.986683287778	0.0130069837174	0.000296666948622	5.38505425e-06	2.76468031111e-06	3.35067871667e-08	3.66420424556e-09	2.48083164889e-08	7.99902403e-09	2.62140918809e-09	5.05794124133e-09	2.09209470767e-08	1.91580424333e-08	2.02648531138e-07	2.50683597331e-06	1.8779633604e-07	1.69792028009e-06	2.31858011998e-07
t	0.983939129259	0.0153554780725	0.000681977410874	3.10317263333e-06	1.85242839037e-05	1.64987049556e-08	3.97595438185e-09	3.5204357163e-08	3.121927142e-09	1.3620383167e-09	2.00804639711e-09	7.10160466382e-09	7.5010330421e-09	6.8198664042e-08	8.56883973954e-07	6.30321913318e-08	5.66272669815e-07	1.12208435721e-07
i	0.886738143086	0.0365438801908	0.0766522182036	4.02910713444e-05	2.48182033012e-05	2.80690128852e-08	8.35369559395e-09	3.32703540543e-08	1.41535797933e-09	5.58599046233e-10	1.43451476237e-09	2.37273789119e-09	3.3628488117e-09	2.274229495e-08	2.85772187769e-07	2.10109107727e-08	1.88757591093e-07	3.74028120339e-08
i	0.524567204429	0.358931908064	0.116429297735	6.02506154481e-05	1.11450376614e-05	3.14504069617e-08	8.75999514732e-09	2.19765855914e-08	8.4754896011e-10	2.88559646444e-10	1.23109758299e-09	7.9656198869e-10	1.98889522157e-09	7.5906438908e-09	9.69484548563e-08	7.00386418672e-09	6.29192848501e-08	1.24676105568e-08
v	0.21572739821	0.711486369355	0.0720048355783	0.000247314973483	0.000532659102115	3.20929834987e-07	1.00796829665e-07	1.00641301277e-06	1.29949672037e-09	1.05290699318e-09	1.65827258986e-09	2.7064258619e-10	2.16180499152e-09	2.5410048954e-09	3.43281442854e-08	2.34216795938e-09	2.09762144161e-08	8.06705649261e-09
ò	0.12188421807	0.709366323118	0.166577619859	0.00143501849116	0.000734397499372	8.91059394996e-07	1.57471509888e-07	1.38411338426e-06	4.78123734012e-09	1.42169409106e-09	2.10560702995e-09	1.05183085397e-10	2.81029859717e-09	8.82092417467e-10	1.43569756285e-08	7.88349771237e-10	6.99517264187e-09	6.60026038053e-09
e	0.05206730659	0.444549237706	0.485514429953	0.0175679488304	0.000298950975124	1.52704133167e-06	9.27233709627e-08	5.21308647087e-07	6.12811694671e-09	6.30174560353e-10	1.21195867665e-09	5.0554542799e-11	2.03422539906e-09	3.32376399822e-10	1.07646787428e-08	2.63076091206e-10	2.33184745185e-09	2.20015108827e-09
g	0.04358863743	0.256341419235	0.608760369984	0.0517124452768	0.0388856511684	0.000191761947977	5.7090527638e-05	0.000459866387188	6.10906181482e-07	5.10092200823e-07	4.09382641059e-07	8.17710841933e-10	4.45777021266e-07	2.07637210594e-09	9.35823529143e-08	4.65486724752e-10	8.0944387834e-10	7.07408786275e-07
h	0.0412953481433	0.191838387745	0.632352983328	0.0596690537589	0.0712250020561	0.000652186895992	0.000779451275879	0.00212006192906	1.12084843605e-05	2.71190275336e-05	1.64558877137e-05	4.81782572806e-08	1.07766519071e-05	1.71669909369e-07	6.77874017638e-07	9.08335834158e-09	3.99037036113e-10	1.05012572876e-06
è	0.0164506078478	0.081369067915	0.783301294443	0.071071295253	0.0439076231187	0.000630846427331	0.00096702458196	0.00221573571869	1.42261492268e-05	3.55003211012e-05	2.14150503362e-05	6.39500080935e-08	1.37840743517e-05	2.27331983023e-07	7.92998258213e-07	1.15888773705e-08	2.31436842038e-10	4.57691306075e-07
n	0.00903149841593	0.0521015249717	0.753247031481	0.139719500418	0.0436987918062	0.00053915337111	0.00048305257732	0.00114539111523	6.55331568227e-06	1.33034414571e-05	7.88989117707e-06	2.49613990312e-08	5.42221633323e-06	8.82512009077e-08	4.58414805071e-07	4.0885405135e-09	7.96551734793e-11	2.75232348513e-07
n	0.00662528820531	0.0364517426572	0.645355260494	0.262463176806	0.0472295466021	0.00067528449037	0.000370944079107	0.000810853360077	4.72737209409e-06	6.21473325237e-06	3.61990509236e-06	1.58504023437e-08	2.69603851774e-06	4.47214289692e-08	3.52736923024e-07	1.63923573783e-09	2.97140418264e-11	2.14423612228e-07
o	0.00452965800177	0.0152570371591	0.420640166831	0.518386302269	0.0386110242007	0.00190796929679	0.000348075243036	0.000309038334026	4.69382873136e-06	2.77287588412e-06	1.94817993079e-06	5.12288027812e-08	1.00264418925e-06	3.28121936564e-08	1.34530806008e-07	6.58226479277e-10	1.49543128088e-11	7.14877470593e-08
m	0.0127342505339	0.00880603232637	0.184198502277	0.522359717423	0.262244294067	0.00531134889893	0.00149273757101	0.00283258633701	9.67967857712e-06	5.04141816137e-06	3.7774381436e-06	6.25673329271e-08	1.70965697308e-06	3.28314428855e-08	1.11106139003e-07	4.16780469759e-10	8.62082783627e-12	8.79370359457e-08
e	0.0139022634913	0.00663833811879	0.120527867426	0.519829059141	0.326929549689	0.00661160483298	0.00186150323367	0.00367489798134	1.18021701924e-05	6.11866192046e-06	4.72472281453e-06	5.94377279757e-08	1.96791332103e-06	3.01275082952e-08	1.02516662668e-07	4.56661533253e-10	9.35789017876e-12	9.34371137336e-08
v	0.00631012414377	0.0061700030496	0.0799852728087	0.54335190638	0.32130657823	0.0239681531443	0.00519642288789	0.0135397531961	8.85557720641e-05	3.78268748402e-05	2.13860227048e-05	1.14081914325e-07	1.75689409703e-05	1.03101007098e-07	1.62854044389e-06	3.96881237775e-09	4.29081617263e-11	4.581204983e-06
è	0.00375683536792	0.00624834379653	0.0427472636029	0.543503968793	0.344549162743	0.0345978817148	0.0073259721293	0.0170318203654	0.000127447870688	5.17951412801e-05	2.78876693349e-05	1.99161218108e-07	2.29607496568e-05	1.59859785699e-07	2.20020141463e-06	5.73092895925e-09	6.21143415754e-11	6.07725202712e-06
k	0.00182062610931	0.00300509064551	0.0260844797676	0.487919476264	0.393081370914	0.0405826259049	0.0186815402098	0.0284185470885	0.000201630773563	0.000120929513427	4.94968602116e-05	2.98016066036e-07	2.88496092189e-05	2.27002218566e-07	1.81158597154e-06	5.31932265308e-09	5.79327781918e-11	2.97593197516e-06
